gen,migration_on mean,migration_on var,migration_off mean,migration_off var
50,55.221320000000006,0.00021935360000000805,55.227850000000004,0.0009747185000000595
100,55.11598,0.00012588359999998874,55.177530000000004,0.0005309161000000192
150,55.04006,0.00016525639999997514,55.1528,0.0005363840000000179
200,54.9884,0.0002998740000000384,55.13456,0.000584670400000035
250,54.95022,0.00022137959999998666,55.121140000000004,0.0007155444000000706
300,54.924170000000004,0.00015786009999998817,55.106370000000005,0.0006868381000000339
350,54.90041,0.00023225490000005218,55.09103,0.0005551840999999943
400,54.87753,0.000253204100000038,55.07332,0.0005412695999999882
450,54.85873,0.00029513210000003205,55.05615,0.0006393724999999982
500,54.84492,0.00027835559999996116,55.04494,0.000681922399999945
550,54.83394,0.0002638723999999599,55.02928000000001,0.0006501496000000152
600,54.82191,0.00030519090000000074,55.01848,0.0007131875999999636
650,54.80978,0.00040879159999994766,55.008489999999995,0.0006139188999999472
700,54.79964,0.00044480439999999263,54.99820999999999,0.0003776169000000285
750,54.78857000000001,0.0004619761000000264,54.9895,0.00047762199999995796
800,54.780499999999996,0.0004401779999999928,54.983579999999996,0.0006086975999999678
850,54.77174,0.00044833040000000126,54.97696,0.0006787803999999607
900,54.76615,0.0005245805000000053,54.96984,0.0004441344000000117
950,54.759389999999996,0.0005282348999999626,54.964279999999995,0.0006237496000000254
1000,54.752390000000005,0.000517936899999983,54.957550000000005,0.0006914025000000516
1050,54.745540000000005,0.0005388104000000162,54.95225000000001,0.0006482365000000112
1100,54.73932,0.0004868876000000143,54.94692,0.0007029195999999699
1150,54.735,0.0004526819999999804,54.94204,0.000644316400000066
1200,54.73106,0.0005494403999999839,54.935860000000005,0.0006799764000000459
1250,54.72567,0.0004631281000000372,54.93155,0.0006250525000000448
1300,54.72301,0.0004171049000000564,54.92571,0.0006714769000000277
1350,54.72019,0.0004068209000000414,54.92186,0.0005720843999999863
1400,54.71707,0.0003829900999999928,54.91875,0.000670040499999969
1450,54.713620000000006,0.00034254360000001414,54.91489,0.000612994900000057
1500,54.71052999999999,0.0003095980999999381,54.90987,0.000673312100000006
1550,54.708569999999995,0.0003537020999999554,54.90818,0.000625921599999954
1600,54.70653,0.00029948409999999026,54.906420000000004,0.0006661416
1650,54.70447,0.00033048409999998017,54.90344,0.0006219124000000765
1700,54.70093000000001,0.0002963601000000168,54.90029,0.0006523449000000219
1750,54.69901,0.0002684729000000009,54.897149999999996,0.0006438464999999983
1800,54.697140000000005,0.0002789863999999958,54.893049999999995,0.0007426545000000198
1850,54.694539999999996,0.0002891623999999607,54.89067,0.0007391080999999452
1900,54.69322,0.00029616359999996747,54.88651,0.0008807648999999201
1950,54.69181,0.00028038689999999985,54.885090000000005,0.0008415628999998923
2000,54.691089999999996,0.000274580900000008,54.88262999999999,0.0008564640999999928
2050,54.68929000000001,0.000271826900000006,54.88072999999999,0.0009501320999999986
