Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T500_E200_D800.txt"
Gen 50: best_fit = 2065.21
Gen 100: best_fit = 2060.82
Gen 150: best_fit = 2055.47
Gen 200: best_fit = 2055.27
Gen 250: best_fit = 2055.27
Gen 300: best_fit = 2051.56
Gen 350: best_fit = 2050.87
Gen 400: best_fit = 2050.48
Gen 450: best_fit = 2050.17
Gen 500: best_fit = 2039.33
Gen 550: best_fit = 2037.59
Gen 600: best_fit = 2037.59
Gen 650: best_fit = 2035.58
Gen 700: best_fit = 2033.93
Gen 750: best_fit = 2031.33
Gen 800: best_fit = 2026.39
Gen 850: best_fit = 2026.15
Gen 900: best_fit = 2026.15
Gen 950: best_fit = 2011.5
Gen 1000: best_fit = 2011.47
Gen 1050: best_fit = 2011.47
Gen 1100: best_fit = 2010.35
Gen 1150: best_fit = 2009.56
Gen 1200: best_fit = 2009.46
Gen 1250: best_fit = 2008.85
Gen 1300: best_fit = 2008.63
Gen 1350: best_fit = 2007.13
Gen 1400: best_fit = 2007.13
Gen 1450: best_fit = 2006.66
Gen 1500: best_fit = 2006.38
Gen 1550: best_fit = 1972.07
Gen 1600: best_fit = 1972.07
Gen 1650: best_fit = 1971.32
Gen 1700: best_fit = 1967.57
Gen 1750: best_fit = 1950.1
Gen 1800: best_fit = 1950.02
Gen 1850: best_fit = 1949.91
Gen 1900: best_fit = 1948.25
Gen 1950: best_fit = 1946.6
Gen 2000: best_fit = 1946.6
Gen 2050: best_fit = 1945.65
Gen 2100: best_fit = 1943.77
Gen 2150: best_fit = 1943.29
Gen 2200: best_fit = 1943.29
Gen 2250: best_fit = 1943.29
Gen 2300: best_fit = 1942.65
Gen 2350: best_fit = 1941.58
Gen 2400: best_fit = 1941.58
Gen 2450: best_fit = 1941.58
Gen 2500: best_fit = 1941.14
Gen 2550: best_fit = 1941.14
Gen 2600: best_fit = 1940.85
Gen 2650: best_fit = 1936.39
Gen 2700: best_fit = 1934.14
Gen 2750: best_fit = 1933.72
Gen 2800: best_fit = 1928.84
Gen 2850: best_fit = 1925.46
Gen 2900: best_fit = 1925.36
Gen 2950: best_fit = 1925.08
Gen 3000: best_fit = 1921.08
Gen 3050: best_fit = 1920.74
Gen 3100: best_fit = 1919.6
Gen 3150: best_fit = 1919.02
Gen 3200: best_fit = 1919.02
Gen 3250: best_fit = 1919.02
Gen 3300: best_fit = 1918.97
Gen 3350: best_fit = 1917.33
Gen 3400: best_fit = 1915.42
Gen 3450: best_fit = 1915.16
Gen 3500: best_fit = 1915.15
Gen 3550: best_fit = 1913.74
Gen 3600: best_fit = 1913.74
Gen 3650: best_fit = 1913.32
Gen 3700: best_fit = 1913.31
Gen 3750: best_fit = 1912.89
Gen 3800: best_fit = 1910.1
Gen 3850: best_fit = 1909.62
Gen 3900: best_fit = 1909.54
Gen 3950: best_fit = 1909.38
Gen 4000: best_fit = 1909.34
Gen 4050: best_fit = 1909.33
Gen 4100: best_fit = 1909.33
Gen 4150: best_fit = 1908.87
Gen 4200: best_fit = 1908.8
Gen 4250: best_fit = 1908.8
Gen 4300: best_fit = 1908.8
Gen 4350: best_fit = 1908.73
Gen 4400: best_fit = 1908.52
Gen 4450: best_fit = 1897.43
Gen 4500: best_fit = 1895.4
Gen 4550: best_fit = 1895.01
Gen 4600: best_fit = 1893.29
Gen 4650: best_fit = 1890.28
Gen 4700: best_fit = 1890.18
Gen 4750: best_fit = 1889.68
Gen 4800: best_fit = 1888.59
Gen 4850: best_fit = 1888.4
Gen 4900: best_fit = 1888.4
Gen 4950: best_fit = 1888.33
Gen 5000: best_fit = 1887.36
Gen 5050: best_fit = 1887.32
Gen 5100: best_fit = 1887.21
Gen 5150: best_fit = 1885.76
Gen 5200: best_fit = 1885.6
Gen 5250: best_fit = 1885.55
Gen 5300: best_fit = 1885.33
Gen 5350: best_fit = 1885.33
Gen 5400: best_fit = 1885.33
Gen 5450: best_fit = 1884.97
Gen 5500: best_fit = 1884.97
Gen 5550: best_fit = 1884.31
Gen 5600: best_fit = 1884.31
Gen 5650: best_fit = 1884.3
Gen 5700: best_fit = 1884.3
Gen 5750: best_fit = 1884.29
Gen 5800: best_fit = 1883.73
Gen 5850: best_fit = 1883.32
Gen 5900: best_fit = 1883.05
Gen 5950: best_fit = 1882.91
Gen 6000: best_fit = 1882.53
Gen 6050: best_fit = 1882.53
Gen 6100: best_fit = 1882.45
Gen 6150: best_fit = 1882.14
Gen 6200: best_fit = 1878.26
Gen 6250: best_fit = 1878.11
Gen 6300: best_fit = 1877.77
Gen 6350: best_fit = 1877.77
Gen 6400: best_fit = 1876.58
Gen 6450: best_fit = 1875.81
Gen 6500: best_fit = 1875.81
Gen 6550: best_fit = 1873
Gen 6600: best_fit = 1872.49
Gen 6650: best_fit = 1872.37
Gen 6700: best_fit = 1872.01
Gen 6750: best_fit = 1871.55
Gen 6800: best_fit = 1871.06
Gen 6850: best_fit = 1871.06
Gen 6900: best_fit = 1870.13
Gen 6950: best_fit = 1870.13
Gen 7000: best_fit = 1869.5
Gen 7050: best_fit = 1869.5
Gen 7100: best_fit = 1869.42
Gen 7150: best_fit = 1869.22
Gen 7200: best_fit = 1867.02
Gen 7250: best_fit = 1866.44
Gen 7300: best_fit = 1866.44
Gen 7350: best_fit = 1866.37
Gen 7400: best_fit = 1866.37
Gen 7450: best_fit = 1866.36
Gen 7500: best_fit = 1866.36
