generation,block_id,reward_mean,reward_variance,reward_min,reward_max
1,0,0.0009334145184721128,2.50320036400093e-05,-0.00459181231911478,0.009428641894790857
1,1,0.1968014466110165,3.070337502042526e-05,0.1869946592417369,0.2
1,2,0.1998045304064326,2.67458534065861e-07,0.1984362432514607,0.2
2,0,0.03660626268091758,0.00117450178521941,-0.00218153222320774,0.1047452833981771
2,1,0.01217955236919771,0.00029511466056315,-0.00297418598350511,0.04969413730148849
2,2,0.0151043378281416,0.0002499534650870261,-0.0002127092989957363,0.05033258637948748
3,0,0.03974252661158872,0.002040424614233446,-0.001631305786415837,0.1429653310558823
3,1,0.01121967741960025,0.0002797728033117075,-0.001791663337546778,0.05053629687879303
3,2,0.0522980428611837,0.0001784411441506578,0.03153392014747017,0.07580639059350153
4,0,0.02577532652783614,0.0005273018534050957,-0.002338992442168204,0.07294886678261059
4,1,0.01334561168948127,0.0006213623219178979,-0.004629595041178409,0.0719914896761638
4,2,0.003925374505873858,4.366322681140803e-05,-0.0008263624211427401,0.01807870608677679
5,0,0.01439548109887653,0.0001634314797095503,-1.765945530544377e-05,0.0447111257431243
5,1,0.008673412336930926,0.000138660838386249,-0.001500270392749825,0.03568594214787674
5,2,0.008675796619936853,8.573291862631189e-05,-0.0003657736488969867,0.02389608793839213
6,0,0.004548875641806677,5.272003046861179e-05,-7.780151785957285e-05,0.02193865625128114
6,1,0.01877538620185497,0.0006233090169201507,-0.003388194355352996,0.06796248223288186
6,2,0.004075508346888809,6.621308195069713e-05,-0.000736368593837506,0.0235508819762127
7,0,0.003084648425422012,3.071874168141318e-05,-0.0006976879222781806,0.01437183767120286
7,1,0.000118086216515155,1.182097356287796e-06,-0.002333853148733107,0.001638658848765869
7,2,0.00557393426626886,5.987882543967273e-05,0,0.02162013046405829
8,0,0.02231480128839074,0.0004432034445712076,-0.0004806426270805733,0.06443915146151752
8,1,0.001528338538322368,1.646665328669009e-05,-3.780743571988391e-05,0.01226451574229883
8,2,0.001658192234173989,1.314150707024399e-05,-2.614127780846271e-05,0.01105003176884735
9,0,0.008531302121750156,0.0002463806212792067,-0.001121903693139689,0.04815984565994201
9,1,0.002622606151225624,2.131461586077332e-05,-0.0001156464464338897,0.0112415140438636
9,2,-1.092725965927375e-05,8.382363518117482e-10,-8.752781729776394e-05,1.097400235738899e-07
10,0,0.0001651330956394469,5.266843193765498e-07,-0.000960877488458035,0.001767953794969498
10,1,-0.0008300668527223231,2.093728315309864e-06,-0.003667600633629216,0.0006388690634242422
10,2,-0.0002325457701967707,8.406060229614479e-08,-0.0006982649126592036,1.912021403616265e-05
11,0,0.0003026650165710362,1.451746543449465e-06,-0.001688457604381084,0.002248278762726625
11,1,0.001186728320401791,9.828145543982973e-06,-0.001247692609157073,0.009285149897835207
11,2,-5.590072624053824e-05,9.464391833954324e-09,-0.0002425468487221541,0
12,0,0.003873726757566418,0.0001009760670945213,-0.0006896584933012316,0.03042956093312452
12,1,0.009219886819280938,7.353347941368304e-05,0,0.02198788680862618
12,2,0.003873368486570168,4.350929052741706e-05,-0.0009311576071884529,0.01908471767521054
13,0,-1.742650677492914e-06,9.725151559104804e-12,-8.53860450564061e-06,0
13,1,-0.0005971118823255146,8.361506981526644e-07,-0.00258139877500282,0
13,2,0.01480571791984611,0.0003760552339541264,-0.000684429405049463,0.0496992875041951
14,0,0.01149838544067293,0.0001314569673350723,0,0.03502084503027354
14,1,0.01182183346051115,0.0002534466278179209,-0.001970835078721803,0.03639214630226247
14,2,0.006424865903809421,0.0001261812797813427,-0.0002833040080866448,0.02706885476603803
15,0,0.007600513545052742,0.000127286538402379,0,0.03618884252458916
15,1,0.004381190044169026,9.218890940866966e-05,-3.12653195808664e-05,0.0293493203632022
15,2,0.00380598898434162,4.678864706576761e-05,0,0.01897281968194877
16,0,0.002232632866283971,1.352789515857224e-05,-0.0004550502793089289,0.0100325393079111
16,1,0.001564068692373975,6.874857494534339e-06,-0.0008511105179137308,0.007386253919722916
16,2,7.233299518130962e-05,2.095880448591199e-08,-6.680624335302088e-06,0.0004449859887722715
17,0,0.0003039472573285486,1.697537338024057e-06,-0.0009281176561590238,0.002870511261942246
17,1,-0.0003999904808326158,9.391966006928716e-07,-0.002560360817645367,0.0006845687692825502
17,2,0.0007130833954648155,3.869498457065472e-06,-0.000209714536902153,0.005914381700620677
18,0,-0.0001211186421717242,1.000320079374834e-07,-0.0009578404326114581,5.031360722950948e-06
18,1,0.001946119957795045,3.446164568915807e-05,-0.001981913806356708,0.01730067148275282
18,2,0.001248306504153335,1.076548258727773e-05,-5.793330209130643e-06,0.009929047598057442
19,0,0.0004286962817710949,7.44193558910521e-07,-0.0001257963046398443,0.00251527630672666
19,1,-5.452114332919581e-05,2.567406399303474e-07,-0.001265412431573205,0.0005907186364369859
19,2,-0.0001651987288259688,9.844730423810764e-08,-0.0009605069878398487,0
20,0,0.002441247528813622,1.849187803871677e-05,0,0.01323043429349735
20,1,0.001591953109474762,5.038126616211923e-06,-0.001946921608194572,0.005644181309333331
20,2,0.00096643288580279,6.537947659327758e-06,0,0.00773146308642232
21,0,0.0007579375469993608,1.416003220465657e-06,0,0.003288564312860328
21,1,0.0007171098383285467,1.921158882466885e-06,-0.0004768707544720359,0.004210040369299435
21,2,1.232099183019054e-05,2.004697100512074e-08,-0.0001653951436058725,0.0003550944320265873
22,0,-0.0001395393791788842,5.938158524655616e-08,-0.0007390519513113175,0
22,1,-0.0003171837453797277,6.820636457415799e-07,-0.002500935755037821,3.653420800000001e-05
22,2,-2.002453932151895e-05,2.884593397371812e-09,-0.0001621139331405938,1.917618568442192e-06
23,0,0,0,0,0
23,1,-6.077917346852552e-05,2.585875549261982e-08,-0.0004862333877482042,0
23,2,0.0001041243873841751,1.964243317385945e-07,-0.0003931904585113507,0.001226185557584751
24,0,-9.969950312742084e-05,6.957993646698218e-08,-0.0007975960250193667,0
24,1,0.002730751005085383,6.246781201160017e-05,-0.001714817696760061,0.02358934275374496
24,2,0.0009106185625708217,6.723324086986548e-06,-0.000473662573239906,0.007758611073806479
25,0,-0.0001456412889525382,2.431385366608688e-07,-0.001075602550704276,0.0004982975825019777
25,1,-0.0001986463129941525,3.092244575207239e-06,-0.00263857512907902,0.003671104804963905
25,2,0.00599049438073941,0.0002512185429883114,-1.367336331099811e-06,0.04792532238224638
26,0,0.01212640923467067,0.0002255760488913447,0,0.03221057714803013
26,1,0,0,0,0
26,2,-1.751416135755621e-05,2.147220936409605e-09,-0.0001401132908604497,0
27,0,0.0007349757282455983,6.992448293205332e-06,-0.0008983444500453832,0.007659967342364258
27,1,1.373808000000002e-06,1.321143894604803e-11,0,1.099046400000001e-05
27,2,0.0009319794435333707,8.555472165038784e-06,-0.0008306432787971913,0.008635990733901269
28,0,0.0001790721652214224,1.654005600051658e-07,-0.0002151911585609231,0.00111956140707473
28,1,0.00443875868840812,5.273899766420678e-05,0,0.01843319444815704
28,2,-1.268880969627559e-07,1.328512936418585e-13,-8.555691823730616e-07,3.929322317602902e-07
29,0,0.00128153038415039,6.277454710740806e-06,-8.260543531265942e-07,0.007449838756123834
29,1,0.001599065830396993,6.020601262278738e-06,-0.001213465604539505,0.00541816581973402
29,2,-3.699263903122665e-05,9.579187397462434e-09,-0.0002959411122498132,0
