problem,run,generation_window,block,operator,selection_count,selection_probability
T500,1,2300-2350,dev,DE,141,0.3525
T500,1,2300-2350,dev,GDE,243,0.6075
T500,1,2300-2350,dev,LEVY,16,0.04
T500,1,2300-2350,dev,RESAMPLE,0,0.0
T500,1,2350-2400,offload,GA,101,0.2525
T500,1,2350-2400,offload,DE,282,0.705
T500,1,2350-2400,offload,BITFLIP,17,0.0425
T500,1,2350-2400,offload,RESAMPLE,0,0.0
T500,1,2350-2400,seq,GA,49,0.1225
T500,1,2350-2400,seq,SWAP,207,0.5175
T500,1,2350-2400,seq,VNS,144,0.36
T500,1,2350-2400,seq,RESAMPLE,0,0.0
T500,1,2350-2400,dev,DE,130,0.325
T500,1,2350-2400,dev,GDE,246,0.615
T500,1,2350-2400,dev,LEVY,24,0.06
T500,1,2350-2400,dev,RESAMPLE,0,0.0
T500,1,2400-2450,offload,GA,90,0.225
T500,1,2400-2450,offload,DE,271,0.6775
T500,1,2400-2450,offload,BITFLIP,38,0.095
T500,1,2400-2450,offload,RESAMPLE,1,0.0025
T500,1,2400-2450,seq,GA,59,0.1475
T500,1,2400-2450,seq,SWAP,221,0.5525
T500,1,2400-2450,seq,VNS,120,0.3
T500,1,2400-2450,seq,RESAMPLE,0,0.0
T500,1,2400-2450,dev,DE,140,0.35
T500,1,2400-2450,dev,GDE,232,0.58
T500,1,2400-2450,dev,LEVY,28,0.07
T500,1,2400-2450,dev,RESAMPLE,0,0.0
T500,1,2450-2500,offload,GA,85,0.2125
T500,1,2450-2500,offload,DE,301,0.7525
T500,1,2450-2500,offload,BITFLIP,14,0.035
T500,1,2450-2500,offload,RESAMPLE,0,0.0
T500,1,2450-2500,seq,GA,52,0.13
T500,1,2450-2500,seq,SWAP,202,0.505
T500,1,2450-2500,seq,VNS,146,0.365
T500,1,2450-2500,seq,RESAMPLE,0,0.0
T500,1,2450-2500,dev,DE,148,0.37
T500,1,2450-2500,dev,GDE,220,0.55
T500,1,2450-2500,dev,LEVY,32,0.08
T500,1,2450-2500,dev,RESAMPLE,0,0.0
T500,1,2500-2550,offload,GA,93,0.2325
T500,1,2500-2550,offload,DE,297,0.7425
T500,1,2500-2550,offload,BITFLIP,10,0.025
T500,1,2500-2550,offload,RESAMPLE,0,0.0
T500,1,2500-2550,seq,GA,49,0.1225
T500,1,2500-2550,seq,SWAP,186,0.465
T500,1,2500-2550,seq,VNS,165,0.4125
T500,1,2500-2550,seq,RESAMPLE,0,0.0
T500,1,2500-2550,dev,DE,153,0.3825
T500,1,2500-2550,dev,GDE,225,0.5625
T500,1,2500-2550,dev,LEVY,22,0.055
T500,1,2500-2550,dev,RESAMPLE,0,0.0
T500,1,2550-2600,offload,GA,109,0.2725
T500,1,2550-2600,offload,DE,285,0.7125
T500,1,2550-2600,offload,BITFLIP,6,0.015
T500,1,2550-2600,offload,RESAMPLE,0,0.0
T500,1,2550-2600,seq,GA,108,0.27
T500,1,2550-2600,seq,SWAP,158,0.395
T500,1,2550-2600,seq,VNS,134,0.335
T500,1,2550-2600,seq,RESAMPLE,0,0.0
T500,1,2550-2600,dev,DE,164,0.41
T500,1,2550-2600,dev,GDE,220,0.55
T500,1,2550-2600,dev,LEVY,16,0.04
T500,1,2550-2600,dev,RESAMPLE,0,0.0
T500,1,2600-2650,offload,GA,115,0.2875
T500,1,2600-2650,offload,DE,269,0.6725
T500,1,2600-2650,offload,BITFLIP,16,0.04
T500,1,2600-2650,offload,RESAMPLE,0,0.0
T500,1,2600-2650,seq,GA,143,0.3575
T500,1,2600-2650,seq,SWAP,158,0.395
T500,1,2600-2650,seq,VNS,99,0.2475
T500,1,2600-2650,seq,RESAMPLE,0,0.0
T500,1,2600-2650,dev,DE,186,0.465
T500,1,2600-2650,dev,GDE,211,0.5275
T500,1,2600-2650,dev,LEVY,3,0.0075
T500,1,2600-2650,dev,RESAMPLE,0,0.0
T500,1,2650-2700,offload,GA,100,0.25
T500,1,2650-2700,offload,DE,280,0.7
T500,1,2650-2700,offload,BITFLIP,20,0.05
T500,1,2650-2700,offload,RESAMPLE,0,0.0
T500,1,2650-2700,seq,GA,67,0.1675
T500,1,2650-2700,seq,SWAP,181,0.4525
T500,1,2650-2700,seq,VNS,152,0.38
T500,1,2650-2700,seq,RESAMPLE,0,0.0
T500,1,2650-2700,dev,DE,159,0.3975
T500,1,2650-2700,dev,GDE,226,0.565
T500,1,2650-2700,dev,LEVY,15,0.0375
T500,1,2650-2700,dev,RESAMPLE,0,0.0
T500,1,2700-2750,offload,GA,118,0.295
T500,1,2700-2750,offload,DE,266,0.665
T500,1,2700-2750,offload,BITFLIP,16,0.04
T500,1,2700-2750,offload,RESAMPLE,0,0.0
T500,1,2700-2750,seq,GA,63,0.1575
T500,1,2700-2750,seq,SWAP,193,0.4825
T500,1,2700-2750,seq,VNS,144,0.36
T500,1,2700-2750,seq,RESAMPLE,0,0.0
T500,1,2700-2750,dev,DE,191,0.4775
T500,1,2700-2750,dev,GDE,202,0.505
T500,1,2700-2750,dev,LEVY,7,0.0175
T500,1,2700-2750,dev,RESAMPLE,0,0.0
T500,1,2750-2800,offload,GA,80,0.2
T500,1,2750-2800,offload,DE,287,0.7175
T500,1,2750-2800,offload,BITFLIP,33,0.0825
T500,1,2750-2800,offload,RESAMPLE,0,0.0
T500,1,2750-2800,seq,GA,44,0.11
T500,1,2750-2800,seq,SWAP,229,0.5725
T500,1,2750-2800,seq,VNS,127,0.3175
T500,1,2750-2800,seq,RESAMPLE,0,0.0
T500,1,2750-2800,dev,DE,130,0.325
T500,1,2750-2800,dev,GDE,247,0.6175
T500,1,2750-2800,dev,LEVY,23,0.0575
T500,1,2750-2800,dev,RESAMPLE,0,0.0
T500,1,2800-2850,offload,GA,136,0.34
T500,1,2800-2850,offload,DE,238,0.595
T500,1,2800-2850,offload,BITFLIP,26,0.065
T500,1,2800-2850,offload,RESAMPLE,0,0.0
T500,1,2800-2850,seq,GA,78,0.195
T500,1,2800-2850,seq,SWAP,175,0.4375
T500,1,2800-2850,seq,VNS,147,0.3675
T500,1,2800-2850,seq,RESAMPLE,0,0.0
T500,1,2800-2850,dev,DE,162,0.405
T500,1,2800-2850,dev,GDE,226,0.565
T500,1,2800-2850,dev,LEVY,12,0.03
T500,1,2800-2850,dev,RESAMPLE,0,0.0
T500,1,2850-2900,offload,GA,92,0.23
T500,1,2850-2900,offload,DE,234,0.585
T500,1,2850-2900,offload,BITFLIP,74,0.185
T500,1,2850-2900,offload,RESAMPLE,0,0.0
T500,1,2850-2900,seq,GA,88,0.22
T500,1,2850-2900,seq,SWAP,204,0.51
T500,1,2850-2900,seq,VNS,108,0.27
T500,1,2850-2900,seq,RESAMPLE,0,0.0
T500,1,2850-2900,dev,DE,112,0.28
T500,1,2850-2900,dev,GDE,249,0.6225
T500,1,2850-2900,dev,LEVY,39,0.0975
T500,1,2850-2900,dev,RESAMPLE,0,0.0
T500,1,2900-2950,offload,GA,117,0.2925
T500,1,2900-2950,offload,DE,240,0.6
T500,1,2900-2950,offload,BITFLIP,43,0.1075
T500,1,2900-2950,offload,RESAMPLE,0,0.0
T500,1,2900-2950,seq,GA,148,0.37
T500,1,2900-2950,seq,SWAP,151,0.3775
T500,1,2900-2950,seq,VNS,101,0.2525
T500,1,2900-2950,seq,RESAMPLE,0,0.0
T500,1,2900-2950,dev,DE,161,0.4025
T500,1,2900-2950,dev,GDE,230,0.575
T500,1,2900-2950,dev,LEVY,9,0.0225
T500,1,2900-2950,dev,RESAMPLE,0,0.0
T500,1,2950-3000,offload,GA,89,0.2225
T500,1,2950-3000,offload,DE,283,0.7075
T500,1,2950-3000,offload,BITFLIP,28,0.07
T500,1,2950-3000,offload,RESAMPLE,0,0.0
T500,1,2950-3000,seq,GA,73,0.1825
T500,1,2950-3000,seq,SWAP,195,0.4875
T500,1,2950-3000,seq,VNS,132,0.33
T500,1,2950-3000,seq,RESAMPLE,0,0.0
T500,1,2950-3000,dev,DE,140,0.35
T500,1,2950-3000,dev,GDE,240,0.6
T500,1,2950-3000,dev,LEVY,20,0.05
T500,1,2950-3000,dev,RESAMPLE,0,0.0
T500,1,3000-3050,offload,GA,135,0.3375
T500,1,3000-3050,offload,DE,244,0.61
T500,1,3000-3050,offload,BITFLIP,21,0.0525
T500,1,3000-3050,offload,RESAMPLE,0,0.0
T500,1,3000-3050,seq,GA,143,0.3575
T500,1,3000-3050,seq,SWAP,157,0.3925
T500,1,3000-3050,seq,VNS,98,0.245
T500,1,3000-3050,seq,RESAMPLE,2,0.005
T500,1,3000-3050,dev,DE,204,0.51
T500,1,3000-3050,dev,GDE,184,0.46
T500,1,3000-3050,dev,LEVY,9,0.0225
T500,1,3000-3050,dev,RESAMPLE,3,0.0075
T500,1,3050-3100,offload,GA,126,0.315
T500,1,3050-3100,offload,DE,222,0.555
T500,1,3050-3100,offload,BITFLIP,52,0.13
T500,1,3050-3100,offload,RESAMPLE,0,0.0
T500,1,3050-3100,seq,GA,88,0.22
T500,1,3050-3100,seq,SWAP,170,0.425
T500,1,3050-3100,seq,VNS,142,0.355
T500,1,3050-3100,seq,RESAMPLE,0,0.0
T500,1,3050-3100,dev,DE,156,0.39
T500,1,3050-3100,dev,GDE,173,0.4325
T500,1,3050-3100,dev,LEVY,22,0.055
T500,1,3050-3100,dev,RESAMPLE,49,0.1225
T500,1,3100-3150,offload,GA,114,0.285
T500,1,3100-3150,offload,DE,272,0.68
T500,1,3100-3150,offload,BITFLIP,14,0.035
T500,1,3100-3150,offload,RESAMPLE,0,0.0
T500,1,3100-3150,seq,GA,99,0.2475
T500,1,3100-3150,seq,SWAP,169,0.4225
T500,1,3100-3150,seq,VNS,132,0.33
T500,1,3100-3150,seq,RESAMPLE,0,0.0
T500,1,3100-3150,dev,DE,180,0.45
T500,1,3100-3150,dev,GDE,145,0.3625
T500,1,3100-3150,dev,LEVY,25,0.0625
T500,1,3100-3150,dev,RESAMPLE,50,0.125
T500,1,3150-3200,offload,GA,112,0.28
T500,1,3150-3200,offload,DE,269,0.6725
T500,1,3150-3200,offload,BITFLIP,19,0.0475
T500,1,3150-3200,offload,RESAMPLE,0,0.0
T500,1,3150-3200,seq,GA,75,0.1875
T500,1,3150-3200,seq,SWAP,189,0.4725
T500,1,3150-3200,seq,VNS,135,0.3375
T500,1,3150-3200,seq,RESAMPLE,1,0.0025
T500,1,3150-3200,dev,DE,143,0.3575
T500,1,3150-3200,dev,GDE,222,0.555
T500,1,3150-3200,dev,LEVY,25,0.0625
T500,1,3150-3200,dev,RESAMPLE,10,0.025
T500,1,3200-3250,offload,GA,118,0.295
T500,1,3200-3250,offload,DE,273,0.6825
T500,1,3200-3250,offload,BITFLIP,9,0.0225
T500,1,3200-3250,offload,RESAMPLE,0,0.0
T500,1,3200-3250,seq,GA,42,0.105
T500,1,3200-3250,seq,SWAP,200,0.5
T500,1,3200-3250,seq,VNS,158,0.395
T500,1,3200-3250,seq,RESAMPLE,0,0.0
T500,1,3200-3250,dev,DE,103,0.2575
T500,1,3200-3250,dev,GDE,258,0.645
T500,1,3200-3250,dev,LEVY,39,0.0975
T500,1,3200-3250,dev,RESAMPLE,0,0.0
T500,1,3250-3300,offload,GA,126,0.315
T500,1,3250-3300,offload,DE,261,0.6525
T500,1,3250-3300,offload,BITFLIP,13,0.0325
T500,1,3250-3300,offload,RESAMPLE,0,0.0
T500,1,3250-3300,seq,GA,61,0.1525
T500,1,3250-3300,seq,SWAP,203,0.5075
T500,1,3250-3300,seq,VNS,136,0.34
T500,1,3250-3300,seq,RESAMPLE,0,0.0
T500,1,3250-3300,dev,DE,157,0.3925
T500,1,3250-3300,dev,GDE,215,0.5375
T500,1,3250-3300,dev,LEVY,28,0.07
T500,1,3250-3300,dev,RESAMPLE,0,0.0
T500,1,3300-3350,offload,GA,134,0.335
T500,1,3300-3350,offload,DE,251,0.6275
T500,1,3300-3350,offload,BITFLIP,15,0.0375
T500,1,3300-3350,offload,RESAMPLE,0,0.0
T500,1,3300-3350,seq,GA,104,0.26
T500,1,3300-3350,seq,SWAP,198,0.495
T500,1,3300-3350,seq,VNS,98,0.245
T500,1,3300-3350,seq,RESAMPLE,0,0.0
T500,1,3300-3350,dev,DE,147,0.3675
T500,1,3300-3350,dev,GDE,212,0.53
T500,1,3300-3350,dev,LEVY,41,0.1025
T500,1,3300-3350,dev,RESAMPLE,0,0.0
T500,1,3350-3400,offload,GA,127,0.3175
T500,1,3350-3400,offload,DE,267,0.6675
T500,1,3350-3400,offload,BITFLIP,6,0.015
T500,1,3350-3400,offload,RESAMPLE,0,0.0
T500,1,3350-3400,seq,GA,147,0.3675
T500,1,3350-3400,seq,SWAP,183,0.4575
T500,1,3350-3400,seq,VNS,70,0.175
T500,1,3350-3400,seq,RESAMPLE,0,0.0
T500,1,3350-3400,dev,DE,144,0.36
T500,1,3350-3400,dev,GDE,207,0.5175
T500,1,3350-3400,dev,LEVY,49,0.1225
T500,1,3350-3400,dev,RESAMPLE,0,0.0
T500,1,3400-3450,offload,GA,136,0.34
T500,1,3400-3450,offload,DE,251,0.6275
T500,1,3400-3450,offload,BITFLIP,13,0.0325
T500,1,3400-3450,offload,RESAMPLE,0,0.0
T500,1,3400-3450,seq,GA,80,0.2
T500,1,3400-3450,seq,SWAP,215,0.5375
T500,1,3400-3450,seq,VNS,105,0.2625
T500,1,3400-3450,seq,RESAMPLE,0,0.0
T500,1,3400-3450,dev,DE,191,0.4775
T500,1,3400-3450,dev,GDE,181,0.4525
T500,1,3400-3450,dev,LEVY,28,0.07
T500,1,3400-3450,dev,RESAMPLE,0,0.0
T500,1,3450-3500,offload,GA,146,0.365
T500,1,3450-3500,offload,DE,191,0.4775
T500,1,3450-3500,offload,BITFLIP,33,0.0825
T500,1,3450-3500,offload,RESAMPLE,30,0.075
T500,1,3450-3500,seq,GA,287,0.7175
T500,1,3450-3500,seq,SWAP,86,0.215
T500,1,3450-3500,seq,VNS,24,0.06
T500,1,3450-3500,seq,RESAMPLE,3,0.0075
T500,1,3450-3500,dev,DE,275,0.6875
T500,1,3450-3500,dev,GDE,109,0.2725
T500,1,3450-3500,dev,LEVY,9,0.0225
T500,1,3450-3500,dev,RESAMPLE,7,0.0175
T500,1,3500-3550,offload,GA,148,0.37
T500,1,3500-3550,offload,DE,153,0.3825
T500,1,3500-3550,offload,BITFLIP,50,0.125
T500,1,3500-3550,offload,RESAMPLE,49,0.1225
T500,1,3500-3550,seq,GA,259,0.6475
T500,1,3500-3550,seq,SWAP,89,0.2225
T500,1,3500-3550,seq,VNS,52,0.13
T500,1,3500-3550,seq,RESAMPLE,0,0.0
T500,1,3500-3550,dev,DE,287,0.7175
T500,1,3500-3550,dev,GDE,88,0.22
T500,1,3500-3550,dev,LEVY,15,0.0375
T500,1,3500-3550,dev,RESAMPLE,10,0.025
T500,1,3550-3600,offload,GA,141,0.3525
T500,1,3550-3600,offload,DE,161,0.4025
T500,1,3550-3600,offload,BITFLIP,56,0.14
T500,1,3550-3600,offload,RESAMPLE,42,0.105
T500,1,3550-3600,seq,GA,294,0.735
T500,1,3550-3600,seq,SWAP,66,0.165
T500,1,3550-3600,seq,VNS,40,0.1
T500,1,3550-3600,seq,RESAMPLE,0,0.0
T500,1,3550-3600,dev,DE,277,0.6925
T500,1,3550-3600,dev,GDE,90,0.225
T500,1,3550-3600,dev,LEVY,13,0.0325
T500,1,3550-3600,dev,RESAMPLE,20,0.05
T500,1,3600-3650,offload,GA,149,0.3725
T500,1,3600-3650,offload,DE,161,0.4025
T500,1,3600-3650,offload,BITFLIP,49,0.1225
T500,1,3600-3650,offload,RESAMPLE,41,0.1025
T500,1,3600-3650,seq,GA,228,0.57
T500,1,3600-3650,seq,SWAP,101,0.2525
T500,1,3600-3650,seq,VNS,71,0.1775
T500,1,3600-3650,seq,RESAMPLE,0,0.0
T500,1,3600-3650,dev,DE,306,0.765
T500,1,3600-3650,dev,GDE,67,0.1675
T500,1,3600-3650,dev,LEVY,16,0.04
T500,1,3600-3650,dev,RESAMPLE,11,0.0275
T500,1,3650-3700,offload,GA,151,0.3775
T500,1,3650-3700,offload,DE,149,0.3725
T500,1,3650-3700,offload,BITFLIP,50,0.125
T500,1,3650-3700,offload,RESAMPLE,50,0.125
T500,1,3650-3700,seq,GA,80,0.2
T500,1,3650-3700,seq,SWAP,190,0.475
T500,1,3650-3700,seq,VNS,130,0.325
T500,1,3650-3700,seq,RESAMPLE,0,0.0
T500,1,3650-3700,dev,DE,189,0.4725
T500,1,3650-3700,dev,GDE,189,0.4725
T500,1,3650-3700,dev,LEVY,22,0.055
T500,1,3650-3700,dev,RESAMPLE,0,0.0
T500,1,3700-3750,offload,GA,150,0.375
T500,1,3700-3750,offload,DE,150,0.375
T500,1,3700-3750,offload,BITFLIP,50,0.125
T500,1,3700-3750,offload,RESAMPLE,50,0.125
T500,1,3700-3750,seq,GA,69,0.1725
T500,1,3700-3750,seq,SWAP,190,0.475
T500,1,3700-3750,seq,VNS,141,0.3525
T500,1,3700-3750,seq,RESAMPLE,0,0.0
T500,1,3700-3750,dev,DE,247,0.6175
T500,1,3700-3750,dev,GDE,139,0.3475
T500,1,3700-3750,dev,LEVY,14,0.035
T500,1,3700-3750,dev,RESAMPLE,0,0.0
T500,1,3750-3800,offload,GA,131,0.3275
T500,1,3750-3800,offload,DE,153,0.3825
T500,1,3750-3800,offload,BITFLIP,66,0.165
T500,1,3750-3800,offload,RESAMPLE,50,0.125
T500,1,3750-3800,seq,GA,142,0.355
T500,1,3750-3800,seq,SWAP,135,0.3375
T500,1,3750-3800,seq,VNS,123,0.3075
T500,1,3750-3800,seq,RESAMPLE,0,0.0
T500,1,3750-3800,dev,DE,215,0.5375
T500,1,3750-3800,dev,GDE,164,0.41
T500,1,3750-3800,dev,LEVY,21,0.0525
T500,1,3750-3800,dev,RESAMPLE,0,0.0
T500,1,3800-3850,offload,GA,139,0.3475
T500,1,3800-3850,offload,DE,192,0.48
T500,1,3800-3850,offload,BITFLIP,19,0.0475
T500,1,3800-3850,offload,RESAMPLE,50,0.125
T500,1,3800-3850,seq,GA,120,0.3
T500,1,3800-3850,seq,SWAP,160,0.4
T500,1,3800-3850,seq,VNS,120,0.3
T500,1,3800-3850,seq,RESAMPLE,0,0.0
T500,1,3800-3850,dev,DE,232,0.58
T500,1,3800-3850,dev,GDE,161,0.4025
T500,1,3800-3850,dev,LEVY,7,0.0175
T500,1,3800-3850,dev,RESAMPLE,0,0.0
T500,1,3850-3900,offload,GA,146,0.365
T500,1,3850-3900,offload,DE,149,0.3725
T500,1,3850-3900,offload,BITFLIP,55,0.1375
T500,1,3850-3900,offload,RESAMPLE,50,0.125
T500,1,3850-3900,seq,GA,76,0.19
T500,1,3850-3900,seq,SWAP,239,0.5975
T500,1,3850-3900,seq,VNS,85,0.2125
T500,1,3850-3900,seq,RESAMPLE,0,0.0
T500,1,3850-3900,dev,DE,173,0.4325
T500,1,3850-3900,dev,GDE,186,0.465
T500,1,3850-3900,dev,LEVY,41,0.1025
T500,1,3850-3900,dev,RESAMPLE,0,0.0
T500,1,3900-3950,offload,GA,131,0.3275
T500,1,3900-3950,offload,DE,199,0.4975
T500,1,3900-3950,offload,BITFLIP,60,0.15
T500,1,3900-3950,offload,RESAMPLE,10,0.025
T500,1,3900-3950,seq,GA,122,0.305
T500,1,3900-3950,seq,SWAP,188,0.47
T500,1,3900-3950,seq,VNS,90,0.225
T500,1,3900-3950,seq,RESAMPLE,0,0.0
T500,1,3900-3950,dev,DE,216,0.54
T500,1,3900-3950,dev,GDE,165,0.4125
T500,1,3900-3950,dev,LEVY,18,0.045
T500,1,3900-3950,dev,RESAMPLE,1,0.0025
T500,1,3950-4000,offload,GA,138,0.345
T500,1,3950-4000,offload,DE,194,0.485
T500,1,3950-4000,offload,BITFLIP,68,0.17
T500,1,3950-4000,offload,RESAMPLE,0,0.0
T500,1,3950-4000,seq,GA,79,0.1975
T500,1,3950-4000,seq,SWAP,221,0.5525
T500,1,3950-4000,seq,VNS,100,0.25
T500,1,3950-4000,seq,RESAMPLE,0,0.0
T500,1,3950-4000,dev,DE,183,0.4575
T500,1,3950-4000,dev,GDE,199,0.4975
T500,1,3950-4000,dev,LEVY,18,0.045
T500,1,3950-4000,dev,RESAMPLE,0,0.0
T500,1,4000-4050,offload,GA,124,0.31
T500,1,4000-4050,offload,DE,240,0.6
T500,1,4000-4050,offload,BITFLIP,36,0.09
T500,1,4000-4050,offload,RESAMPLE,0,0.0
T500,1,4000-4050,seq,GA,79,0.1975
T500,1,4000-4050,seq,SWAP,184,0.46
T500,1,4000-4050,seq,VNS,137,0.3425
T500,1,4000-4050,seq,RESAMPLE,0,0.0
T500,1,4000-4050,dev,DE,144,0.36
T500,1,4000-4050,dev,GDE,235,0.5875
T500,1,4000-4050,dev,LEVY,21,0.0525
T500,1,4000-4050,dev,RESAMPLE,0,0.0
T500,1,4050-4100,offload,GA,136,0.34
T500,1,4050-4100,offload,DE,219,0.5475
T500,1,4050-4100,offload,BITFLIP,44,0.11
T500,1,4050-4100,offload,RESAMPLE,1,0.0025
T500,1,4050-4100,seq,GA,73,0.1825
T500,1,4050-4100,seq,SWAP,213,0.5325
T500,1,4050-4100,seq,VNS,114,0.285
T500,1,4050-4100,seq,RESAMPLE,0,0.0
T500,1,4050-4100,dev,DE,176,0.44
T500,1,4050-4100,dev,GDE,200,0.5
T500,1,4050-4100,dev,LEVY,24,0.06
T500,1,4050-4100,dev,RESAMPLE,0,0.0
T500,1,4100-4150,offload,GA,133,0.3325
T500,1,4100-4150,offload,DE,209,0.5225
T500,1,4100-4150,offload,BITFLIP,58,0.145
T500,1,4100-4150,offload,RESAMPLE,0,0.0
T500,1,4100-4150,seq,GA,70,0.175
T500,1,4100-4150,seq,SWAP,185,0.4625
T500,1,4100-4150,seq,VNS,145,0.3625
T500,1,4100-4150,seq,RESAMPLE,0,0.0
T500,1,4100-4150,dev,DE,179,0.4475
T500,1,4100-4150,dev,GDE,195,0.4875
T500,1,4100-4150,dev,LEVY,26,0.065
T500,1,4100-4150,dev,RESAMPLE,0,0.0
T500,1,4150-4200,offload,GA,140,0.35
T500,1,4150-4200,offload,DE,192,0.48
T500,1,4150-4200,offload,BITFLIP,64,0.16
T500,1,4150-4200,offload,RESAMPLE,4,0.01
T500,1,4150-4200,seq,GA,317,0.7925
T500,1,4150-4200,seq,SWAP,59,0.1475
T500,1,4150-4200,seq,VNS,24,0.06
T500,1,4150-4200,seq,RESAMPLE,0,0.0
T500,1,4150-4200,dev,DE,299,0.7475
T500,1,4150-4200,dev,GDE,68,0.17
T500,1,4150-4200,dev,LEVY,7,0.0175
T500,1,4150-4200,dev,RESAMPLE,26,0.065
T500,1,4200-4250,offload,GA,152,0.38
T500,1,4200-4250,offload,DE,148,0.37
T500,1,4200-4250,offload,BITFLIP,63,0.1575
T500,1,4200-4250,offload,RESAMPLE,37,0.0925
T500,1,4200-4250,seq,GA,395,0.9875
T500,1,4200-4250,seq,SWAP,1,0.0025
T500,1,4200-4250,seq,VNS,1,0.0025
T500,1,4200-4250,seq,RESAMPLE,3,0.0075
T500,1,4200-4250,dev,DE,346,0.865
T500,1,4200-4250,dev,GDE,2,0.005
T500,1,4200-4250,dev,LEVY,1,0.0025
T500,1,4200-4250,dev,RESAMPLE,51,0.1275
T500,1,4250-4300,offload,GA,149,0.3725
T500,1,4250-4300,offload,DE,150,0.375
T500,1,4250-4300,offload,BITFLIP,50,0.125
T500,1,4250-4300,offload,RESAMPLE,51,0.1275
T500,1,4250-4300,seq,GA,394,0.985
T500,1,4250-4300,seq,SWAP,1,0.0025
T500,1,4250-4300,seq,VNS,3,0.0075
T500,1,4250-4300,seq,RESAMPLE,2,0.005
T500,1,4250-4300,dev,DE,345,0.8625
T500,1,4250-4300,dev,GDE,1,0.0025
T500,1,4250-4300,dev,LEVY,2,0.005
T500,1,4250-4300,dev,RESAMPLE,52,0.13
T500,1,4300-4350,offload,GA,150,0.375
T500,1,4300-4350,offload,DE,148,0.37
T500,1,4300-4350,offload,BITFLIP,52,0.13
T500,1,4300-4350,offload,RESAMPLE,50,0.125
T500,1,4300-4350,seq,GA,394,0.985
T500,1,4300-4350,seq,SWAP,0,0.0
T500,1,4300-4350,seq,VNS,3,0.0075
T500,1,4300-4350,seq,RESAMPLE,3,0.0075
T500,1,4300-4350,dev,DE,345,0.8625
T500,1,4300-4350,dev,GDE,2,0.005
T500,1,4300-4350,dev,LEVY,3,0.0075
T500,1,4300-4350,dev,RESAMPLE,50,0.125
T500,1,4350-4400,offload,GA,151,0.3775
T500,1,4350-4400,offload,DE,157,0.3925
T500,1,4350-4400,offload,BITFLIP,52,0.13
T500,1,4350-4400,offload,RESAMPLE,40,0.1
T500,1,4350-4400,seq,GA,264,0.66
T500,1,4350-4400,seq,SWAP,91,0.2275
T500,1,4350-4400,seq,VNS,44,0.11
T500,1,4350-4400,seq,RESAMPLE,1,0.0025
T500,1,4350-4400,dev,DE,296,0.74
T500,1,4350-4400,dev,GDE,51,0.1275
T500,1,4350-4400,dev,LEVY,6,0.015
T500,1,4350-4400,dev,RESAMPLE,47,0.1175
T500,1,4400-4450,offload,GA,150,0.375
T500,1,4400-4450,offload,DE,164,0.41
T500,1,4400-4450,offload,BITFLIP,85,0.2125
T500,1,4400-4450,offload,RESAMPLE,1,0.0025
T500,1,4400-4450,seq,GA,222,0.555
T500,1,4400-4450,seq,SWAP,110,0.275
T500,1,4400-4450,seq,VNS,67,0.1675
T500,1,4400-4450,seq,RESAMPLE,1,0.0025
T500,1,4400-4450,dev,DE,259,0.6475
T500,1,4400-4450,dev,GDE,86,0.215
T500,1,4400-4450,dev,LEVY,6,0.015
T500,1,4400-4450,dev,RESAMPLE,49,0.1225
T500,1,4450-4500,offload,GA,147,0.3675
T500,1,4450-4500,offload,DE,151,0.3775
T500,1,4450-4500,offload,BITFLIP,67,0.1675
T500,1,4450-4500,offload,RESAMPLE,35,0.0875
T500,1,4450-4500,seq,GA,397,0.9925
T500,1,4450-4500,seq,SWAP,0,0.0
T500,1,4450-4500,seq,VNS,1,0.0025
T500,1,4450-4500,seq,RESAMPLE,2,0.005
T500,1,4450-4500,dev,DE,347,0.8675
T500,1,4450-4500,dev,GDE,2,0.005
T500,1,4450-4500,dev,LEVY,2,0.005
T500,1,4450-4500,dev,RESAMPLE,49,0.1225
T500,1,4500-4550,offload,GA,150,0.375
T500,1,4500-4550,offload,DE,147,0.3675
T500,1,4500-4550,offload,BITFLIP,52,0.13
T500,1,4500-4550,offload,RESAMPLE,51,0.1275
T500,1,4500-4550,seq,GA,392,0.98
T500,1,4500-4550,seq,SWAP,3,0.0075
T500,1,4500-4550,seq,VNS,2,0.005
T500,1,4500-4550,seq,RESAMPLE,3,0.0075
T500,1,4500-4550,dev,DE,344,0.86
T500,1,4500-4550,dev,GDE,3,0.0075
T500,1,4500-4550,dev,LEVY,2,0.005
T500,1,4500-4550,dev,RESAMPLE,51,0.1275
T500,1,4550-4600,offload,GA,149,0.3725
T500,1,4550-4600,offload,DE,149,0.3725
T500,1,4550-4600,offload,BITFLIP,50,0.125
T500,1,4550-4600,offload,RESAMPLE,52,0.13
T500,1,4550-4600,seq,GA,394,0.985
T500,1,4550-4600,seq,SWAP,1,0.0025
T500,1,4550-4600,seq,VNS,2,0.005
T500,1,4550-4600,seq,RESAMPLE,3,0.0075
T500,1,4550-4600,dev,DE,342,0.855
T500,1,4550-4600,dev,GDE,2,0.005
T500,1,4550-4600,dev,LEVY,5,0.0125
T500,1,4550-4600,dev,RESAMPLE,51,0.1275
T500,1,4600-4650,offload,GA,148,0.37
T500,1,4600-4650,offload,DE,150,0.375
T500,1,4600-4650,offload,BITFLIP,53,0.1325
T500,1,4600-4650,offload,RESAMPLE,49,0.1225
