config,mean,std,best,median,worst,mean±std
use_blocks_true,0.038271,0.0019312648601370035,0.0364965,0.03758,0.0419295,0.038271 ± 0.001931
use_blocks_false,0.04393085,0.0026586215648339274,0.0406996,0.04394455,0.049064,0.043931 ± 0.002659
