gen,use_blocks_true mean,use_blocks_true var,use_blocks_false mean,use_blocks_false var
50,0.07382252,2.461394113600003e-06,0.08064382,3.2106370875999896e-06
100,0.06699785,4.6889317705000035e-06,0.07754184,4.739680492399997e-06
150,0.06294854,5.634959544400004e-06,0.07498724,5.392244570400003e-06
200,0.05992538000000001,4.439338629600005e-06,0.07361227000000001,5.047169848100004e-06
250,0.05732275,5.1131178805000026e-06,0.0725675,3.9515500919999985e-06
300,0.05531967,3.668798712100005e-06,0.07193999,3.759501078899997e-06
350,0.05371009,3.4082482289e-06,0.07125458,3.3186381716e-06
400,0.052292399999999996,3.377941024000002e-06,0.07067632,3.6114170956000006e-06
450,0.05126693,2.816177216100001e-06,0.07010100999999999,3.381649542900009e-06
500,0.05047984,2.468153602399998e-06,0.06948950000000001,3.793493203999991e-06
550,0.04974381,2.3708023028999987e-06,0.06873393,5.065750246100005e-06
600,0.04900595,2.0988347624999974e-06,0.06825238,5.588546759599993e-06
650,0.04847997,2.0588595360999987e-06,0.06782488,5.832948799599994e-06
700,0.048013230000000004,2.0241728721000006e-06,0.06723981999999999,6.9685062895999896e-06
750,0.04746081,1.9788544908999993e-06,0.06679966000000001,7.309999406400006e-06
800,0.047036299999999996,1.9901399819999994e-06,0.06619266,8.042372990399995e-06
850,0.04668785,1.9606505144999997e-06,0.06557228,8.614954773600006e-06
900,0.04629883,1.7509124501000002e-06,0.06520745,8.548124630500009e-06
950,0.045978019999999994,1.674562083600002e-06,0.06472443,9.343637906099986e-06
1000,0.04562256,1.6852504263999985e-06,0.06425942999999999,9.8380592721e-06
1050,0.04533001,1.6595880789000004e-06,0.06370394,1.1520894764400001e-05
1100,0.04506657,1.7093785781000015e-06,0.06320503,1.1582094100099995e-05
1150,0.04481198,1.6993017255999956e-06,0.06278106,1.1036966064400006e-05
1200,0.04457671,1.713151800899998e-06,0.06228608,1.2179176571600013e-05
1250,0.04431561,1.8057977309000006e-06,0.06192953999999999,1.1846840602399996e-05
1300,0.04412695,1.8038821185000003e-06,0.06168745,1.193844558050001e-05
1350,0.04390264,1.755418716399999e-06,0.06144738000000001,1.1411721135600002e-05
1400,0.04369948,1.7236282335999989e-06,0.06114625,1.107647327450001e-05
1450,0.04352571,1.8043481129000003e-06,0.060851169999999996,1.0963930452100008e-05
1500,0.043349280000000004,1.8040803455999991e-06,0.06050208,1.1356695165600002e-05
1550,0.043230950000000004,1.7372123084999983e-06,0.060209979999999996,1.2068722117600008e-05
1600,0.04310656,1.752389814400002e-06,0.060041540000000004,1.2101494156400008e-05
1650,0.04296609,1.7300457388999992e-06,0.05979369,1.2617578852900001e-05
1700,0.04282128,1.7449984995999996e-06,0.05943768000000001,1.243509259560001e-05
1750,0.04271727,1.740699980099999e-06,0.05920733,1.23426266101e-05
1800,0.042643310000000004,1.7265984548999977e-06,0.05894792,1.2604974343600005e-05
1850,0.0425663,1.7389218440000009e-06,0.05869461,1.2787164062900001e-05
1900,0.042464550000000004,1.736743266500003e-06,0.05851387,1.280011485609999e-05
1950,0.04238779,1.7447482749e-06,0.058107280000000004,1.2250051049600007e-05
2000,0.04228464,1.7883261144000039e-06,0.057898649999999996,1.2415714556500003e-05
2050,0.04217557,1.8746162421000012e-06,0.057626319999999995,1.211116746360001e-05
2100,0.04211975,1.8751259805000023e-06,0.0573704,1.1982210126000004e-05
2150,0.042073929999999995,1.7976758601000016e-06,0.057171700000000006,1.1960923586e-05
2200,0.041992089999999996,1.7655003809000038e-06,0.057028100000000005,1.2267031115999988e-05
2250,0.04192134,1.714500314400004e-06,0.056770240000000007,1.2151371400399993e-05
2300,0.04181123,1.7487500581000032e-06,0.056588879999999994,1.2198662611599992e-05
2350,0.04175179,1.7108710909000008e-06,0.05642764,1.2128214878399985e-05
2400,0.04168794,1.7001771943999994e-06,0.056183620000000004,1.1342356285600006e-05
2450,0.04160494,1.5690523883999997e-06,0.05594032,1.13184564196e-05
2500,0.04151546,1.586923278399999e-06,0.05575461,1.1270361642899995e-05
2550,0.041446489999999996,1.5563550229000004e-06,0.05551331,1.1297463454899995e-05
2600,0.041411340000000005,1.5078348063999997e-06,0.05535544,1.1217770340400004e-05
2650,0.04136495,1.5102143264999996e-06,0.055095019999999995,1.0701784293599998e-05
2700,0.0413192,1.508517267999999e-06,0.054870930000000005,1.0231295178100005e-05
2750,0.04126201,1.4475871928999999e-06,0.05469022,1.0309577681600002e-05
2800,0.04120278,1.457811745599998e-06,0.05451066,1.022249164040001e-05
2850,0.04112946,1.4805591743999996e-06,0.054330409999999996,1.04563747409e-05
2900,0.04107594,1.4432862703999992e-06,0.05415879999999999,1.0168240497999999e-05
2950,0.04103578,1.4378309215999992e-06,0.053967589999999996,1.0045129490900004e-05
