gen,nsubpop=1 mean,nsubpop=1 var,nsubpop=8 mean,nsubpop=8 var
2150,1644.7849999999999,3067.854345000002,1362.318,5255.6718759999985
2200,1642.8939999999998,3262.1136440000005,1360.227,5306.7125609999985
2250,1642.309,3319.211549000002,1358.3200000000002,5374.761819999998
2300,1641.2990000000002,3445.329009,1356.138,5379.557635999993
2350,1639.7580000000003,3668.3603160000043,1354.205,5376.701545000002
2400,1638.8419999999999,3785.707476000003,1352.8970000000002,5394.353141000002
2450,1636.921,3812.5134890000018,1351.502,5395.4191159999955
2500,1636.529,3853.1008290000027,1350.192,5422.0810360000005
2550,1634.917,3989.2614409999996,1348.6870000000001,5481.452621
2600,1632.818,4010.8499760000022,1347.45,5500.29472
2650,1628.162,4333.647456000002,1346.1100000000001,5547.851560000004
2700,1626.313,4438.002701000005,1344.872,5573.168796000001
2750,1624.298,4497.517476000003,1343.426,5527.3163440000035
2800,1623.2220000000002,4558.300576000001,1342.2040000000002,5485.720543999999
2850,1621.44,4644.51252,1341.01,5459.013220000002
2900,1620.796,4749.050984000004,1339.433,5460.609681
2950,1619.733,4867.136601,1338.482,5453.109876000002
3000,1619.626,4868.799504000001,1334.273,4440.801601000003
3050,1619.453,4875.790261000002,1332.56,4203.133080000001
3100,1617.6870000000001,4977.971021000003,1330.355,3936.413965000002
3150,1617.6870000000001,4977.971021000003,1329.21,3906.376
3200,1617.6870000000001,4977.971021000003,1328.3319999999999,3938.3596559999996
3250,1617.6870000000001,4977.971021000003,1327.451,3919.845308999998
3300,1617.626,4978.040744000003,1325.899,3797.1474490000037
3350,1615.944,5006.348804000002,1324.882,3799.179955999999
3400,1611.531,5346.764909000005,1322.85,3553.5716800000037
3450,1608.6,5405.5083200000045,1321.908,3525.904255999997
3500,1605.74,5559.872140000007,1320.08,3338.1561999999967
3550,1604.905,5722.9100650000055,1318.737,3284.6161609999954
3600,1604.905,5722.9100650000055,1316.902,3184.616476
3650,1604.4779999999998,5579.178875999998,1316.0120000000002,3182.762356000001
3700,1604.1100000000001,5457.940540000003,1314.889,3112.827648999998
3750,1601.9119999999998,5480.540715999997,1314.01,3089.969439999998
3800,1597.941,4509.912889000001,1312.299,3009.7113290000034
3850,1596.632,4235.732776000002,1310.8120000000001,2927.5016959999957
3900,1596.476,4216.678744000003,1310.038,2916.4635960000005
3950,1595.273,4358.829661000003,1309.175,2926.7012850000015
4000,1594.684,4459.853584000002,1308.4950000000001,2901.2220249999964
4050,1594.524,4487.795864000004,1307.6190000000001,2891.3044889999983
4100,1594.438,4507.761796000002,1306.705,2927.694585000002
4150,1592.973,4812.721061000001,1305.7189999999998,2972.3958690000027
4200,1591.315,5229.760485000001,1304.4479999999999,3054.2641559999947
4250,1590.2549999999999,5412.857885000005,1303.47,3099.115599999998
4300,1588.423,5138.196461000004,1302.919,3125.622348999998
4350,1588.079,5066.486909000003,1302.258,3122.6497160000026
4400,1588.079,5066.486909000003,1301.454,3155.0595239999993
4450,1588.079,5066.486909000003,1300.354,3074.088844000001
4500,1587.865,5064.835685000004,1299.294,3016.1723240000047
4550,1587.682,5064.077516000003,1298.429,2965.8625689999976
4600,1587.682,5064.077516000003,1297.416,2977.908344000002
4650,1587.682,5064.077516000003,1296.841,2962.097009
4700,1587.682,5064.077516000003,1294.884,2892.9681440000013
4750,1587.682,5064.077516000003,1293.42,2812.3777600000003
4800,1587.568,5076.082856000002,1292.0049999999999,2742.111425
4850,1587.464,5087.239144000004,1291.211,2708.5919489999983
4900,1586.134,4832.471084000002,1290.459,2688.0952290000027
4950,1585.072,4650.1822760000005,1289.6680000000001,2678.739495999997
5000,1584.521,4661.843768999999,1289.175,2662.958065
5050,1582.886,4708.408544000002,1288.41,2628.7747999999983
5100,1581.6039999999998,4780.798563999999,1287.286,2596.3640840000016
5150,1581.587,4782.564881,1286.9180000000001,2590.3984360000013
5200,1580.894,4961.234043999999,1286.442,2593.1605359999994
5250,1580.4270000000001,5058.433280999993,1285.475,2572.8988649999988
5300,1580.017,5090.329480999998,1284.703,2562.186041000002
5350,1579.011,5326.077508999996,1283.8809999999999,2558.6702089999994
5400,1575.7649999999999,5460.963344999996,1283.063,2558.4673810000013
5450,1575.5729999999999,5474.143400999997,1281.801,2514.1487690000004
5500,1574.834,5524.170223999996,1280.3809999999999,2469.4688490000012
5550,1574.509,5555.621848999996,1279.866,2447.7203839999975
5600,1574.509,5555.621848999996,1279.4779999999998,2455.125396
5650,1574.509,5555.621848999996,1279.0819999999999,2446.703516000004
5700,1574.144,5546.293543999996,1278.19,2429.9051000000004
5750,1574.144,5546.293543999996,1277.71,2425.619980000003
5800,1574.021,5555.608948999996,1277.023,2422.311961
5850,1573.5729999999999,5568.679720999995,1276.55,2414.87488
5900,1572.109,5567.284568999996,1276.017,2366.335161
5950,1571.852,5581.340655999995,1275.224,2346.016263999999
6000,1571.5529999999999,5590.0703209999965,1274.72,2331.902739999999
6050,1571.151,5613.807108999996,1274.3790000000001,2339.0782290000034
6100,1568.103,5862.295180999995,1273.873,2330.2651809999998
6150,1566.278,5907.619575999994,1273.508,2333.2091359999986
6200,1564.277,6125.517340999996,1273.179,2339.4227889999997
6250,1563.839,6139.8644689999965,1272.6879999999999,2345.015516
6300,1563.4950000000001,6152.896524999996,1271.78,2355.0548200000003
6350,1563.339,6159.373988999996,1270.884,2317.5263639999966
6400,1562.4850000000001,6194.118124999996,1270.529,2316.459169
6450,1561.5549999999998,6246.886324999996,1269.815,2299.8151450000005
6500,1560.8029999999999,6087.7622809999975,1269.15,2310.0494
6550,1557.611,5413.152408999997,1268.641,2287.2856090000014
6600,1557.327,5368.751900999998,1267.337,2184.7223409999997
6650,1555.333,5460.001020999999,1266.861,2183.376809000002
6700,1554.696,5453.556023999998,1266.316,2186.2682039999995
6750,1553.654,5605.844923999995,1265.922,2200.151976
6800,1552.976,5627.386543999999,1265.502,2204.587036
6850,1550.794,5655.880843999995,1264.913,2211.901661000003
6900,1549.812,5850.2932359999995,1263.8809999999999,2237.4455089999974
6950,1549.279,5916.450808999999,1263.551,2250.6478689999976
7000,1548.949,5957.397569000001,1262.809,2279.0671689999967
7050,1548.614,6003.775123999999,1262.2069999999999,2300.4026210000015
7100,1548.45,6022.524739999998,1261.8719999999998,2313.6078359999956
7150,1548.279,6046.434088999998,1261.51,2320.8398400000015
7200,1547.501,6110.451888999998,1261.164,2328.3516040000004
7250,1547.058,6155.941355999999,1260.658,2339.2455159999968
7300,1546.404,6246.743503999998,1260.3200000000002,2350.915839999999
7350,1546.049,6274.435549000001,1260.066,2367.842183999995
7400,1545.2949999999998,6354.821185000001,1259.8719999999998,2371.2663760000028
7450,1544.773,6399.912480999999,1259.462,2389.156596000002
7500,1544.583,6416.655681,1259.08,2405.4333400000028
7550,1544.382,6436.726715999998,1258.8600000000001,2403.5763800000027
7600,1544.127,6454.311921,1258.644,2402.537823999999
7650,1544.0189999999998,6463.628809,1257.857,2415.6697010000016
7700,1543.9850000000001,6465.661464999999,1257.431,2420.305588999996
7750,1543.861,6473.251008999999,1257.027,2422.128100999997
7800,1543.407,6503.4002409999985,1256.716,2437.322683999997
7850,1543.242,6515.276775999999,1256.583,2440.012781000001
7900,1542.933,6538.8364809999985,1256.011,2462.167849000006
7950,1542.7939999999999,6549.994983999999,1255.384,2477.945544
8000,1542.642,6562.595176,1254.931,2486.7988690000034
8050,1542.495,6575.176465,1254.602,2486.6999759999985
8100,1542.494,6575.263384,1253.929,2420.643688999998
8150,1542.494,6575.263384,1253.422,2436.914136
8200,1542.494,6575.263384,1252.474,2310.7358039999976
8250,1542.234,6604.193063999997,1251.423,2166.3650210000033
8300,1542.1699999999998,6611.500839999999,1249.7440000000001,1974.8632039999982
8350,1542.151,6613.684529,1248.533,1855.1551410000004
8400,1542.0939999999998,6620.274583999999,1247.6380000000001,1779.8718360000025
8450,1542.089,6620.855448999998,1246.979,1744.6641489999988
8500,1542.088,6620.971675999998,1244.919,1563.556029000001
8550,1541.984,6633.157563999998,1242.6960000000001,1335.5638039999978
8600,1541.866,6647.219623999999,1241.777,1319.5261409999998
8650,1541.786,6656.8957839999985,1240.851,1250.3480889999992
8700,1541.786,6656.8957839999985,1239.443,1178.6290609999976
8750,1541.716,6664.420924,1238.715,1136.2150249999993
8800,1540.1879999999999,6321.994796000003,1238.1380000000001,1110.2527760000003
8850,1539.408,6250.731116000002,1237.4389999999999,1076.5997890000015
8900,1537.8319999999999,5966.695236,1236.3110000000001,1038.9943090000002
8950,1537.071,5848.359808999999,1234.6870000000001,960.1982809999979
9000,1536.208,5730.720916000001,1233.977,925.0899410000007
9050,1535.963,5700.675060999997,1233.589,917.5308490000018
9100,1535.519,5621.192928999999,1232.316,864.5284239999999
9150,1535.5,5622.850659999999,1231.912,863.0104960000008
9200,1535.452,5627.067556,1231.59,856.6803200000006
9250,1535.397,5631.950401,1230.691,843.3820489999996
9300,1535.083,5660.869801000001,1230.326,840.3493039999987
9350,1534.894,5679.132303999999,1229.909,830.6861489999992
9400,1534.217,5749.825320999998,1229.181,814.5319289999984
9450,1534.127,5759.844481,1228.768,815.0001159999994
9500,1534.127,5759.844481,1227.824,808.8115239999986
9550,1533.8229999999999,5801.433440999999,1226.105,763.8156249999986
9600,1533.6979999999999,5815.890235999999,1225.313,761.4000810000007
9650,1533.519,5836.791528999999,1224.738,745.0332759999995
9700,1533.486,5840.707803999998,1224.059,724.3629489999992
9750,1532.993,5901.548440999999,1223.292,692.680596
9800,1532.681,5839.639529000001,1222.0,687.8990400000014
9850,1532.447,5794.357721000002,1221.285,702.6734049999999
9900,1529.982,5377.227956000001,1220.839,708.9865289999998
9950,1529.719,5339.180008999999,1220.267,729.804261
10000,1529.08,5251.923920000001,1219.358,730.942675999999
