gen,nsubpop=1 mean,nsubpop=1 var,nsubpop=8 mean,nsubpop=8 var
50,2077.731,3142.0509290000036,2000.1950000000002,1025.1686850000017
100,2003.866,2537.843603999996,1877.6599999999999,877.3297799999997
150,1931.69,1171.9573399999995,1800.357,664.5560410000004
200,1907.3169999999998,1152.198481,1750.616,728.5405239999985
250,1882.973,1375.9410209999992,1704.941,782.1005889999994
300,1857.5720000000001,1668.076616000001,1668.86,964.276299999999
350,1837.8310000000001,1863.4651489999992,1634.4540000000002,916.8672640000004
400,1815.9330000000002,1983.9581809999952,1607.249,1167.5550490000007
450,1802.6529999999998,1912.973840999996,1584.9119999999998,1060.3761559999996
500,1790.074,2228.5777239999975,1566.018,1256.296415999998
550,1781.7740000000001,2454.9030639999983,1548.566,1324.195384
600,1773.8419999999999,2306.640275999998,1533.002,1306.8766760000008
650,1762.286,2897.913783999997,1520.133,1451.4036409999985
700,1756.752,2923.257655999999,1507.3899999999999,1648.1124600000028
750,1751.7310000000002,3084.307628999999,1495.202,1986.8508560000005
800,1744.9029999999998,3100.2812810000014,1485.3709999999999,2058.6929490000025
850,1736.023,2982.157280999999,1475.797,2159.5306009999986
900,1722.807,1965.8031010000007,1468.224,2292.515864000003
950,1716.875,2332.9725050000047,1460.581,2473.4560290000004
1000,1713.6080000000002,2399.5850960000025,1456.054,2586.468863999997
1050,1705.938,2241.8821760000037,1449.875,2695.138565000001
1100,1698.7220000000002,2165.7763760000034,1444.864,2741.1204839999973
1150,1695.78,2242.4955800000052,1440.45,2803.1997400000005
1200,1688.663,2412.7808410000025,1434.977,3003.4914609999987
1250,1686.5240000000001,2419.3206440000044,1428.645,3219.1102649999975
1300,1680.7259999999999,2354.6732640000037,1422.8229999999999,3255.6099810000005
1350,1677.098,2252.5077960000026,1417.133,3185.0780609999993
1400,1674.2169999999999,2161.017721000001,1411.4789999999998,3537.4777290000006
1450,1671.271,2364.0816490000025,1407.102,3716.7254760000033
1500,1670.486,2435.4795840000015,1403.739,3848.1903690000013
1550,1667.587,2561.8198410000014,1399.993,3932.198461000006
1600,1665.1299999999999,2768.9292000000037,1397.492,3978.769235999999
1650,1660.845,2989.1362250000047,1393.5459999999998,4166.408643999997
1700,1654.484,3226.6290040000004,1390.718,4307.849636000003
1750,1649.977,2958.8484810000027,1387.902,4419.5086360000005
1800,1649.095,2934.933945000002,1385.5430000000001,4471.050341000006
1850,1648.1330000000003,2935.615041000002,1382.345,4536.783685000003
1900,1647.718,2941.051956000002,1379.048,4647.736595999998
1950,1647.328,2948.986896000002,1374.326,4916.562364000003
2000,1646.837,2962.8699210000023,1369.091,5028.939209000001
2050,1646.837,2962.8699210000023,1366.455,5182.554105000005
2100,1646.605,2970.9393450000016,1364.231,5269.131148999997
