generation,block,config,intra_diversity,global_diversity,inter_diversity
3250,seq,full,0.0005960553726586749,0.000747168694714564,0.0001512936134189405
3250,dev,full,6.217614784073521e-08,1.074338322750509e-07,4.525769006221302e-08
3300,offload,full,0.0001661724623397076,0.000295763132623472,0.0001296337470304583
3300,seq,full,0.0001487160477776886,0.0008036245604411811,0.0006551032831131764
3300,dev,full,6.859718296320632e-08,1.229353782289487e-07,5.433820272063708e-08
3350,offload,full,0.0001790478377645756,0.0002730081901797028,9.399400666787024e-05
3350,seq,full,0.0001635314827464238,0.0002680501399523911,0.0001045528479874446
3350,dev,full,7.52076970186909e-08,1.194758797024122e-07,4.426818934233821e-08
3400,offload,full,0.0001363089276339385,0.0002600493444226144,0.0001237741554460429
3400,seq,full,0.0002959861055060671,0.000408312229430722,0.0001123926436632414
3400,dev,full,8.103666389238878e-08,1.269872893413153e-07,4.595063289629781e-08
3450,offload,full,0.0001502875984388293,0.0002473120761875375,9.705364606019664e-05
3450,seq,full,0.000714930679943335,0.001369696773296921,0.0006557030156697827
3450,dev,full,1.244756396936543e-07,2.069877497807856e-07,8.251213062862971e-08
3500,offload,full,5.68274119791657e-05,0.0001154986193778507,5.867787603722482e-05
3500,seq,full,0.0005588463359823004,0.0007822356228115334,0.0002236391489033826
3500,dev,full,9.588975614957746e-08,1.910705755602506e-07,9.518083766440623e-08
3550,offload,full,8.2608034771742e-05,0.00014183422909674,5.923598036680279e-05
3550,seq,full,0.0003963837827122455,0.0007101583522297049,0.0003140234287104196
