config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.02144074,0.0011582925865255285,0.0205163,0.020979150000000002,0.0244963,0.021441 +- 0.001158
CGA,0.027925270000000002,0.0006778433464550143,0.0266055,0.0280747,0.0286599,0.027925 +- 0.000678
IMOMA,0.03129559,0.001092919479040733,0.0294566,0.0314354,0.0328026,0.031296 +- 0.001093
DSAC_DE,0.03400364,0.0013414756196898326,0.0321688,0.03371445,0.0364414,0.034004 +- 0.001341
