gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.1375,0.725,0.1375,0,0.715,0.1725,0.1125,0,0.755,0.1075,0.1375,0,0.284167,0.493333,0.0358333,0.0458333,0.0575,0.0375,0.0458333,0
100,0.3075,0.6175,0.075,0,0.645,0.175,0.18,0,0.5175,0.235,0.2475,0,0.3175,0.378333,0.0783333,0.025,0.0583333,0.06,0.0825,0
150,0.4375,0.35,0.2125,0,0.38,0.2425,0.3775,0,0.355,0.3975,0.2475,0,0.2725,0.235,0.1325,0.0708333,0.0808333,0.125833,0.0825,0
200,0.48,0.29,0.23,0,0.4475,0.1075,0.445,0,0.385,0.3675,0.2475,0,0.309167,0.225,0.1225,0.0766667,0.0358333,0.148333,0.0825,0
250,0.4375,0.45,0.1125,0,0.44,0.14,0.42,0,0.65,0.1625,0.1875,0,0.2925,0.366667,0.0541667,0.0375,0.0466667,0.14,0.0625,0
300,0.5725,0.325,0.1025,0,0.455,0.0775,0.4675,0,0.46,0.3375,0.2025,0,0.3425,0.261667,0.1125,0.0341667,0.0258333,0.155833,0.0675,0
350,0.5,0.455,0.045,0,0.34,0.0725,0.5875,0,0.5225,0.3875,0.09,0,0.28,0.325833,0.129167,0.015,0.0241667,0.195833,0.03,0
400,0.5625,0.3875,0.05,0,0.3225,0.095,0.5825,0,0.5325,0.35,0.1175,0,0.295,0.306667,0.116667,0.0166667,0.0316667,0.194167,0.0391667,0
450,0.6025,0.33,0.0675,0,0.39,0.0525,0.5575,0,0.48,0.3825,0.1375,0,0.330833,0.27,0.1275,0.0225,0.0175,0.185833,0.0458333,0
500,0.4775,0.4275,0.095,0,0.32,0.035,0.645,0,0.5225,0.35,0.1275,0,0.265833,0.316667,0.116667,0.0316667,0.0116667,0.215,0.0425,0
550,0.4875,0.4425,0.07,0,0.285,0.025,0.69,0,0.51,0.4,0.09,0,0.2575,0.3175,0.133333,0.0233333,0.00833333,0.23,0.03,0
600,0.5475,0.3725,0.08,0,0.2025,0.0475,0.75,0,0.5675,0.2875,0.145,0,0.25,0.313333,0.0958333,0.0266667,0.0158333,0.25,0.0483333,0
650,0.6875,0.24,0.0725,0,0.43,0.025,0.545,0,0.6575,0.1925,0.15,0,0.3725,0.299167,0.0641667,0.0241667,0.00833333,0.181667,0.05,0
700,0.7225,0.205,0.0725,0,0.1125,0.0675,0.82,0,0.59,0.2475,0.1625,0,0.278333,0.265,0.0825,0.0241667,0.0225,0.273333,0.0541667,0
750,0.6075,0.2925,0.1,0,0.14,0.055,0.805,0,0.36,0.355,0.285,0,0.249167,0.2175,0.118333,0.0333333,0.0183333,0.268333,0.095,0
800,0.525,0.3625,0.1125,0,0.215,0.04,0.745,0,0.355,0.4575,0.1875,0,0.246667,0.239167,0.1525,0.0375,0.0133333,0.248333,0.0625,0
850,0.4,0.4675,0.1325,0,0.1275,0.0375,0.835,0,0.4125,0.4025,0.185,0,0.175833,0.293333,0.134167,0.0441667,0.0125,0.278333,0.0616667,0
900,0.715,0.24,0.045,0,0.1475,0.0425,0.81,0,0.58,0.3075,0.1125,0,0.2875,0.273333,0.1025,0.015,0.0141667,0.27,0.0375,0
950,0.6275,0.23,0.1425,0,0.225,0.0475,0.7275,0,0.35,0.47,0.18,0,0.284167,0.193333,0.156667,0.0475,0.0158333,0.2425,0.06,0
1000,0.5775,0.3225,0.1,0,0.055,0.0275,0.9175,0,0.42,0.4875,0.0925,0,0.210833,0.2475,0.1625,0.0333333,0.00916667,0.305833,0.0308333,0
1050,0.6675,0.295,0.0375,0,0.07,0.045,0.885,0,0.5375,0.36,0.1025,0,0.245833,0.2775,0.12,0.0125,0.015,0.295,0.0341667,0
1100,0.6975,0.25,0.0525,0,0.195,0.0125,0.7925,0,0.5425,0.3,0.1575,0,0.2975,0.264167,0.1,0.0175,0.00416667,0.264167,0.0525,0
1150,0.59,0.2725,0.1375,0,0.1525,0.0325,0.815,0,0.615,0.245,0.14,0,0.2475,0.295833,0.0816667,0.0458333,0.0108333,0.271667,0.0466667,0
1200,0.595,0.29,0.115,0,0.2475,0.025,0.7275,0,0.6425,0.2475,0.11,0,0.280833,0.310833,0.0825,0.0383333,0.00833333,0.2425,0.0366667,0
1250,0.7425,0.2075,0.05,0,0.135,0.03,0.835,0,0.6875,0.185,0.1275,0,0.2925,0.298333,0.0616667,0.0166667,0.01,0.278333,0.0425,0
1300,0.67,0.26,0.07,0,0.25,0.02,0.73,0,0.6675,0.185,0.1475,0,0.306667,0.309167,0.0616667,0.0233333,0.00666667,0.243333,0.0491667,0
1350,0.7225,0.225,0.0525,0,0.285,0.015,0.7,0,0.7275,0.1675,0.105,0,0.335833,0.3175,0.0558333,0.0175,0.005,0.233333,0.035,0
1400,0.7,0.2225,0.0775,0,0.2975,0.0325,0.67,0,0.6425,0.205,0.1525,0,0.3325,0.288333,0.0683333,0.0258333,0.0108333,0.223333,0.0508333,0
1450,0.4875,0.33,0.1825,0,0.265,0.0225,0.7125,0,0.4675,0.3275,0.205,0,0.250833,0.265833,0.109167,0.0608333,0.0075,0.2375,0.0683333,0
1500,0.715,0.2125,0.0725,0,0.2025,0.0475,0.75,0,0.675,0.22,0.105,0,0.305833,0.295833,0.0733333,0.0241667,0.0158333,0.25,0.035,0
1550,0.51,0.3325,0.1575,0,0.105,0.0325,0.8625,0,0.455,0.3175,0.2275,0,0.205,0.2625,0.105833,0.0525,0.0108333,0.2875,0.0758333,0
1600,0.7375,0.2325,0.03,0,0.245,0.02,0.735,0,0.6675,0.2125,0.12,0,0.3275,0.3,0.0708333,0.01,0.00666667,0.245,0.04,0
1650,0.65,0.205,0.145,0,0.1825,0.0525,0.765,0,0.6,0.2475,0.1525,0,0.2775,0.268333,0.0825,0.0483333,0.0175,0.255,0.0508333,0
1700,0.67,0.2275,0.1025,0,0.325,0.0125,0.6625,0,0.5825,0.2375,0.18,0,0.331667,0.27,0.0791667,0.0341667,0.00416667,0.220833,0.06,0
1750,0.7475,0.245,0.0075,0,0.6525,0.005,0.3425,0,0.8925,0.0875,0.02,0,0.466667,0.379167,0.0291667,0.0025,0.00166667,0.114167,0.00666667,0
1800,0.7,0.2525,0.0475,0,0.3825,0.0125,0.605,0,0.82,0.115,0.065,0,0.360833,0.3575,0.0383333,0.0158333,0.00416667,0.201667,0.0216667,0
1850,0.725,0.2325,0.0425,0,0.38,0.0125,0.6075,0,0.69,0.2175,0.0925,0,0.368333,0.3075,0.0725,0.0141667,0.00416667,0.2025,0.0308333,0
1900,0.7025,0.23,0.0675,0,0.29,0.005,0.705,0,0.5675,0.265,0.1675,0,0.330833,0.265833,0.0883333,0.0225,0.00166667,0.235,0.0558333,0
1950,0.7375,0.235,0.0275,0,0.3875,0.01,0.6025,0,0.815,0.13,0.055,0,0.375,0.35,0.0433333,0.00916667,0.00333333,0.200833,0.0183333,0
2000,0.725,0.2375,0.0375,0,0.4225,0.005,0.5725,0,0.725,0.17,0.105,0,0.3825,0.320833,0.0566667,0.0125,0.00166667,0.190833,0.035,0
2050,0.75,0.25,0,0,0.45,0.005,0.545,0,0.8475,0.115,0.0375,0,0.4,0.365833,0.0383333,0,0.00166667,0.181667,0.0125,0
2100,0.7375,0.25,0.0125,0,0.5675,0.015,0.4175,0,0.9025,0.07,0.0275,0,0.435,0.384167,0.0233333,0.00416667,0.005,0.139167,0.00916667,0
2150,0.7375,0.2575,0.005,0,0.845,0.0075,0.1475,0,0.9475,0.04,0.0125,0,0.5275,0.401667,0.0133333,0.00166667,0.0025,0.0491667,0.00416667,0
2200,0.74,0.245,0.015,0,0.4825,0.0075,0.51,0,0.805,0.1525,0.0425,0,0.4075,0.35,0.0508333,0.005,0.0025,0.17,0.0141667,0
2250,0.7425,0.235,0.0225,0,0.5825,0.0175,0.4,0,0.77,0.1775,0.0525,0,0.441667,0.335,0.0591667,0.0075,0.00583333,0.133333,0.0175,0
2300,0.7175,0.2375,0.045,0,0.445,0.0075,0.5475,0,0.7075,0.2175,0.075,0,0.3875,0.315,0.0725,0.015,0.0025,0.1825,0.025,0
2350,0.7375,0.24,0.0225,0,0.29,0.02,0.69,0,0.7675,0.1475,0.085,0,0.3425,0.335833,0.0491667,0.0075,0.00666667,0.23,0.0283333,0
2400,0.745,0.2475,0.0075,0,0.54,0,0.46,0,0.93,0.0525,0.0175,0,0.428333,0.3925,0.0175,0.0025,0,0.153333,0.00583333,0
2450,0.745,0.2475,0.0075,0,0.6725,0.0125,0.315,0,0.965,0.025,0.01,0,0.4725,0.404167,0.00833333,0.0025,0.00416667,0.105,0.00333333,0
2500,0.7475,0.235,0.0175,0,0.6025,0.0125,0.385,0,0.815,0.12,0.065,0,0.45,0.35,0.04,0.00583333,0.00416667,0.128333,0.0216667,0
2550,0.7125,0.22,0.0675,0,0.4225,0.0075,0.57,0,0.6875,0.2125,0.1,0,0.378333,0.3025,0.0708333,0.0225,0.0025,0.19,0.0333333,0
2600,0.715,0.23,0.055,0,0.6075,0.0075,0.385,0,0.535,0.3375,0.1275,0,0.440833,0.255,0.1125,0.0183333,0.0025,0.128333,0.0425,0
2650,0.6525,0.205,0.1425,0,0.2275,0,0.7725,0,0.57,0.3175,0.1125,0,0.293333,0.258333,0.105833,0.0475,0,0.2575,0.0375,0
2700,0.7,0.205,0.095,0,0.195,0.015,0.79,0,0.585,0.2575,0.1575,0,0.298333,0.263333,0.0858333,0.0316667,0.005,0.263333,0.0525,0
2750,0.6775,0.2225,0.1,0,0.5375,0.015,0.4475,0,0.66,0.225,0.115,0,0.405,0.294167,0.075,0.0333333,0.005,0.149167,0.0383333,0
2800,0.7225,0.255,0.0225,0,0.2475,0.0175,0.735,0,0.71,0.24,0.05,0,0.323333,0.321667,0.08,0.0075,0.00583333,0.245,0.0166667,0
2850,0.6475,0.2325,0.12,0,0.435,0.0025,0.5625,0,0.75,0.1625,0.0875,0,0.360833,0.3275,0.0541667,0.04,0.000833333,0.1875,0.0291667,0
2900,0.685,0.225,0.09,0,0.3775,0.0025,0.62,0,0.6175,0.2625,0.12,0,0.354167,0.280833,0.0875,0.03,0.000833333,0.206667,0.04,0
2950,0.7025,0.235,0.0625,0,0.32,0.0075,0.6725,0,0.71,0.205,0.085,0,0.340833,0.315,0.0683333,0.0208333,0.0025,0.224167,0.0283333,0
3000,0.745,0.2475,0.0075,0,0.845,0,0.155,0,0.92,0.065,0.015,0,0.53,0.389167,0.0216667,0.0025,0,0.0516667,0.005,0
3050,0.745,0.2525,0.0025,0,0.7825,0.0075,0.21,0,0.995,0.0025,0.0025,0,0.509167,0.415833,0.000833333,0.000833333,0.0025,0.07,0.000833333,0
3100,0.715,0.23,0.055,0,0.5875,0.01,0.4025,0,0.725,0.175,0.1,0,0.434167,0.318333,0.0583333,0.0183333,0.00333333,0.134167,0.0333333,0
3150,0.745,0.2525,0.0025,0,0.85,0.01,0.14,0,0.9,0.0775,0.0225,0,0.531667,0.384167,0.0258333,0.000833333,0.00333333,0.0466667,0.0075,0
3200,0.71,0.2425,0.0475,0,0.42,0.0125,0.5675,0,0.7675,0.1475,0.085,0,0.376667,0.336667,0.0491667,0.0158333,0.00416667,0.189167,0.0283333,0
3250,0.745,0.25,0.005,0,0.75,0.01,0.24,0,0.905,0.0625,0.0325,0,0.498333,0.385,0.0208333,0.00166667,0.00333333,0.08,0.0108333,0
3300,0.745,0.25,0.005,0,0.5875,0.005,0.4075,0,0.92,0.06,0.02,0,0.444167,0.39,0.02,0.00166667,0.00166667,0.135833,0.00666667,0
