gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,0.05544807687650626,0.05635022088764358,0.03106858021281163,0.1225252788368832,8,854,854
100,0.05032422457563453,0.05135593209654649,0.005080046233863465,0.07431533820440915,4,1261,1261
150,0.047031385181051,0.04766152949716249,0.00135056430161062,0.04507453110788775,2,1651,1651
200,0.04503639160230845,0.04532846237153566,0.001247480011842216,0.02733908508910477,3,2041,2041
250,0.04359081329092154,0.04377811082810999,0.001760463140965204,0.02,1,2394,2394
300,0.0419525466625599,0.04220445863050678,0.001374343261801104,0.02,1,2749,2749
350,0.04087441022232632,0.04103779057086459,0.001475912975166115,0.02,1,3101,3101
400,0.03967676689664994,0.03978877080834695,0.001013289368852973,0.02,4,3448,3448
450,0.0389451724049714,0.03907149185163919,0.001225977270957038,0.02,0,3800,3800
500,0.03829871334978443,0.03840977963157628,0.001285562248071518,0.02,0,4182,4182
550,0.03763050199905761,0.03773624400738374,0.00134314574078979,0.02,0,4544,4544
600,0.03712840146152471,0.03720914045852696,0.0007065327877747679,0.02,0,4919,4919
650,0.03668157067688483,0.03673148737984686,0.000715053549385574,0.02,0,5265,5265
700,0.03630873220769535,0.03635681994126642,0.0007906164625599441,0.02,0,5597,5597
750,0.03590021358362593,0.03595513796882938,0.0008579906233713995,0.02,0,5928,5928
800,0.03570960976418085,0.03572488659626165,0.0001667094700529762,0.02,1,6188,6188
850,0.0353461050797361,0.03538995149445583,0.0006231428521790342,0.02,0,6439,6439
900,0.03500029367387968,0.03504013512719518,0.0006209037975418683,0.02,0,6688,6688
950,0.03479722448859388,0.03482868603360238,0.0005222345415276847,0.02,0,6935,6935
1000,0.03454227778936647,0.03455109138417505,0.0003460054009103777,0.02,1,7185,7185
1050,0.03433017032866317,0.03437809936881001,0.0002815575623811482,0.02,0,7382,7382
1100,0.03419236550659814,0.03421870718871113,0.00020860702882037,0.02,0,7583,7583
1150,0.03390700758003919,0.03392911093538545,0.0005037861530110886,0.02,0,7786,7786
1200,0.03364598357922344,0.03368377397327991,0.0006493630943597181,0.02,2,7987,7987
1250,0.0333932830785854,0.03342355141011309,0.0005631103006332494,0.02,0,8188,8188
1300,0.03315931669480766,0.03318296818397712,0.0007082881874417619,0.02,3,8388,8388
1350,0.03303259988144849,0.03304124717692963,0.0005810757164498459,0.02,5,8584,8584
