gen,stable_true_gate15 mean,stable_true_gate15 var,stable_false mean,stable_false var
50,0.07382252,2.461394113600003e-06,0.07388407999999999,3.6065180436000026e-06
100,0.06699785,4.6889317705000035e-06,0.06808885,1.9858448265000047e-06
150,0.06294854,5.634959544400004e-06,0.06438119,2.1299704588999976e-06
200,0.05992538000000001,4.439338629600005e-06,0.06172382,2.051760387599997e-06
250,0.05732275,5.1131178805000026e-06,0.059775449999999994,2.809625788499996e-06
300,0.05531967,3.668798712100005e-06,0.05805864000000001,3.209512378400001e-06
350,0.05371009,3.4082482289e-06,0.0568091,3.7271926660000016e-06
400,0.052292399999999996,3.377941024000002e-06,0.055699160000000005,4.073813452399998e-06
450,0.05126693,2.816177216100001e-06,0.054816039999999996,4.643257582399998e-06
500,0.05047984,2.468153602399998e-06,0.05408461,5.3043251469e-06
550,0.04974381,2.3708023028999987e-06,0.0534242,4.803816023999996e-06
600,0.04900595,2.0988347624999974e-06,0.05270971,4.939814266899999e-06
650,0.04847997,2.0588595360999987e-06,0.05212025,5.0408794145000065e-06
700,0.048013230000000004,2.0241728721000006e-06,0.05153602,5.113923415600003e-06
750,0.04746081,1.9788544908999993e-06,0.05088468,5.084399259600003e-06
800,0.047036299999999996,1.9901399819999994e-06,0.05025939,5.2002957089000065e-06
850,0.04668785,1.9606505144999997e-06,0.049762139999999996,4.694154918400004e-06
900,0.04629883,1.7509124501000002e-06,0.049332940000000006,4.396663706399998e-06
950,0.045978019999999994,1.674562083600002e-06,0.0488105,4.395717214000003e-06
1000,0.04562256,1.6852504263999985e-06,0.048431789999999995,4.216733706899995e-06
1050,0.04533001,1.6595880789000004e-06,0.048025799999999993,4.272498317999997e-06
1100,0.04506657,1.7093785781000015e-06,0.0476853,4.089409895999999e-06
1150,0.04481198,1.6993017255999956e-06,0.04737715,3.940913294499996e-06
1200,0.04457671,1.713151800899998e-06,0.04706335,3.799561990499997e-06
1250,0.04431561,1.8057977309000006e-06,0.046793669999999996,3.7121259001000036e-06
1300,0.04412695,1.8038821185000003e-06,0.0465408,3.839661664e-06
1350,0.04390264,1.755418716399999e-06,0.04628206,3.8141422323999964e-06
1400,0.04369948,1.7236282335999989e-06,0.04601271,3.7997197008999976e-06
1450,0.04352571,1.8043481129000003e-06,0.04573539,3.5347401208999976e-06
1500,0.043349280000000004,1.8040803455999991e-06,0.04551364,3.6764475384000066e-06
1550,0.043230950000000004,1.7372123084999983e-06,0.04524,3.5549291339999984e-06
1600,0.04310656,1.752389814400002e-06,0.04505372,3.4921453455999963e-06
1650,0.04296609,1.7300457388999992e-06,0.04486675,3.551482736500004e-06
1700,0.04282128,1.7449984995999996e-06,0.04470973,3.438459162100003e-06
1750,0.04271727,1.740699980099999e-06,0.04457259,3.343893446899999e-06
1800,0.042643310000000004,1.7265984548999977e-06,0.044457170000000004,3.3081183061000006e-06
1850,0.0425663,1.7389218440000009e-06,0.04433337,3.5185395260999993e-06
1900,0.042464550000000004,1.736743266500003e-06,0.044225589999999995,3.494612726900002e-06
1950,0.04238779,1.7447482749e-06,0.0440644,3.2455751740000024e-06
2000,0.04228464,1.7883261144000039e-06,0.04393979,3.089715914899999e-06
2050,0.04217557,1.8746162421000012e-06,0.04386036,3.114217216399997e-06
2100,0.04211975,1.8751259805000023e-06,0.04379385,3.088719238499995e-06
2150,0.042073929999999995,1.7976758601000016e-06,0.04371419,3.1081303128999985e-06
2200,0.041992089999999996,1.7655003809000038e-06,0.04364809,3.1745606448999975e-06
2250,0.04192134,1.714500314400004e-06,0.04357367,3.2509372640999983e-06
2300,0.04181123,1.7487500581000032e-06,0.043476520000000005,3.401094127600004e-06
2350,0.04175179,1.7108710909000008e-06,0.04338931,3.289882032900003e-06
2400,0.04168794,1.7001771943999994e-06,0.043186999999999996,2.907274249999997e-06
2450,0.04160494,1.5690523883999997e-06,0.042987569999999996,2.5526781861000007e-06
2500,0.04151546,1.586923278399999e-06,0.042888510000000005,2.536496684899999e-06
2550,0.041446489999999996,1.5563550229000004e-06,0.042843439999999997,2.6209560723999997e-06
2600,0.041411340000000005,1.5078348063999997e-06,0.04278287,2.731346188099997e-06
2650,0.04136495,1.5102143264999996e-06,0.04268859,2.752587778899999e-06
2700,0.0413192,1.508517267999999e-06,0.042605920000000005,2.715033315599999e-06
2750,0.04126201,1.4475871928999999e-06,0.04252571,2.6833497108999995e-06
2800,0.04120278,1.457811745599998e-06,0.04246114,2.718996390400003e-06
2850,0.04112946,1.4805591743999996e-06,0.04236715,2.797910220500004e-06
2900,0.04107594,1.4432862703999992e-06,0.0422586,2.8927971720000025e-06
2950,0.04103578,1.4378309215999992e-06,0.04218703,2.8763164040999987e-06
3000,0.04098702,1.4537126196e-06,0.04207397,2.8051330141000026e-06
3050,0.04095939,1.4748538229000003e-06,0.041962089999999994,2.6123132208999997e-06
3100,0.040904100000000006,1.5022462799999976e-06,0.04188351,2.6640661749000042e-06
3150,0.04086148,1.498728977599998e-06,0.04177377,2.4824571840999987e-06
3200,0.04082302,1.4974811156e-06,0.04169399,2.4761690489000014e-06
3250,0.04078127,1.5192490280999996e-06,0.04163203,2.5149454260999995e-06
3300,0.04074394,1.563647764400001e-06,0.0415701,2.4743236419999993e-06
3350,0.040690330000000004,1.6283549581e-06,0.04148628,2.5308426115999992e-06
3400,0.04066347,1.6471504100999992e-06,0.04139514,2.430288938400001e-06
3450,0.04063165,1.6475690664999988e-06,0.04131298,2.3314780656000017e-06
