Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--data_dir' 'data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '1' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T500\fixedbest\op_freq_fixedbest_T500_run0.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T500\fixedbest\global_stats_fixedbest_T500_run0.csv' '--cchihh_global_stats_every' '50'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: enabled
CCHIHH op stats: results\operator_ablation\T500\fixedbest\op_freq_fixedbest_T500_run0.csv
CCHIHH global stats: results\operator_ablation\T500\fixedbest\global_stats_fixedbest_T500_run0.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47087.9
[Normalization] f2_ref (energy) = 5814.69
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0646731
Gen 50: best_fit = 0.0549741
Gen 100: best_fit = 0.0525588
Gen 150: best_fit = 0.0505875
Gen 200: best_fit = 0.0484116
Gen 250: best_fit = 0.0471595
Gen 300: best_fit = 0.0458598
Gen 350: best_fit = 0.044654
Gen 400: best_fit = 0.0435217
Gen 450: best_fit = 0.0425645
Gen 500: best_fit = 0.0418681
Gen 550: best_fit = 0.0411608
Gen 600: best_fit = 0.0405425
Gen 650: best_fit = 0.040099
Gen 700: best_fit = 0.0396424
Gen 750: best_fit = 0.0393972
Gen 800: best_fit = 0.0390762
Gen 850: best_fit = 0.0388691
Gen 900: best_fit = 0.0386418
Gen 950: best_fit = 0.0384764
Gen 1000: best_fit = 0.0383436
Gen 1050: best_fit = 0.0380739
Gen 1100: best_fit = 0.0379668
Gen 1150: best_fit = 0.0378308
Gen 1200: best_fit = 0.0377283
Gen 1250: best_fit = 0.0375312
Gen 1300: best_fit = 0.0374309
Gen 1350: best_fit = 0.0372949
Gen 1400: best_fit = 0.0372326
Gen 1450: best_fit = 0.037174
Gen 1500: best_fit = 0.0371509
Gen 1550: best_fit = 0.0370533
Gen 1600: best_fit = 0.0370356
Gen 1650: best_fit = 0.0370027
Gen 1700: best_fit = 0.0369567
Gen 1750: best_fit = 0.0369513
Gen 1800: best_fit = 0.0368661
Gen 1850: best_fit = 0.0367779
Gen 1900: best_fit = 0.0367235
Gen 1950: best_fit = 0.0366622
Gen 2000: best_fit = 0.0366232
Gen 2050: best_fit = 0.0366006
Gen 2100: best_fit = 0.0365521
Gen 2150: best_fit = 0.0365375
Gen 2200: best_fit = 0.0364975
Gen 2250: best_fit = 0.036468
Gen 2300: best_fit = 0.0364586
Gen 2350: best_fit = 0.0364336
Gen 2400: best_fit = 0.0364289
Gen 2450: best_fit = 0.0363631
Gen 2500: best_fit = 0.0363516
Gen 2550: best_fit = 0.0362797
Gen 2600: best_fit = 0.0362605
Gen 2650: best_fit = 0.0362073
Gen 2700: best_fit = 0.036178
Gen 2750: best_fit = 0.0361557
Gen 2800: best_fit = 0.0361557
Gen 2850: best_fit = 0.0361557
Gen 2900: best_fit = 0.0361296
Gen 2950: best_fit = 0.0361238
Gen 3000: best_fit = 0.0361238
Gen 3050: best_fit = 0.0361117
Gen 3100: best_fit = 0.036111
Gen 3150: best_fit = 0.0361108
Gen 3200: best_fit = 0.0361108
Gen 3250: best_fit = 0.0361108
Gen 3300: best_fit = 0.0361108
Gen 3350: best_fit = 0.0360516
Gen 3400: best_fit = 0.0360396
Gen 3450: best_fit = 0.0360255
Gen 3500: best_fit = 0.0360028
Gen 3550: best_fit = 0.0359399
Gen 3600: best_fit = 0.0359359
Gen 3650: best_fit = 0.0358956
Gen 3700: best_fit = 0.0358474
Gen 3750: best_fit = 0.0358194
Gen 3800: best_fit = 0.0358185
Gen 3850: best_fit = 0.0358185
Gen 3900: best_fit = 0.0358121
Gen 3950: best_fit = 0.0358121
Gen 4000: best_fit = 0.0358069
