gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,0.05691434909167809,0.05762150017552715,0.02271678239740079,0.1225252788368832,0,0,0
100,0.05408809300596593,0.05479609800494273,0.0005879448424581403,0.07431533820440915,3,0,0
150,0.05263072660513423,0.05280806427063659,0.0004773616941366624,0.04507453110788775,1,0,0
200,0.05099485376604444,0.05114871293912635,0.000487497828172152,0.02733908508910477,4,0,0
250,0.04928197793428644,0.04951858076357919,0.0003875377894878167,0.02,2,0,0
300,0.04784001693221521,0.04802308356482568,0.0003414065358317915,0.02,0,0,0
350,0.04663388806216417,0.04684849554266258,0.0004335242787436554,0.02,5,0,0
400,0.04535414583997174,0.04550777945666443,0.000481832637250038,0.02,0,0,0
450,0.04425716776288177,0.04438118327040169,0.0002570831866112668,0.02,13,0,0
500,0.04328829591023404,0.04343473772999024,0.0002251016257964582,0.02,1,0,0
550,0.04258889498056002,0.0427117430041121,0.0002106090721041054,0.02,1,0,0
600,0.04217358480479522,0.04224314631138004,0.0002117843345229664,0.02,0,0,0
650,0.04153348077746702,0.04163218219415216,0.0001385866641716776,0.02,0,0,0
700,0.04098622565828705,0.04110840145044114,0.0001613705092467953,0.02,0,0,0
750,0.04049519091004159,0.04055448543606427,0.0001681610446981957,0.02,5,0,0
800,0.04021659271412238,0.04026257215226114,0.0001399284689688433,0.02,1,0,0
850,0.03991549360373679,0.03995180702098864,9.862083892470497e-05,0.02,0,0,0
900,0.03965176593393364,0.0396829413370612,7.476779496297521e-05,0.02,2,0,0
950,0.0393998677113851,0.03943184833658827,0.0001279176507845717,0.02,3,0,0
1000,0.03910936551054481,0.0391707292535829,0.0001921372373890732,0.02,2,0,0
1050,0.03862068898102799,0.03868582735484099,6.009568716147122e-05,0.02,2,0,0
1100,0.03819635036703468,0.03825066944743735,6.157329069228535e-05,0.02,2,0,0
1150,0.03799986432007994,0.03802827076478701,7.611432643418774e-05,0.02,4,0,0
1200,0.0377691465913173,0.03779887503517342,9.887810507408378e-05,0.02,1,0,0
1250,0.03764314901247688,0.03765119893184584,4.219431548360912e-05,0.02,23,0,0
1300,0.03751814244473417,0.03752748686236226,9.887220767620384e-05,0.02,3,0,0
1350,0.0374433991150521,0.03744777162734925,1.920390229007155e-05,0.02,3,0,0
1400,0.0373579276405059,0.0373611285099537,9.59728271025346e-06,0.02,2,0,0
1450,0.03725657558166877,0.0372592651075955,1.103515559750676e-05,0.02,7,0,0
1500,0.03696635032580617,0.0369965268941391,7.022782100648563e-05,0.02,1,0,0
1550,0.03685304571859706,0.03685962317479246,3.563334641023701e-05,0.02,0,0,0
1600,0.0367252770600994,0.036739599747306,2.973316409263847e-05,0.02,0,0,0
1650,0.0366995417186992,0.03670321719604281,8.83191832555193e-06,0.02,2,0,0
1700,0.0366501606491833,0.0366543234003058,4.421545506231178e-05,0.02,0,0,0
1750,0.03649068821927999,0.03649934637461896,2.730087974704894e-05,0.02,2,0,0
1800,0.03641323506822556,0.0364152230830669,1.704065115881836e-05,0.02,1,0,0
1850,0.03639375894692538,0.03639525168942658,2.464306543342774e-06,0.02,1,0,0
1900,0.03629621110613442,0.03629672221412534,3.352936873250216e-06,0.02,8,0,0
1950,0.03629431278431813,0.03629440303379291,3.486460527028782e-06,0.02,8,0,0
2000,0.03625012791205764,0.03625024555150841,3.244168546382727e-06,0.02,1,0,0
2050,0.03623597732912125,0.03623949682619524,1.094364932526081e-05,0.02,5,0,0
2100,0.03623095272976172,0.03623171891012262,3.627198947538978e-06,0.02,7,0,0
2150,0.03622079999889867,0.03622508918092502,4.293364356452534e-06,0.02,1,0,0
2200,0.03616167180204976,0.03616904410566644,2.844917723342842e-06,0.02,2,0,0
2250,0.03608706747653675,0.03609805349026253,6.165293402962e-06,0.02,4,0,0
2300,0.03606210652954871,0.03606292422653846,5.461213669839609e-06,0.02,2,0,0
