config,mean,std,best,median,worst,mean±std
stable_true_gate15,0.3423143,0.0009120692042456657,0.340791,0.34217949999999997,0.343752,0.342314 ± 0.000912
stable_false,0.3419649,0.0013599126156566886,0.340648,0.3415565,0.344916,0.341965 ± 0.001360
