Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 3 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1738.37
Gen 100: best_fit = 1649
Gen 150: best_fit = 1547.48
Gen 200: best_fit = 1531.16
Gen 250: best_fit = 1511.29
Gen 300: best_fit = 1438.66
Gen 350: best_fit = 1428.26
Gen 400: best_fit = 1401
Gen 450: best_fit = 1371.35
Gen 500: best_fit = 1364.75
Gen 550: best_fit = 1357.04
Gen 600: best_fit = 1352.16
Gen 650: best_fit = 1347.05
Gen 700: best_fit = 1342.84
Gen 750: best_fit = 1339.5
Gen 800: best_fit = 1323.28
Gen 850: best_fit = 1320.3
Gen 900: best_fit = 1315.18
Gen 950: best_fit = 1304.47
Gen 1000: best_fit = 1300.84
Gen 1050: best_fit = 1297.7
Gen 1100: best_fit = 1294.11
Gen 1150: best_fit = 1290.9
Gen 1200: best_fit = 1276.84
Gen 1250: best_fit = 1274.03
Gen 1300: best_fit = 1267.2
Gen 1350: best_fit = 1254.17
Gen 1400: best_fit = 1246.7
Gen 1450: best_fit = 1245
Gen 1500: best_fit = 1243.24
Gen 1550: best_fit = 1241.07
Gen 1600: best_fit = 1239.55
Gen 1650: best_fit = 1238.35
Gen 1700: best_fit = 1229.22
Gen 1750: best_fit = 1222.81
Gen 1800: best_fit = 1221.95
Gen 1850: best_fit = 1221.51
Gen 1900: best_fit = 1220.4
Gen 1950: best_fit = 1219.4
Gen 2000: best_fit = 1218.11
Gen 2050: best_fit = 1217.37
Gen 2100: best_fit = 1217.04
Gen 2150: best_fit = 1206.62
Gen 2200: best_fit = 1199.72
Gen 2250: best_fit = 1199.41
Gen 2300: best_fit = 1197.28
Gen 2350: best_fit = 1193.12
Gen 2400: best_fit = 1187.8
Gen 2450: best_fit = 1186.41
Gen 2500: best_fit = 1185
Gen 2550: best_fit = 1182.13
Gen 2600: best_fit = 1181.53
Gen 2650: best_fit = 1180.11
Gen 2700: best_fit = 1177.37
Gen 2750: best_fit = 1169.8
Gen 2800: best_fit = 1166.36
Gen 2850: best_fit = 1164.35
Gen 2900: best_fit = 1162.29
Gen 2950: best_fit = 1161.33
Gen 3000: best_fit = 1159.13
Gen 3050: best_fit = 1156.85
Gen 3100: best_fit = 1156.65
Gen 3150: best_fit = 1155.64
Gen 3200: best_fit = 1154.69
Gen 3250: best_fit = 1154.6
Gen 3300: best_fit = 1152.01
Gen 3350: best_fit = 1149.57
Gen 3400: best_fit = 1144.35
Gen 3450: best_fit = 1142.39
Gen 3500: best_fit = 1141.81
Gen 3550: best_fit = 1139.09
Gen 3600: best_fit = 1138.95
Gen 3650: best_fit = 1137.9
Gen 3700: best_fit = 1136.74
Gen 3750: best_fit = 1133.85
Gen 3800: best_fit = 1133.57
Gen 3850: best_fit = 1133.45
Gen 3900: best_fit = 1133.3
Gen 3950: best_fit = 1133.2
Gen 4000: best_fit = 1132.74
Gen 4050: best_fit = 1132.72
Gen 4100: best_fit = 1132.62
Gen 4150: best_fit = 1132.56
Gen 4200: best_fit = 1132.5
Gen 4250: best_fit = 1131.11
Gen 4300: best_fit = 1131.07
Gen 4350: best_fit = 1130.91
Gen 4400: best_fit = 1130.29
Gen 4450: best_fit = 1130.21
Gen 4500: best_fit = 1130.16
Gen 4550: best_fit = 1128.45
Gen 4600: best_fit = 1128.32
Gen 4650: best_fit = 1128.18
Gen 4700: best_fit = 1128.03
Gen 4750: best_fit = 1127.83
Gen 4800: best_fit = 1127.4
Gen 4850: best_fit = 1125.13
Gen 4900: best_fit = 1125.05
Gen 4950: best_fit = 1123.6
Gen 5000: best_fit = 1123.44
Gen 5050: best_fit = 1122.97
Gen 5100: best_fit = 1121.73
Gen 5150: best_fit = 1121.7
Gen 5200: best_fit = 1119.74
Gen 5250: best_fit = 1119.32
Gen 5300: best_fit = 1115.34
Gen 5350: best_fit = 1115.32
Gen 5400: best_fit = 1115.31
Gen 5450: best_fit = 1114.61
Gen 5500: best_fit = 1113.33
Gen 5550: best_fit = 1113.29
Gen 5600: best_fit = 1113.29
Gen 5650: best_fit = 1111.2
Gen 5700: best_fit = 1110.83
Gen 5750: best_fit = 1110.82
Gen 5800: best_fit = 1110.78
Gen 5850: best_fit = 1110.76
Gen 5900: best_fit = 1110.75
Gen 5950: best_fit = 1110.72
Gen 6000: best_fit = 1110.7
Gen 6050: best_fit = 1110.34
Gen 6100: best_fit = 1108.24
Gen 6150: best_fit = 1107.93
Gen 6200: best_fit = 1107.85
Gen 6250: best_fit = 1107.83
Gen 6300: best_fit = 1107.81
Gen 6350: best_fit = 1107.76
Gen 6400: best_fit = 1107.75
Gen 6450: best_fit = 1107.39
Gen 6500: best_fit = 1106.15
Gen 6550: best_fit = 1106.04
Gen 6600: best_fit = 1106.01
Gen 6650: best_fit = 1101.97
Gen 6700: best_fit = 1101.69
Gen 6750: best_fit = 1098.98
Gen 6800: best_fit = 1098.91
Gen 6850: best_fit = 1098.73
Gen 6900: best_fit = 1098.72
Gen 6950: best_fit = 1098.69
Gen 7000: best_fit = 1098.62
Gen 7050: best_fit = 1098.21
Gen 7100: best_fit = 1098.18
Gen 7150: best_fit = 1095.72
Gen 7200: best_fit = 1095.71
Gen 7250: best_fit = 1095.66
Gen 7300: best_fit = 1093.99
Gen 7350: best_fit = 1093.77
Gen 7400: best_fit = 1091.64
Gen 7450: best_fit = 1090.92
Gen 7500: best_fit = 1090.86
Gen 7550: best_fit = 1090.09
Gen 7600: best_fit = 1089.98
Gen 7650: best_fit = 1089.94
Gen 7700: best_fit = 1089.9
Gen 7750: best_fit = 1089.61
Gen 7800: best_fit = 1089.36
Gen 7850: best_fit = 1089.34
Gen 7900: best_fit = 1088.55
Gen 7950: best_fit = 1088.45
Gen 8000: best_fit = 1087.09
Gen 8050: best_fit = 1087.06
Gen 8100: best_fit = 1087.03
Gen 8150: best_fit = 1086.94
Gen 8200: best_fit = 1086.65
Gen 8250: best_fit = 1085.35
Gen 8300: best_fit = 1084.7
Gen 8350: best_fit = 1084.24
Gen 8400: best_fit = 1083.36
Gen 8450: best_fit = 1083.34
Gen 8500: best_fit = 1083.32
Gen 8550: best_fit = 1081.7
Gen 8600: best_fit = 1081.67
Gen 8650: best_fit = 1081.59
Gen 8700: best_fit = 1080.66
Gen 8750: best_fit = 1080.64
Gen 8800: best_fit = 1080.61
Gen 8850: best_fit = 1079.38
Gen 8900: best_fit = 1079.26
Gen 8950: best_fit = 1079.26
Gen 9000: best_fit = 1079.21
Gen 9050: best_fit = 1079.18
Gen 9100: best_fit = 1077.01
Gen 9150: best_fit = 1073.7
Gen 9200: best_fit = 1071.84
Gen 9250: best_fit = 1071.77
Gen 9300: best_fit = 1071.76
Gen 9350: best_fit = 1071.73
Gen 9400: best_fit = 1071.7
Gen 9450: best_fit = 1071.7
Gen 9500: best_fit = 1071.5
Gen 9550: best_fit = 1070.47
Gen 9600: best_fit = 1070.34
Gen 9650: best_fit = 1069.64
Gen 9700: best_fit = 1069.63
Gen 9750: best_fit = 1069.45
Gen 9800: best_fit = 1069.45
Gen 9850: best_fit = 1069.45
Gen 9900: best_fit = 1069.2
Gen 9950: best_fit = 1068.05
Gen 10000: best_fit = 1068.04

=== Final Results ===
Solver: GDE
Generation = 10000
The best solution = 1068.04
Time = 781.422 s

exit code 0
