Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 3 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1826.78
Gen 100: best_fit = 1806.71
Gen 150: best_fit = 1757.1
Gen 200: best_fit = 1757.1
Gen 250: best_fit = 1755.85
Gen 300: best_fit = 1749.28
Gen 350: best_fit = 1748.12
Gen 400: best_fit = 1745.72
Gen 450: best_fit = 1745.49
Gen 500: best_fit = 1745.15
Gen 550: best_fit = 1744.39
Gen 600: best_fit = 1744.03
Gen 650: best_fit = 1732.96
Gen 700: best_fit = 1731.21
Gen 750: best_fit = 1731.13
Gen 800: best_fit = 1722.87
Gen 850: best_fit = 1722.87
Gen 900: best_fit = 1722.87
Gen 950: best_fit = 1721.27
Gen 1000: best_fit = 1720.51
Gen 1050: best_fit = 1717.59
Gen 1100: best_fit = 1717.11
Gen 1150: best_fit = 1717.11
Gen 1200: best_fit = 1714.94
Gen 1250: best_fit = 1714.54
Gen 1300: best_fit = 1713.95
Gen 1350: best_fit = 1713.19
Gen 1400: best_fit = 1713.06
Gen 1450: best_fit = 1713.06
Gen 1500: best_fit = 1710.37
Gen 1550: best_fit = 1710.37
Gen 1600: best_fit = 1706.97
Gen 1650: best_fit = 1706.97
Gen 1700: best_fit = 1706.87
Gen 1750: best_fit = 1706.66
Gen 1800: best_fit = 1706.6
Gen 1850: best_fit = 1705.9
Gen 1900: best_fit = 1705.9
Gen 1950: best_fit = 1702.24
Gen 2000: best_fit = 1701.67
Gen 2050: best_fit = 1701.67
Gen 2100: best_fit = 1701.43
Gen 2150: best_fit = 1692.41
Gen 2200: best_fit = 1692.41
Gen 2250: best_fit = 1692.14
Gen 2300: best_fit = 1691.73
Gen 2350: best_fit = 1691.63
Gen 2400: best_fit = 1689.91
Gen 2450: best_fit = 1688.74
Gen 2500: best_fit = 1688.65
Gen 2550: best_fit = 1685.34
Gen 2600: best_fit = 1684.97
Gen 2650: best_fit = 1684.7
Gen 2700: best_fit = 1684.7
Gen 2750: best_fit = 1682
Gen 2800: best_fit = 1681.93
Gen 2850: best_fit = 1681.93
Gen 2900: best_fit = 1668.44
Gen 2950: best_fit = 1668.32
Gen 3000: best_fit = 1668.32
Gen 3050: best_fit = 1655.23
Gen 3100: best_fit = 1654.75
Gen 3150: best_fit = 1654.58
Gen 3200: best_fit = 1654.37
Gen 3250: best_fit = 1643.17
Gen 3300: best_fit = 1639.96
Gen 3350: best_fit = 1639.96
Gen 3400: best_fit = 1639.89
Gen 3450: best_fit = 1639.86
Gen 3500: best_fit = 1639.71
Gen 3550: best_fit = 1639.64
Gen 3600: best_fit = 1639.64
Gen 3650: best_fit = 1639.22
Gen 3700: best_fit = 1638.59
Gen 3750: best_fit = 1638.54
Gen 3800: best_fit = 1638.25
Gen 3850: best_fit = 1638.12
Gen 3900: best_fit = 1637.6
Gen 3950: best_fit = 1637.32
Gen 4000: best_fit = 1628.25
Gen 4050: best_fit = 1628.05
Gen 4100: best_fit = 1626.94
Gen 4150: best_fit = 1620.11
Gen 4200: best_fit = 1619.11
Gen 4250: best_fit = 1617.47
Gen 4300: best_fit = 1615.25
Gen 4350: best_fit = 1614.21
Gen 4400: best_fit = 1613.37
Gen 4450: best_fit = 1613.37
Gen 4500: best_fit = 1612.37
Gen 4550: best_fit = 1612.37
Gen 4600: best_fit = 1612.36
