Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --seed 4 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 4
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=300, M_Jnum=300, M_OPTnum=5, ops=1500
  Nvar=3600, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=600
  Block 1 (seq): start=600, len=1500
  Block 2 (dev): start=2100, len=1500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 1985.54
Gen 50: best_fit = 1578.93
Gen 100: best_fit = 1535.67
Gen 150: best_fit = 1506.67
Gen 200: best_fit = 1478.71
Gen 250: best_fit = 1438.53
Gen 300: best_fit = 1410.09
Gen 350: best_fit = 1389.25
Gen 400: best_fit = 1366.46
Gen 450: best_fit = 1352.69
Gen 500: best_fit = 1344.8
Gen 550: best_fit = 1337.16
Gen 600: best_fit = 1334.02
Gen 650: best_fit = 1322.12
Gen 700: best_fit = 1306.14
Gen 750: best_fit = 1299.48
Gen 800: best_fit = 1295.7
Gen 850: best_fit = 1292.36
Gen 900: best_fit = 1289.39
Gen 950: best_fit = 1284.37
Gen 1000: best_fit = 1282.77
Gen 1050: best_fit = 1281.22
Gen 1100: best_fit = 1278.75
Gen 1150: best_fit = 1271.63
Gen 1200: best_fit = 1254.04
Gen 1250: best_fit = 1247.34
Gen 1300: best_fit = 1238.05
