gen,bandit_adaptive mean,bandit_adaptive var,fixed_ops mean,fixed_ops var
3400,0.3440808,4.050175600000007e-07,0.35718869999999997,3.446816010000023e-06
3450,0.34405830000000004,3.837508100000032e-07,0.3571376,3.572384040000017e-06
3500,0.3440359,4.1010889000000546e-07,0.3571376,3.572384040000017e-06
3550,0.3440093,4.3358120999999904e-07,0.357109,3.5066212000000147e-06
3600,0.3439665,4.421886499999949e-07,0.357109,3.5066212000000147e-06
3650,0.3438787,4.49527210000003e-07,0.357109,3.5066212000000147e-06
3700,0.3438582,4.375531600000027e-07,0.357109,3.5066212000000147e-06
3750,0.3438582,4.375531600000027e-07,0.35710699999999995,3.5037172000000116e-06
3800,0.34383559999999996,4.1632704000000056e-07,0.35710699999999995,3.5037172000000116e-06
3850,0.3437682,3.9139835999998926e-07,0.3570581,3.5729724900000177e-06
3900,0.34376419999999996,3.892239599999902e-07,0.3570581,3.5729724900000177e-06
3950,0.3437398,3.971735599999944e-07,0.3570581,3.5729724900000177e-06
4000,0.34369489999999997,4.004152899999957e-07,0.3570581,3.5729724900000177e-06
4050,0.34365199999999996,4.289847999999969e-07,0.3570581,3.5729724900000177e-06
4100,0.34362539999999997,4.517384399999958e-07,0.3570316,3.5224820400000146e-06
4150,0.3435826,4.720352399999923e-07,0.3569826,3.4664358400000173e-06
4200,0.3435581,4.309978899999967e-07,0.3569826,3.4664358400000173e-06
4250,0.34347019999999995,4.800667600000015e-07,0.3569826,3.4664358400000173e-06
4300,0.3434293,4.6039381000000234e-07,0.35698050000000003,3.472118650000015e-06
4350,0.3433619,5.255974899999944e-07,0.35698050000000003,3.472118650000015e-06
4400,0.3433415,5.40926049999993e-07,0.35698050000000003,3.472118650000015e-06
4450,0.3432986,5.788886399999949e-07,0.3569702,3.4426241600000053e-06
4500,0.3432986,5.788886399999949e-07,0.3569212,3.572123560000008e-06
4550,0.3432128,6.323343600000043e-07,0.35684360000000004,3.601762840000004e-06
4600,0.3431822,6.928171600000024e-07,0.3568191,3.6692284900000044e-06
4650,0.3431516,6.776334400000034e-07,0.3567905,3.3843038499999955e-06
4700,0.3431311,7.011612899999983e-07,0.3567905,3.3843038499999955e-06
4750,0.3431311,7.011612899999983e-07,0.3567905,3.3843038499999955e-06
4800,0.3431107,6.995660099999983e-07,0.35676399999999997,3.4062325999999917e-06
4850,0.3430639,7.102220899999922e-07,0.3567354,3.1345154399999842e-06
4900,0.3430618,7.041965599999942e-07,0.3567354,3.1345154399999842e-06
4950,0.3430618,7.041965599999942e-07,0.3567354,3.1345154399999842e-06
5000,0.3430414,7.364530399999918e-07,0.3567334,3.140165039999975e-06
5050,0.3430414,7.364530399999918e-07,0.3567253,3.0658532099999768e-06
5100,0.342976,7.011599999999875e-07,0.3567253,3.0658532099999768e-06
5150,0.3429514,7.027360399999883e-07,0.3566681,3.1518476899999776e-06
5200,0.3429514,7.027360399999883e-07,0.3566681,3.1518476899999776e-06
5250,0.3429494,7.078216399999934e-07,0.3566436,3.2066958399999766e-06
5300,0.3429086,7.864840399999926e-07,0.3566212,3.1645009599999844e-06
5350,0.3429086,7.864840399999926e-07,0.3565987,3.2132562099999796e-06
5400,0.3428616,7.844062399999923e-07,0.3565742,3.2206527599999798e-06
5450,0.3428616,7.844062399999923e-07,0.3565742,3.2206527599999798e-06
5500,0.3428616,7.844062399999923e-07,0.356568,3.2180383999999834e-06
5550,0.3428616,7.844062399999923e-07,0.3565394,3.2182232399999902e-06
5600,0.3428616,7.844062399999923e-07,0.3565169,3.2807574899999832e-06
5650,0.3428616,7.844062399999923e-07,0.3564965,3.3453316499999774e-06
5700,0.3428595,7.903116499999902e-07,0.3564965,3.3453316499999774e-06
5750,0.3428595,7.903116499999902e-07,0.3564944,3.3252974399999833e-06
5800,0.3428575,7.931496499999852e-07,0.356472,3.1369624000000023e-06
5850,0.3428575,7.931496499999852e-07,0.3563759,3.378492690000002e-06
5900,0.3428514,7.765936399999911e-07,0.3563289,3.178051090000008e-06
5950,0.3428494,7.822592399999968e-07,0.3563289,3.178051090000008e-06
6000,0.3428494,7.822592399999968e-07,0.3563289,3.178051090000008e-06
6050,0.3428494,7.822592399999968e-07,0.3563289,3.178051090000008e-06
6100,0.3428494,7.822592399999968e-07,0.3563289,3.178051090000008e-06
6150,0.3428494,7.822592399999968e-07,0.3563289,3.178051090000008e-06
6200,0.3428289,7.540368899999958e-07,0.3563289,3.178051090000008e-06
6250,0.342788,8.463339999999905e-07,0.3563289,3.178051090000008e-06
6300,0.342788,8.463339999999905e-07,0.35630649999999997,3.227549650000017e-06
6350,0.342788,8.463339999999905e-07,0.3562616,3.325840240000025e-06
6400,0.342788,8.463339999999905e-07,0.3562616,3.325840240000025e-06
6450,0.342788,8.463339999999905e-07,0.3562167,3.2880724100000224e-06
6500,0.342788,8.463339999999905e-07,0.3562086,3.3002938400000365e-06
6550,0.342788,8.463339999999905e-07,0.3561658,3.2903421600000365e-06
6600,0.342786,8.463539999999904e-07,0.3561433,3.288274410000037e-06
6650,0.3427655,9.143422499999934e-07,0.3561433,3.288274410000037e-06
6700,0.3427655,9.143422499999934e-07,0.3561412,3.2886303600000366e-06
6750,0.3427655,9.143422499999934e-07,0.3561412,3.2886303600000366e-06
6800,0.3427655,9.143422499999934e-07,0.3561412,3.2886303600000366e-06
6850,0.3427655,9.143422499999934e-07,0.3560984,2.9076076400000005e-06
6900,0.3427635,9.213802500000003e-07,0.3560984,2.9076076400000005e-06
6950,0.3427635,9.213802500000003e-07,0.3560984,2.9076076400000005e-06
7000,0.3427635,9.213802500000003e-07,0.3560984,2.9076076400000005e-06
7050,0.3427614,9.149498400000024e-07,0.3560984,2.9076076400000005e-06
7100,0.3427308,9.536507600000017e-07,0.35609630000000003,2.9010844100000026e-06
7150,0.3427063,8.947732099999902e-07,0.3560493,2.9574156100000063e-06
7200,0.3426818,8.667609599999902e-07,0.3560493,2.9574156100000063e-06
7250,0.3426613,8.886160099999907e-07,0.3560493,2.9574156100000063e-06
7300,0.3426613,8.886160099999907e-07,0.3560493,2.9574156100000063e-06
7350,0.3426613,8.886160099999907e-07,0.3560493,2.9574156100000063e-06
7400,0.3426409,9.178736899999873e-07,0.3560493,2.9574156100000063e-06
7450,0.3426409,9.178736899999873e-07,0.3560472,2.9393629600000115e-06
7500,0.34262040000000005,8.986918399999916e-07,0.3560002,3.12047276e-06
7550,0.3426,8.971087999999927e-07,0.3560002,3.12047276e-06
7600,0.342598,8.90412799999986e-07,0.3560002,3.12047276e-06
7650,0.3425714,8.082028399999901e-07,0.35597979999999996,3.211456760000017e-06
7700,0.3425714,8.082028399999901e-07,0.35597979999999996,3.211456760000017e-06
7750,0.3425714,8.082028399999901e-07,0.35597979999999996,3.211456760000017e-06
7800,0.3425714,8.082028399999901e-07,0.35594919999999997,3.1913387600000045e-06
7850,0.3425714,8.082028399999901e-07,0.3559288,3.2169203600000007e-06
7900,0.3425714,8.082028399999901e-07,0.3559288,3.2169203600000007e-06
7950,0.3425714,8.082028399999901e-07,0.3559043,3.1414628100000033e-06
8000,0.3425714,8.082028399999901e-07,0.3559002,3.1426169600000033e-06
8050,0.342551,8.095981999999906e-07,0.3559002,3.1426169600000033e-06
8100,0.342551,8.095981999999906e-07,0.3559002,3.1426169600000033e-06
8150,0.3425306,8.768284399999846e-07,0.3559002,3.1426169600000033e-06
8200,0.3425306,8.768284399999846e-07,0.3559002,3.1426169600000033e-06
8250,0.3425306,8.768284399999846e-07,0.35584289999999996,3.0179936900000114e-06
8300,0.3425102,8.799047599999844e-07,0.3558225,2.9959086500000074e-06
8350,0.3425102,8.799047599999844e-07,0.3558225,2.9959086500000074e-06
8400,0.3425102,8.799047599999844e-07,0.3558184,2.9923740400000112e-06
8450,0.3425102,8.799047599999844e-07,0.3557735,2.9734666500000084e-06
8500,0.3425102,8.799047599999844e-07,0.3557735,2.9734666500000084e-06
8550,0.3425102,8.799047599999844e-07,0.3557735,2.9734666500000084e-06
8600,0.34248979999999996,9.071591599999897e-07,0.3557735,2.9734666500000084e-06
8650,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8700,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8750,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8800,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8850,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8900,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
8950,0.34246940000000003,8.494108399999946e-07,0.3557735,2.9734666500000084e-06
9000,0.342449,7.991533999999853e-07,0.3557735,2.9734666500000084e-06
9050,0.3424265,8.084796499999867e-07,0.3557653,2.955468410000041e-06
9100,0.3424265,8.084796499999867e-07,0.3557653,2.955468410000041e-06
9150,0.3424265,8.084796499999867e-07,0.3557653,2.955468410000041e-06
9200,0.3424265,8.084796499999867e-07,0.3557653,2.955468410000041e-06
9250,0.3424245,8.097496499999846e-07,0.3557653,2.955468410000041e-06
9300,0.3424245,8.097496499999846e-07,0.3557653,2.955468410000041e-06
9350,0.3424245,8.097496499999846e-07,0.3557653,2.955468410000041e-06
9400,0.34239800000000004,7.911863999999876e-07,0.3557653,2.955468410000041e-06
9450,0.34239800000000004,7.911863999999876e-07,0.3557653,2.955468410000041e-06
9500,0.34239800000000004,7.911863999999876e-07,0.3557632,2.9643587600000384e-06
9550,0.34235509999999997,7.876716899999859e-07,0.3557306,2.8940360400000216e-06
9600,0.34235509999999997,7.876716899999859e-07,0.3557306,2.8940360400000216e-06
9650,0.34235509999999997,7.876716899999859e-07,0.3557102,2.9357091600000185e-06
9700,0.34235509999999997,7.876716899999859e-07,0.3556755,2.9779118500000206e-06
9750,0.3423347,7.261004099999916e-07,0.3556735,2.982261850000025e-06
9800,0.3423143,7.486832099999897e-07,0.3556735,2.982261850000025e-06
9850,0.3423143,7.486832099999897e-07,0.3556735,2.982261850000025e-06
9900,0.3423143,7.486832099999897e-07,0.3556735,2.982261850000025e-06
9950,0.3423143,7.486832099999897e-07,0.3556735,2.982261850000025e-06
10000,0.3423143,7.486832099999897e-07,0.3556245,2.552923850000032e-06
