gen,bandit_adaptive mean,bandit_adaptive var,fixed_ops mean,fixed_ops var
50,0.3790931,7.578122900000046e-07,0.3819361,4.377418900000037e-07
100,0.3720408,1.0811355600000012e-06,0.3763993,1.396573009999989e-06
150,0.3662324,6.473916400000139e-07,0.3715059,1.936472289999983e-06
200,0.36261329999999997,5.324316099999934e-07,0.36743939999999997,2.3123762399999994e-06
250,0.3604811,8.054466900000105e-07,0.36398790000000003,3.2927626900000254e-06
300,0.3590311,7.993192900000049e-07,0.3614818,3.616206560000001e-06
350,0.35797310000000004,5.076078899999986e-07,0.3600952,4.705607960000009e-06
400,0.3569559,6.323494900000035e-07,0.3597071,5.195066089999981e-06
450,0.3561105,7.834638499999995e-07,0.3595376,5.676395239999989e-06
500,0.3552281,6.858166899999904e-07,0.35944560000000003,5.651804239999992e-06
550,0.3543784,6.176646400000001e-07,0.3594231,5.6337524899999945e-06
600,0.35377200000000003,6.916287999999968e-07,0.3593966,5.650148039999994e-06
650,0.353145,6.216430000000102e-07,0.3593966,5.650148039999994e-06
700,0.35246900000000003,6.113990000000077e-07,0.3593456,5.654850239999994e-06
750,0.3520114,4.804270399999938e-07,0.3593108,5.675277959999993e-06
800,0.3516376,5.569380400000003e-07,0.3593088,5.652913160000033e-06
850,0.3511149,9.262774900000228e-07,0.3592086,5.393602040000006e-06
900,0.35073889999999996,1.0266842900000066e-06,0.35918609999999995,5.41542029000001e-06
950,0.35031219999999996,9.960919599999938e-07,0.35918609999999995,5.41542029000001e-06
1000,0.3498833,1.2407640100000033e-06,0.3591615,5.42254445000001e-06
1050,0.3496464,1.2639290399999866e-06,0.35915949999999996,5.42360245000001e-06
1100,0.3493215,1.1387444499999732e-06,0.3590125,5.2854014500000045e-06
1150,0.34910929999999996,8.921698099999989e-07,0.3589921,5.425153690000029e-06
1200,0.3488294,8.587440400000075e-07,0.3589696,5.339804440000039e-06
1250,0.3485598,6.846549600000035e-07,0.3588736,5.312044440000031e-06
1300,0.34834740000000003,5.869806400000052e-07,0.3588021,5.379647690000033e-06
1350,0.3481675,6.319600499999995e-07,0.35877349999999997,5.291090650000031e-06
1400,0.3479285,5.412292499999972e-07,0.35872859999999995,5.359513840000035e-06
1450,0.34771,5.736908000000093e-07,0.35867550000000004,4.972371450000026e-06
1500,0.3474897,5.655096099999984e-07,0.3585918,5.030914160000007e-06
1550,0.3473199,6.016878900000136e-07,0.3585714,5.042648240000005e-06
1600,0.34721989999999997,5.233778900000042e-07,0.35852249999999997,4.704774649999988e-06
1650,0.3470545,5.660684499999939e-07,0.3584673,4.139626009999992e-06
1700,0.346983,5.738261999999973e-07,0.3584142,3.647734159999989e-06
1750,0.3468339,5.270116900000075e-07,0.3583794,3.6881126399999903e-06
1800,0.34665840000000003,4.574410399999973e-07,0.3583304,3.4766344399999795e-06
1850,0.34650919999999996,5.453343599999932e-07,0.3582364,3.5555948399999765e-06
1900,0.3463379,4.741632900000061e-07,0.3582343,3.5571944099999757e-06
1950,0.3462152,4.3478655999999736e-07,0.3582282,3.5622909599999737e-06
2000,0.346107,5.022586000000044e-07,0.35816689999999995,3.483387090000004e-06
2050,0.3459355,5.198022500000034e-07,0.3580833,3.258900410000011e-06
2100,0.34584760000000003,5.194626400000064e-07,0.3580792,3.2501243600000083e-06
2150,0.3456432,5.223043600000144e-07,0.3580792,3.2501243600000083e-06
2200,0.34553090000000003,5.65243690000005e-07,0.3580547,3.274058410000008e-06
2250,0.3454165,5.502452499999987e-07,0.3580527,3.2737932100000077e-06
2300,0.3453041,4.626570900000014e-07,0.35803029999999997,3.2582620100000375e-06
2350,0.34525510000000004,4.2864189000000877e-07,0.3580017,3.3414588100000347e-06
2400,0.3452102,3.7564996000000404e-07,0.3579669,3.320831490000023e-06
2450,0.3451019,3.5246728999999857e-07,0.3579669,3.320831490000023e-06
2500,0.345055,3.026398000000011e-07,0.3579567,3.3292730100000226e-06
2550,0.345004,3.565433999999979e-07,0.3578811,3.4044858900000204e-06
2600,0.344959,3.5844659999999554e-07,0.3578811,3.4044858900000204e-06
2650,0.3448875,3.4414004999999193e-07,0.3578771,3.408030690000018e-06
2700,0.3447731,4.025088899999984e-07,0.3578485,3.343669250000029e-06
2750,0.34472420000000004,5.052821600000045e-07,0.3577975,3.4304222500000307e-06
2800,0.3446997,4.812738100000001e-07,0.3577485,3.4036012500000237e-06
2850,0.34460379999999996,4.5827176000000007e-07,0.3576954,3.366955840000004e-06
2900,0.3445017,5.148822100000038e-07,0.3576667,3.3535698100000046e-06
2950,0.3444568,5.020213599999879e-07,0.3576177,3.4381566100000054e-06
3000,0.3443832,4.478563599999893e-07,0.35761560000000003,3.4302948400000084e-06
3050,0.3443443,4.6373400999999304e-07,0.3574869,3.3337176900000038e-06
3100,0.3443381,4.7029269000000405e-07,0.3574155,3.446296250000012e-06
3150,0.3443155,5.061520499999998e-07,0.357391,3.466717000000011e-06
3200,0.3442503,4.821950100000067e-07,0.3573481,3.661658890000016e-06
3250,0.3442014,4.1309324000001107e-07,0.3573481,3.661658890000016e-06
3300,0.3441523,3.9782481000000786e-07,0.357297,3.616631200000016e-06
3350,0.3441074,3.820956400000031e-07,0.3572357,3.6734992100000194e-06
