Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 5 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 5
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1660.24
Gen 100: best_fit = 1578.29
Gen 150: best_fit = 1534.36
Gen 200: best_fit = 1491.41
Gen 250: best_fit = 1459.74
Gen 300: best_fit = 1416.55
Gen 350: best_fit = 1404.22
Gen 400: best_fit = 1389.13
Gen 450: best_fit = 1378.12
Gen 500: best_fit = 1366.8
Gen 550: best_fit = 1351.13
Gen 600: best_fit = 1335.16
Gen 650: best_fit = 1325.48
Gen 700: best_fit = 1299.71
Gen 750: best_fit = 1291.76
Gen 800: best_fit = 1284.16
Gen 850: best_fit = 1279.94
Gen 900: best_fit = 1275.56
Gen 950: best_fit = 1272.29
Gen 1000: best_fit = 1262.85
Gen 1050: best_fit = 1259.14
Gen 1100: best_fit = 1255.94
Gen 1150: best_fit = 1253.6
Gen 1200: best_fit = 1252.06
Gen 1250: best_fit = 1250.05
Gen 1300: best_fit = 1242.52
Gen 1350: best_fit = 1241.07
Gen 1400: best_fit = 1239.14
Gen 1450: best_fit = 1236.87
Gen 1500: best_fit = 1234.38
