Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1837.51
Gen 100: best_fit = 1837.47
Gen 150: best_fit = 1820.78
Gen 200: best_fit = 1817.05
Gen 250: best_fit = 1803.26
Gen 300: best_fit = 1798.3
Gen 350: best_fit = 1796.73
Gen 400: best_fit = 1796.57
Gen 450: best_fit = 1796.1
Gen 500: best_fit = 1795.24
Gen 550: best_fit = 1756.15
Gen 600: best_fit = 1756.04
Gen 650: best_fit = 1756.03
Gen 700: best_fit = 1755.99
Gen 750: best_fit = 1753.48
Gen 800: best_fit = 1752.18
Gen 850: best_fit = 1752.18
Gen 900: best_fit = 1748.06
Gen 950: best_fit = 1745.5
Gen 1000: best_fit = 1745.5
Gen 1050: best_fit = 1742.44
Gen 1100: best_fit = 1739.53
Gen 1150: best_fit = 1739.3
Gen 1200: best_fit = 1738.63
Gen 1250: best_fit = 1738.42
Gen 1300: best_fit = 1732.48
Gen 1350: best_fit = 1732.15
Gen 1400: best_fit = 1732.15
Gen 1450: best_fit = 1732.14
Gen 1500: best_fit = 1730.38
Gen 1550: best_fit = 1729.05
Gen 1600: best_fit = 1729.01
Gen 1650: best_fit = 1727.96
Gen 1700: best_fit = 1727.95
Gen 1750: best_fit = 1727.32
Gen 1800: best_fit = 1724.94
Gen 1850: best_fit = 1721.91
Gen 1900: best_fit = 1721.9
Gen 1950: best_fit = 1721.42
Gen 2000: best_fit = 1720.79
Gen 2050: best_fit = 1720.1
Gen 2100: best_fit = 1719.56
Gen 2150: best_fit = 1717.53
Gen 2200: best_fit = 1715.79
Gen 2250: best_fit = 1715.26
Gen 2300: best_fit = 1714.41
Gen 2350: best_fit = 1713.69
Gen 2400: best_fit = 1713.64
Gen 2450: best_fit = 1713.52
Gen 2500: best_fit = 1701.39
Gen 2550: best_fit = 1701.29
Gen 2600: best_fit = 1701.22
