Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1762.14
Gen 100: best_fit = 1728.34
Gen 150: best_fit = 1656.46
Gen 200: best_fit = 1641.08
Gen 250: best_fit = 1619.41
Gen 300: best_fit = 1571.42
Gen 350: best_fit = 1529.92
Gen 400: best_fit = 1512.7
Gen 450: best_fit = 1504.01
Gen 500: best_fit = 1495.8
Gen 550: best_fit = 1485.62
Gen 600: best_fit = 1478.49
Gen 650: best_fit = 1445.78
Gen 700: best_fit = 1367.2
Gen 750: best_fit = 1361.37
Gen 800: best_fit = 1358.03
Gen 850: best_fit = 1351.3
Gen 900: best_fit = 1347.82
Gen 950: best_fit = 1343.36
Gen 1000: best_fit = 1340.12
Gen 1050: best_fit = 1330.64
Gen 1100: best_fit = 1328.58
Gen 1150: best_fit = 1325.66
Gen 1200: best_fit = 1324.22
Gen 1250: best_fit = 1320.75
Gen 1300: best_fit = 1301.46
Gen 1350: best_fit = 1290.07
Gen 1400: best_fit = 1288.64
Gen 1450: best_fit = 1272.22
Gen 1500: best_fit = 1270.69
Gen 1550: best_fit = 1269.39
Gen 1600: best_fit = 1268.24
Gen 1650: best_fit = 1265.75
Gen 1700: best_fit = 1255.94
Gen 1750: best_fit = 1254.59
Gen 1800: best_fit = 1249.1
Gen 1850: best_fit = 1248.65
Gen 1900: best_fit = 1246.7
Gen 1950: best_fit = 1245.03
Gen 2000: best_fit = 1240.48
Gen 2050: best_fit = 1239.9
Gen 2100: best_fit = 1239.08
Gen 2150: best_fit = 1237.41
Gen 2200: best_fit = 1228.69
Gen 2250: best_fit = 1224.79
Gen 2300: best_fit = 1220.47
Gen 2350: best_fit = 1219.93
Gen 2400: best_fit = 1215.18
Gen 2450: best_fit = 1208.84
Gen 2500: best_fit = 1207.78
Gen 2550: best_fit = 1204
Gen 2600: best_fit = 1200.72
Gen 2650: best_fit = 1194.98
Gen 2700: best_fit = 1190.33
Gen 2750: best_fit = 1188.91
Gen 2800: best_fit = 1188.45
Gen 2850: best_fit = 1184.97
Gen 2900: best_fit = 1184.47
Gen 2950: best_fit = 1184
Gen 3000: best_fit = 1183.93
Gen 3050: best_fit = 1183.63
Gen 3100: best_fit = 1180.64
Gen 3150: best_fit = 1179.65
Gen 3200: best_fit = 1176.39
Gen 3250: best_fit = 1176.32
Gen 3300: best_fit = 1173.86
Gen 3350: best_fit = 1168.67
Gen 3400: best_fit = 1168.38
Gen 3450: best_fit = 1167.01
Gen 3500: best_fit = 1163.97
Gen 3550: best_fit = 1163.79
Gen 3600: best_fit = 1163.75
Gen 3650: best_fit = 1163.67
Gen 3700: best_fit = 1163.38
Gen 3750: best_fit = 1160.5
Gen 3800: best_fit = 1160.3
Gen 3850: best_fit = 1156.4
Gen 3900: best_fit = 1156.21
Gen 3950: best_fit = 1154.67
Gen 4000: best_fit = 1153.41
Gen 4050: best_fit = 1153.37
Gen 4100: best_fit = 1153.09
Gen 4150: best_fit = 1150.01
Gen 4200: best_fit = 1149.94
Gen 4250: best_fit = 1149.85
Gen 4300: best_fit = 1149.65
Gen 4350: best_fit = 1148.99
Gen 4400: best_fit = 1146.99
Gen 4450: best_fit = 1146.77
Gen 4500: best_fit = 1146.52
Gen 4550: best_fit = 1146.47
Gen 4600: best_fit = 1146.45
Gen 4650: best_fit = 1146.39
Gen 4700: best_fit = 1146.31
Gen 4750: best_fit = 1146.22
Gen 4800: best_fit = 1145.75
Gen 4850: best_fit = 1142.5
Gen 4900: best_fit = 1142.43
Gen 4950: best_fit = 1140.71
Gen 5000: best_fit = 1140.65
Gen 5050: best_fit = 1140.62
Gen 5100: best_fit = 1140.53
Gen 5150: best_fit = 1138.77
Gen 5200: best_fit = 1138.74
Gen 5250: best_fit = 1137.83
Gen 5300: best_fit = 1137.58
Gen 5350: best_fit = 1137.1
Gen 5400: best_fit = 1136.72
Gen 5450: best_fit = 1133.89
Gen 5500: best_fit = 1133.76
Gen 5550: best_fit = 1133.6
Gen 5600: best_fit = 1133.53
Gen 5650: best_fit = 1133.25
Gen 5700: best_fit = 1133.16
Gen 5750: best_fit = 1133.12
Gen 5800: best_fit = 1130.5
Gen 5850: best_fit = 1129.8
Gen 5900: best_fit = 1128.19
Gen 5950: best_fit = 1128.1
Gen 6000: best_fit = 1128.09
Gen 6050: best_fit = 1128.07
Gen 6100: best_fit = 1127.84
Gen 6150: best_fit = 1127.81
Gen 6200: best_fit = 1127.44
Gen 6250: best_fit = 1127.39
Gen 6300: best_fit = 1127.36
Gen 6350: best_fit = 1124.28
Gen 6400: best_fit = 1122.81
Gen 6450: best_fit = 1120.97
Gen 6500: best_fit = 1120.09
Gen 6550: best_fit = 1118.9
Gen 6600: best_fit = 1118.84
Gen 6650: best_fit = 1117.47
Gen 6700: best_fit = 1116.67
Gen 6750: best_fit = 1116.26
Gen 6800: best_fit = 1115.27
Gen 6850: best_fit = 1115.15
Gen 6900: best_fit = 1115.12
Gen 6950: best_fit = 1115.08
Gen 7000: best_fit = 1115.05
Gen 7050: best_fit = 1113.81
Gen 7100: best_fit = 1112
Gen 7150: best_fit = 1108.63
Gen 7200: best_fit = 1108.27
Gen 7250: best_fit = 1107.48
Gen 7300: best_fit = 1107.45
Gen 7350: best_fit = 1106.12
Gen 7400: best_fit = 1106.11
Gen 7450: best_fit = 1106.08
Gen 7500: best_fit = 1106
Gen 7550: best_fit = 1105.97
Gen 7600: best_fit = 1105.95
Gen 7650: best_fit = 1104.64
Gen 7700: best_fit = 1104.41
Gen 7750: best_fit = 1104.38
Gen 7800: best_fit = 1102.16
Gen 7850: best_fit = 1102.14
Gen 7900: best_fit = 1102
Gen 7950: best_fit = 1100.8
Gen 8000: best_fit = 1100.79
Gen 8050: best_fit = 1100.78
Gen 8100: best_fit = 1100.58
Gen 8150: best_fit = 1099.88
Gen 8200: best_fit = 1097.86
Gen 8250: best_fit = 1096.78
Gen 8300: best_fit = 1096.55
Gen 8350: best_fit = 1096.46
Gen 8400: best_fit = 1096.45
Gen 8450: best_fit = 1096.41
Gen 8500: best_fit = 1096.17
Gen 8550: best_fit = 1094.7
Gen 8600: best_fit = 1093.87
Gen 8650: best_fit = 1093.16
Gen 8700: best_fit = 1092.65
Gen 8750: best_fit = 1092.47
Gen 8800: best_fit = 1090.37
Gen 8850: best_fit = 1090.34
Gen 8900: best_fit = 1090.34
Gen 8950: best_fit = 1090.33
Gen 9000: best_fit = 1090.3
Gen 9050: best_fit = 1088.7
Gen 9100: best_fit = 1088.7
Gen 9150: best_fit = 1088.67
Gen 9200: best_fit = 1088.67
Gen 9250: best_fit = 1088.06
Gen 9300: best_fit = 1088.03
Gen 9350: best_fit = 1087.93
Gen 9400: best_fit = 1087.21
Gen 9450: best_fit = 1087.19
Gen 9500: best_fit = 1087.19
Gen 9550: best_fit = 1086.26
Gen 9600: best_fit = 1086.23
Gen 9650: best_fit = 1086.12
Gen 9700: best_fit = 1085.76
Gen 9750: best_fit = 1085.76
Gen 9800: best_fit = 1085.75
Gen 9850: best_fit = 1084.53
Gen 9900: best_fit = 1083.62
Gen 9950: best_fit = 1082.92
Gen 10000: best_fit = 1082.86

=== Final Results ===
Solver: GDE
Generation = 10000
The best solution = 1082.86
Time = 772.823 s

exit code 0
