Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"
Gen 50: best_fit = 1778.11
Gen 100: best_fit = 1761.89
Gen 150: best_fit = 1761.89
Gen 200: best_fit = 1761.84
Gen 250: best_fit = 1761.83
Gen 300: best_fit = 1755.47
Gen 350: best_fit = 1749.28
Gen 400: best_fit = 1749.17
Gen 450: best_fit = 1748.54
Gen 500: best_fit = 1748.53
Gen 550: best_fit = 1748.25
Gen 600: best_fit = 1748.25
Gen 650: best_fit = 1748.25
Gen 700: best_fit = 1747.7
Gen 750: best_fit = 1746.73
Gen 800: best_fit = 1746.54
Gen 850: best_fit = 1746.4
Gen 900: best_fit = 1743.86
Gen 950: best_fit = 1655.66
Gen 1000: best_fit = 1654.14
Gen 1050: best_fit = 1653.99
Gen 1100: best_fit = 1653.93
Gen 1150: best_fit = 1653.93
Gen 1200: best_fit = 1652.64
Gen 1250: best_fit = 1639.04
Gen 1300: best_fit = 1638.34
Gen 1350: best_fit = 1638.2
Gen 1400: best_fit = 1638.05
Gen 1450: best_fit = 1635.85
Gen 1500: best_fit = 1635.45
Gen 1550: best_fit = 1634.82
Gen 1600: best_fit = 1634.75
Gen 1650: best_fit = 1634.56
Gen 1700: best_fit = 1633.62
Gen 1750: best_fit = 1632.88
Gen 1800: best_fit = 1632.88
Gen 1850: best_fit = 1632.44
Gen 1900: best_fit = 1632.4
Gen 1950: best_fit = 1632.22
Gen 2000: best_fit = 1632.22
Gen 2050: best_fit = 1630.84
Gen 2100: best_fit = 1630.71
Gen 2150: best_fit = 1630.68
Gen 2200: best_fit = 1625.29
Gen 2250: best_fit = 1625.21
Gen 2300: best_fit = 1622.53
Gen 2350: best_fit = 1622.27
Gen 2400: best_fit = 1621.77
Gen 2450: best_fit = 1621.54
Gen 2500: best_fit = 1621.54
Gen 2550: best_fit = 1621.43
Gen 2600: best_fit = 1621.27
Gen 2650: best_fit = 1620.85
Gen 2700: best_fit = 1620.51
Gen 2750: best_fit = 1620.07
Gen 2800: best_fit = 1620.07
Gen 2850: best_fit = 1620.04
Gen 2900: best_fit = 1619.34
Gen 2950: best_fit = 1619.31
Gen 3000: best_fit = 1619.31
Gen 3050: best_fit = 1619.22
Gen 3100: best_fit = 1619.22
Gen 3150: best_fit = 1616.71
Gen 3200: best_fit = 1616.66
Gen 3250: best_fit = 1616.56
Gen 3300: best_fit = 1615.46
Gen 3350: best_fit = 1615.46
Gen 3400: best_fit = 1615.04
Gen 3450: best_fit = 1614.84
Gen 3500: best_fit = 1609.79
Gen 3550: best_fit = 1606.59
Gen 3600: best_fit = 1606.59
Gen 3650: best_fit = 1606.32
Gen 3700: best_fit = 1596.46
Gen 3750: best_fit = 1591.64
Gen 3800: best_fit = 1590.43
Gen 3850: best_fit = 1590.43
Gen 3900: best_fit = 1590.43
Gen 3950: best_fit = 1590.2
Gen 4000: best_fit = 1589.77
Gen 4050: best_fit = 1589.74
Gen 4100: best_fit = 1589.46
