gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.1863585,1.7663736499999954e-06,0.19320569999999998,7.111884100000029e-07,0.193147,2.413842000000001e-07,0.1957814,6.607521723999994e-05
100,0.180216,1.2273515999999982e-06,0.19285349999999998,6.503540500000006e-07,0.193147,2.413842000000001e-07,0.19329369999999998,8.394051240999994e-05
150,0.1762581,1.207301889999994e-06,0.1925078,8.337281600000037e-07,0.1927019,8.82335690000007e-07,0.1928527,8.354348381000006e-05
200,0.17366900000000002,9.990989999999933e-07,0.1920713,6.666638100000057e-07,0.19258899999999998,8.563962000000062e-07,0.19261230000000001,8.324130840999996e-05
250,0.1718617,1.7157720099999874e-06,0.1918774,6.801180400000001e-07,0.1924727,8.687232100000022e-07,0.19225209999999998,8.374201409000005e-05
300,0.1705621,1.9645898899999934e-06,0.19175769999999998,5.461672100000027e-07,0.1924288,9.510137600000017e-07,0.1919694,8.431651244000003e-05
350,0.16957930000000002,1.2778056100000005e-06,0.19141029999999998,8.110856099999973e-07,0.1922181,1.289933690000001e-06,0.1917255,8.369235645000002e-05
400,0.1685797,1.1886242100000022e-06,0.1911947,9.819040099999975e-07,0.1920057,1.5035420099999947e-06,0.1914409,8.384429908999994e-05
450,0.1676947,8.245084100000055e-07,0.1910125,1.0215452499999963e-06,0.1917596,1.6973810399999929e-06,0.1912288,8.365484656000003e-05
500,0.16698839999999998,5.6822164e-07,0.190571,1.1017026000000035e-06,0.1914107,1.5144206099999999e-06,0.1909189,8.144528189000001e-05
550,0.1663176,5.72740039999996e-07,0.1901986,1.1090422400000074e-06,0.1913332,1.5562297600000038e-06,0.1906715,8.148608464999995e-05
600,0.1658743,6.1489181e-07,0.1896218,1.122171559999997e-06,0.1911612,1.3526381600000073e-06,0.1904239,8.168670509e-05
650,0.1653886,3.3363143999999443e-07,0.1890978,9.912549600000009e-07,0.1910195,1.3832652500000035e-06,0.1899953,8.422586241000008e-05
700,0.1648629,3.228090899999991e-07,0.1887118,7.220427600000042e-07,0.19089309999999998,1.0867830900000006e-06,0.1897784,8.312409703999994e-05
750,0.1645173,3.395482099999995e-07,0.1882077,8.348052099999995e-07,0.1908745,1.120106849999999e-06,0.1893745,8.328199824999997e-05
800,0.1641702,2.6304095999999756e-07,0.18782320000000002,1.0566489599999944e-06,0.1908644,1.1054002399999967e-06,0.1891428,8.347908275999998e-05
850,0.1637671,2.331386900000004e-07,0.1873548,1.0816537600000056e-06,0.1908307,1.1343856099999968e-06,0.1889269,8.338097468999991e-05
900,0.16339120000000001,3.669821599999968e-07,0.1869113,9.75345610000008e-07,0.1907228,8.586481599999931e-07,0.1886799,8.332726469e-05
950,0.16303399999999998,2.8640459999999993e-07,0.18649339999999998,9.23925639999999e-07,0.1906486,9.844994399999957e-07,0.1884361,8.223372749000007e-05
1000,0.1627642,2.51531560000002e-07,0.186028,8.640328000000029e-07,0.1905964,1.0296712399999968e-06,0.1881701,8.286167729000004e-05
1050,0.16248610000000002,2.2562088999999794e-07,0.1856051,8.749140899999994e-07,0.1904649,9.004730899999946e-07,0.1879617,8.289107581000002e-05
1100,0.1622433,1.8065220999999615e-07,0.1852038,1.0100941599999994e-06,0.1903621,8.726274899999915e-07,0.1877395,8.171039645e-05
1150,0.16203099999999998,1.4059679999999843e-07,0.18480259999999998,9.98206640000005e-07,0.1902846,8.221184399999942e-07,0.1875596,8.134612163999998e-05
1200,0.1617867,1.2096841000000099e-07,0.1845076,1.036813439999996e-06,0.1902425,7.992036499999935e-07,0.18731910000000002,8.162672028999992e-05
1250,0.1614968,1.8402675999999514e-07,0.18421579999999999,1.2411217599999911e-06,0.1902425,7.992036499999935e-07,0.1871221,8.122853429e-05
1300,0.16128599999999998,1.0231839999999807e-07,0.1839142,1.2147027599999933e-06,0.19022060000000002,7.53799239999994e-07,0.1868505,8.041624445000003e-05
1350,0.16102460000000002,1.5868764000000285e-07,0.1836278,9.066769600000061e-07,0.1901347,7.309006099999948e-07,0.1866433,8.019822000999996e-05
1400,0.16089979999999998,1.7071356000000158e-07,0.1833916,9.407820400000078e-07,0.1898532,1.245118959999997e-06,0.1864482,8.000592496000002e-05
1450,0.160706,1.5417519999999878e-07,0.1831017,9.170568100000053e-07,0.1898111,1.168130690000001e-06,0.18623119999999999,7.998266856000004e-05
1500,0.1605712,1.470221600000015e-07,0.1827982,9.155383599999923e-07,0.1897588,1.0781171600000022e-06,0.1860144,7.885107104000004e-05
1550,0.1603756,1.5563823999999947e-07,0.1825404,9.394030399999962e-07,0.1896795,9.151794499999988e-07,0.1857791,7.792273389000003e-05
1600,0.1601428,2.3468856000000083e-07,0.18228070000000002,9.286814100000011e-07,0.1896795,9.151794499999988e-07,0.185547,7.872215400000003e-05
1650,0.16003340000000002,2.2462944000000183e-07,0.1819606,1.0264424399999926e-06,0.1895733,1.0791568099999947e-06,0.1853454,7.846230343999997e-05
1700,0.1599139,2.1700649000000067e-07,0.1816993,9.844444099999977e-07,0.1895733,1.0791568099999947e-06,0.1851315,7.864015025000003e-05
1750,0.15975540000000002,2.37752240000002e-07,0.18145139999999998,1.0557844400000066e-06,0.1894755,8.32072250000001e-07,0.1849332,7.756172056e-05
1800,0.1596205,2.493942500000018e-07,0.1812391,1.01915129000001e-06,0.1894502,8.498505600000018e-07,0.1847042,7.761565576000001e-05
1850,0.1595378,2.592471600000034e-07,0.1810234,1.0693274399999959e-06,0.1894502,8.498505600000018e-07,0.18448720000000002,7.756389416000003e-05
1900,0.15942309999999998,2.5890509000000223e-07,0.1806525,1.3212048500000012e-06,0.1893356,6.192968399999997e-07,0.184304,7.639092900000012e-05
1950,0.1593507,3.017588100000011e-07,0.1804484,1.2288196399999908e-06,0.1893103,6.95675010000001e-07,0.1840767,7.652988961000004e-05
2000,0.15926800000000002,3.257955999999976e-07,0.1802378,1.47689716e-06,0.1892867,7.160418100000003e-07,0.1837855,7.559999264999999e-05
2050,0.1591164,3.74181040000003e-07,0.17996289999999998,1.4628324900000128e-06,0.1892311,7.005738899999992e-07,0.1835685,7.550561025000006e-05
2100,0.15893759999999998,4.4970984000000246e-07,0.1797405,1.2252744500000034e-06,0.189108,8.552068000000002e-07,0.1833479,7.541302889000002e-05
2150,0.1589039,4.0859408999999645e-07,0.1795129,1.227083490000001e-06,0.1890609,7.590906900000066e-07,0.1831797,7.430041761000002e-05
2200,0.1588079,3.2910988999999707e-07,0.17929710000000001,1.5518098899999968e-06,0.1890087,8.946374100000051e-07,0.18296,7.388111920000003e-05
2250,0.1587355,2.8937745000000056e-07,0.1790848,1.659854760000008e-06,0.18899190000000002,8.588970900000046e-07,0.1828016,7.362905344000007e-05
2300,0.1586546,2.946950400000005e-07,0.1789045,1.5161344499999975e-06,0.1889109,7.636842900000021e-07,0.1825949,7.351491609000003e-05
2350,0.1585568,3.367433599999975e-07,0.1786953,1.497084610000001e-06,0.1888552,8.161607600000029e-07,0.1823895,7.361674425000006e-05
2400,0.1584894,3.6977483999999824e-07,0.1784831,1.3093000900000017e-06,0.18879110000000002,7.089406900000017e-07,0.1821992,7.451030395999994e-05
2450,0.1584336,3.402890399999966e-07,0.17819639999999998,1.1663146399999986e-06,0.18879110000000002,7.089406900000017e-07,0.1819904,7.437143863999997e-05
2500,0.1583982,4.0718796000000047e-07,0.17805469999999998,1.0674626099999988e-06,0.1886748,1.147794160000007e-06,0.1817464,7.101188383999991e-05
2550,0.1583308,4.1958376000000194e-07,0.177871,1.0085973999999943e-06,0.1886495,1.1177704500000062e-06,0.18152839999999998,7.101742884000007e-05
2600,0.15826690000000002,4.427798899999971e-07,0.1776435,1.0692250500000043e-06,0.1886107,1.1785390100000102e-06,0.1812946,7.129503463999995e-05
2650,0.1581824,4.6578964000000387e-07,0.1774749,1.1597404899999973e-06,0.18857200000000002,1.1304620000000108e-06,0.1811127,7.129786120999998e-05
2700,0.1581251,4.771896900000057e-07,0.1772812,1.3809887599999908e-06,0.1885484,1.157375440000009e-06,0.1809313,7.105322840999991e-05
2750,0.1580375,4.770434500000046e-07,0.1771479,1.3684626899999942e-06,0.1884878,1.1828289600000057e-06,0.180724,7.08559268e-05
2800,0.1579634,5.811060400000015e-07,0.1769692,1.3059615600000084e-06,0.1884878,1.1828289600000057e-06,0.1805359,7.034225049e-05
2850,0.1579465,5.966016500000017e-07,0.17677879999999999,1.3953513599999974e-06,0.1884676,1.1609604400000045e-06,0.1803335,7.052193145000004e-05
2900,0.1579044,5.805196399999979e-07,0.1766371,1.4133636899999937e-06,0.1883867,1.2070168100000062e-06,0.1801035,6.960787085000004e-05
