Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--seed' '8' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 3180.63
[Normalization] alpha = 0.2

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.075251
Gen 50: best_fit = 0.0533885
Gen 100: best_fit = 0.048598
Gen 150: best_fit = 0.0454702
Gen 200: best_fit = 0.0438802
Gen 250: best_fit = 0.0421373
Gen 300: best_fit = 0.0405222
Gen 350: best_fit = 0.0392026
Gen 400: best_fit = 0.0381098
Gen 450: best_fit = 0.0370701
Gen 500: best_fit = 0.0361806
Gen 550: best_fit = 0.0356022
Gen 600: best_fit = 0.0349761
Gen 650: best_fit = 0.0344167
Gen 700: best_fit = 0.033901
Gen 750: best_fit = 0.0335042
Gen 800: best_fit = 0.0331872
Gen 850: best_fit = 0.0329027
Gen 900: best_fit = 0.0324984
Gen 950: best_fit = 0.032295
Gen 1000: best_fit = 0.0319108
Gen 1050: best_fit = 0.031628
Gen 1100: best_fit = 0.0313995
Gen 1150: best_fit = 0.0312431
Gen 1200: best_fit = 0.031027
Gen 1250: best_fit = 0.0309155
Gen 1300: best_fit = 0.0307684
Gen 1350: best_fit = 0.0306003
Gen 1400: best_fit = 0.0304756
Gen 1450: best_fit = 0.0303867
Gen 1500: best_fit = 0.0301987
Gen 1550: best_fit = 0.0300043
Gen 1600: best_fit = 0.0298327
Gen 1650: best_fit = 0.0297293
Gen 1700: best_fit = 0.0296361
Gen 1750: best_fit = 0.0295357
Gen 1800: best_fit = 0.0294305
Gen 1850: best_fit = 0.0293724
Gen 1900: best_fit = 0.0291825
Gen 1950: best_fit = 0.0291658
Gen 2000: best_fit = 0.0291178
Gen 2050: best_fit = 0.0290707
Gen 2100: best_fit = 0.0289735
Gen 2150: best_fit = 0.0289277
Gen 2200: best_fit = 0.0288761
Gen 2250: best_fit = 0.0288138
Gen 2300: best_fit = 0.0287856
Gen 2350: best_fit = 0.0287189
Gen 2400: best_fit = 0.0286294
Gen 2450: best_fit = 0.028564
Gen 2500: best_fit = 0.0285145
Gen 2550: best_fit = 0.0284449
