gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,0.07402497792269148,0.07673926066605838,0.0293652789934585,0,0,265,265
100,0.06704804918587941,0.06842972999422764,0.004982759962973067,0,1,391,391
150,0.0626132517327819,0.06364799101270595,0.00353410811425846,0,1,537,537
200,0.06061857289555478,0.06104233940330512,0.002168863273959589,0,0,687,687
250,0.05784681029470425,0.05864037862996554,0.001797574590318481,0,0,837,837
300,0.05600770608688864,0.05648015292473332,0.002083188420583334,0,0,936,936
350,0.05479739488364221,0.05511153042756303,0.002279013268871962,0,1,986,986
400,0.05350636350130657,0.05385586636763847,0.00115173481310875,0,0,996,996
450,0.05261157668623032,0.05284801639237165,0.001921873842281952,0,0,996,996
500,0.05189021635691245,0.05213517367778307,0.001671830128715164,0,0,996,996
550,0.05102542342121127,0.05123992997071534,0.001142641737539941,0,0,996,996
600,0.04998893308452848,0.05032947826367248,0.00163805849670146,0,2,996,996
650,0.04943534130066662,0.04961987227170839,0.0009505037193468386,0,0,996,996
700,0.04871622806343688,0.04890192895257853,0.001001527785217449,0,3,996,996
750,0.04835071425959724,0.04851667885165881,0.0005679871842491688,0,1,996,996
800,0.04819209896242568,0.04826399859458891,0.0003371655114457908,0,3,996,996
850,0.04786600116664354,0.047995313528923,0.00096894053953265,0,0,996,996
900,0.0476115523924308,0.04767813293400188,0.0002392854736327028,0,1,996,996
950,0.04743907463459884,0.04749942213650906,0.0006191137696607367,0,2,996,996
1000,0.0469930468958081,0.04721927997467879,0.0006232578986379215,0,0,996,996
1050,0.04684697850300244,0.04693545191814979,0.0006360611598445023,0,3,996,996
1100,0.04650811464464088,0.0465748600482496,0.0005840706682393005,0,0,996,996
1150,0.04627439875729701,0.0463340216543807,0.0004338118245957418,0,0,996,996
1200,0.04600158025293805,0.04606519609231661,0.0007192281993140099,0,2,996,996
1250,0.04581221587565743,0.0458421749122019,0.0004867465634847713,0,1,996,996
1300,0.04556021669406169,0.04564321963902739,0.0004932544079453403,0,6,996,996
1350,0.04540522011346744,0.04545198099708852,0.0006381755293159013,0,4,996,996
1400,0.04521375661280456,0.04527447272066257,0.00114359375481291,0,3,996,996
1450,0.04494966605883502,0.04499504885275423,0.0003754706136107429,0,8,996,996
1500,0.04486379391080934,0.04488308082656686,0.000137129299014175,0,3,996,996
1550,0.04462570161196601,0.04467914398493547,0.0003711124206156926,0,2,996,996
1600,0.04434462758113492,0.04445049195827127,0.0005164213036584244,0,0,996,996
1650,0.04426402973372646,0.04428341016546317,0.0006655732385771859,0,14,996,996
1700,0.0440782438118523,0.04414760219870589,0.0003466548030305704,0,2,996,996
1750,0.0438413198215859,0.04387447338147544,0.0002748119111302274,0,3,996,996
1800,0.04371248960137987,0.04372410416276698,0.0002979412915911248,0,5,996,996
1850,0.04357779537274865,0.04364680917283437,0.0002714114417987555,0,2,996,996
1900,0.04350858934124337,0.04352728823603796,0.0004366856424440387,0,7,996,996
1950,0.0434144573867797,0.04343595696031449,0.0002828872236932696,0,12,996,996
2000,0.04331433005909831,0.04333280828941732,0.0006384631206399659,0,2,996,996
2050,0.04322494723354291,0.04323539787871079,0.0003195460663227365,0,9,996,996
2100,0.04297486494490445,0.04305571485739362,0.000332413122048326,0,4,996,996
2150,0.04293175755287323,0.04294263772450269,0.0002360733927073886,0,3,996,996
2200,0.04273391703386208,0.04278785211730179,0.0004131310346536902,0,14,996,996
2250,0.04265465365759091,0.04268531828604794,0.0004190049099822797,0,4,996,996
