Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--data_dir' 'data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '3' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T200\roundrobin\op_freq_roundrobin_T200_run2.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T200\roundrobin\global_stats_roundrobin_T200_run2.csv' '--cchihh_global_stats_every' '50' '--op_mode' 'roundrobin'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: roundrobin
CCHIHH fixed ops: disabled
CCHIHH op stats: results\operator_ablation\T200\roundrobin\op_freq_roundrobin_T200_run2.csv
CCHIHH global stats: results\operator_ablation\T200\roundrobin\global_stats_roundrobin_T200_run2.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1884.13
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.161504
Gen 50: best_fit = 0.0757032
Gen 100: best_fit = 0.0675725
Gen 150: best_fit = 0.0643543
Gen 200: best_fit = 0.0618614
Gen 250: best_fit = 0.0600675
Gen 300: best_fit = 0.0583622
Gen 350: best_fit = 0.0571238
Gen 400: best_fit = 0.0555405
Gen 450: best_fit = 0.0541579
Gen 500: best_fit = 0.0533745
Gen 550: best_fit = 0.0529701
Gen 600: best_fit = 0.0523311
Gen 650: best_fit = 0.0518637
Gen 700: best_fit = 0.0514029
Gen 750: best_fit = 0.0510006
Gen 800: best_fit = 0.0507195
Gen 850: best_fit = 0.0504027
Gen 900: best_fit = 0.0502005
Gen 950: best_fit = 0.050042
Gen 1000: best_fit = 0.0497701
Gen 1050: best_fit = 0.0495362
Gen 1100: best_fit = 0.0492821
Gen 1150: best_fit = 0.0490931
Gen 1200: best_fit = 0.0488541
Gen 1250: best_fit = 0.0486448
Gen 1300: best_fit = 0.0485558
Gen 1350: best_fit = 0.0483612
