gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.035,0.7875,0.1575,0.02,0.1625,0.81,0.0225,0.005,0.5475,0.3875,0.04,0.025,0.0658333,0.445,0.129167,0.0525,0.27,0.0075,0.0133333,0.0166667
100,0.1225,0.7475,0.1225,0.0075,0.395,0.585,0.0075,0.0125,0.64,0.3,0.0525,0.0075,0.1725,0.4625,0.1,0.0408333,0.195,0.0025,0.0175,0.00916667
150,0.13,0.815,0.05,0.005,0.4925,0.4975,0.0025,0.0075,0.4925,0.4375,0.0625,0.0075,0.2075,0.435833,0.145833,0.0166667,0.165833,0.000833333,0.0208333,0.00666667
200,0.1375,0.6925,0.165,0.005,0.5825,0.41,0.0025,0.005,0.5,0.415,0.085,0,0.24,0.3975,0.138333,0.055,0.136667,0.000833333,0.0283333,0.00333333
250,0.42,0.4775,0.1025,0,0.4375,0.56,0.0025,0,0.2625,0.6275,0.11,0,0.285833,0.246667,0.209167,0.0341667,0.186667,0.000833333,0.0366667,0
300,0.4075,0.57,0.0225,0,0.225,0.6625,0.1125,0,0.195,0.7225,0.0825,0,0.210833,0.255,0.240833,0.0075,0.220833,0.0375,0.0275,0
350,0.38,0.58,0.04,0,0.16,0.68,0.16,0,0.07,0.8875,0.0425,0,0.18,0.216667,0.295833,0.0133333,0.226667,0.0533333,0.0141667,0
400,0.26,0.6675,0.0725,0,0.045,0.8625,0.0925,0,0.275,0.5875,0.1375,0,0.101667,0.314167,0.195833,0.0241667,0.2875,0.0308333,0.0458333,0
450,0.2325,0.5675,0.185,0.015,0.29,0.58,0.13,0,0.3425,0.525,0.1325,0,0.174167,0.303333,0.175,0.0616667,0.193333,0.0433333,0.0441667,0.005
500,0.2875,0.51,0.1875,0.015,0.13,0.7025,0.1675,0,0.3325,0.525,0.1425,0,0.139167,0.280833,0.175,0.0625,0.234167,0.0558333,0.0475,0.005
550,0.2725,0.48,0.23,0.0175,0.1025,0.69,0.2075,0,0.2675,0.535,0.1975,0,0.125,0.249167,0.178333,0.0766667,0.23,0.0691667,0.0658333,0.00583333
600,0.34,0.4125,0.2475,0,0.0725,0.8125,0.115,0,0.1625,0.7475,0.09,0,0.1375,0.191667,0.249167,0.0825,0.270833,0.0383333,0.03,0
650,0.255,0.4475,0.2975,0,0.0525,0.7775,0.17,0,0.14,0.755,0.105,0,0.1025,0.195833,0.251667,0.0991667,0.259167,0.0566667,0.035,0
700,0.2775,0.3975,0.325,0,0.185,0.655,0.16,0,0.1725,0.63,0.1975,0,0.154167,0.19,0.21,0.108333,0.218333,0.0533333,0.0658333,0
750,0.2075,0.5125,0.28,0,0.07,0.7775,0.1525,0,0.135,0.645,0.22,0,0.0925,0.215833,0.215,0.0933333,0.259167,0.0508333,0.0733333,0
800,0.285,0.45,0.265,0,0.1525,0.655,0.1925,0,0.315,0.56,0.125,0,0.145833,0.255,0.186667,0.0883333,0.218333,0.0641667,0.0416667,0
850,0.2725,0.5225,0.205,0,0.1875,0.6125,0.2,0,0.1425,0.665,0.1925,0,0.153333,0.221667,0.221667,0.0683333,0.204167,0.0666667,0.0641667,0
900,0.2675,0.4975,0.235,0,0.145,0.6675,0.1875,0,0.2525,0.665,0.0825,0,0.1375,0.25,0.221667,0.0783333,0.2225,0.0625,0.0275,0
950,0.2475,0.52,0.2325,0,0.155,0.6425,0.2025,0,0.1425,0.7425,0.115,0,0.134167,0.220833,0.2475,0.0775,0.214167,0.0675,0.0383333,0
1000,0.2225,0.435,0.3025,0.04,0.1575,0.6325,0.2075,0.0025,0.21,0.57,0.22,0,0.126667,0.215,0.19,0.100833,0.210833,0.0691667,0.0733333,0.0141667
1050,0.2575,0.4825,0.24,0.02,0.0625,0.7075,0.23,0,0.13,0.64,0.23,0,0.106667,0.204167,0.213333,0.08,0.235833,0.0766667,0.0766667,0.00666667
1100,0.24,0.5475,0.2125,0,0.1,0.6875,0.2125,0,0.2175,0.6475,0.135,0,0.113333,0.255,0.215833,0.0708333,0.229167,0.0708333,0.045,0
1150,0.2225,0.4875,0.29,0,0.1025,0.6175,0.28,0,0.1375,0.72,0.1425,0,0.108333,0.208333,0.24,0.0966667,0.205833,0.0933333,0.0475,0
1200,0.245,0.485,0.2375,0.0325,0.145,0.59,0.265,0,0.185,0.6075,0.2075,0,0.13,0.223333,0.2025,0.0791667,0.196667,0.0883333,0.0691667,0.0108333
1250,0.2625,0.405,0.3075,0.025,0.085,0.6775,0.2375,0,0.2025,0.62,0.1775,0,0.115833,0.2025,0.206667,0.1025,0.225833,0.0791667,0.0591667,0.00833333
1300,0.34,0.4075,0.2525,0,0.1925,0.575,0.2325,0,0.27,0.535,0.195,0,0.1775,0.225833,0.178333,0.0841667,0.191667,0.0775,0.065,0
1350,0.2375,0.51,0.2525,0,0.12,0.5825,0.2975,0,0.195,0.71,0.095,0,0.119167,0.235,0.236667,0.0841667,0.194167,0.0991667,0.0316667,0
1400,0.2325,0.5625,0.205,0,0.125,0.53,0.345,0,0.3,0.6,0.1,0,0.119167,0.2875,0.2,0.0683333,0.176667,0.115,0.0333333,0
1450,0.1875,0.51,0.3025,0,0.1675,0.59,0.2425,0,0.215,0.5875,0.1975,0,0.118333,0.241667,0.195833,0.100833,0.196667,0.0808333,0.0658333,0
1500,0.2725,0.5725,0.155,0,0.095,0.6425,0.2625,0,0.3625,0.485,0.1525,0,0.1225,0.311667,0.161667,0.0516667,0.214167,0.0875,0.0508333,0
