config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.0208295,0.0007648405338514838,0.0195101,0.020812999999999998,0.0223514,0.020830 +- 0.000765
CGA,0.03397938,0.0007796805240324756,0.0325548,0.033891149999999995,0.0352659,0.033979 +- 0.000780
IMOMA,0.0384394,0.0009844238393880733,0.0370289,0.0384887,0.0404162,0.038439 +- 0.000984
DSAC_DE,0.03765727,0.0007085319251805102,0.0366063,0.03764015,0.0385337,0.037657 +- 0.000709
