gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.04471332,2.2031222160000037e-07,0.04794007,2.4866065810000035e-07,0.04449458,1.011866961599999e-06,0.04564498,4.0070012560000003e-07
100,0.04245542,3.925021495999998e-07,0.0473387,6.193806420000005e-07,0.043306109999999995,5.936216489000001e-07,0.04440827,4.2694117009999917e-07
150,0.04084274,6.109096844000013e-07,0.04697838,7.291100316000006e-07,0.04304993,4.529077400999995e-07,0.04370338,5.511884576000006e-07
200,0.039405430000000005,4.420677481000007e-07,0.04671846,8.423373064000008e-07,0.04275216,4.820099823999983e-07,0.04356936,6.464245724000014e-07
250,0.03811041,5.733027729000011e-07,0.046553739999999996,1.0695755943999976e-06,0.042550319999999996,6.716957556000006e-07,0.04351486,6.480435503999986e-07
300,0.03679528,4.907116595999992e-07,0.0463162,1.2278465099999999e-06,0.04249856,6.811845023999991e-07,0.04350246,6.503093544e-07
350,0.03567344,5.051034143999998e-07,0.04611151,1.2429885609000005e-06,0.04235837,4.931120041000004e-07,0.043475730000000004,6.601158921000023e-07
400,0.03467247,5.708477700999988e-07,0.046003470000000005,1.2619172100999979e-06,0.04204979,3.4554434090000054e-07,0.04341198,6.894438396000014e-07
450,0.03386247,4.4944042210000005e-07,0.04587323,1.4126304281000006e-06,0.04165527,5.112521320999994e-07,0.043367659999999995,6.948671584000001e-07
500,0.03312933,4.642308340999996e-07,0.04553894,1.2914550604e-06,0.04160501,5.497258129000008e-07,0.04333862,6.975158555999993e-07
550,0.03251135,4.405574104999997e-07,0.04540014,1.2257858303999972e-06,0.04147143,5.403354161000008e-07,0.0433114,6.990006339999993e-07
600,0.03193434,4.530448903999999e-07,0.0451512,1.3901338039999965e-06,0.0413587,5.908218539999996e-07,0.04329592,6.957274656000006e-07
650,0.03143086,5.047980843999995e-07,0.04495988,1.4084263575999995e-06,0.041117730000000005,6.697129380999995e-07,0.04326596,7.103146923999998e-07
700,0.03099886,4.805372524000001e-07,0.04482996,1.3120610323999988e-06,0.04111544,6.671657023999996e-07,0.04322669,7.074334369000004e-07
750,0.030535250000000003,4.325962524999994e-07,0.04470126,1.328180426400001e-06,0.041041709999999995,7.365138209000007e-07,0.0431876,7.529545080000016e-07
800,0.03018512,4.0994979760000007e-07,0.044534649999999995,1.3977755985000025e-06,0.04104083,7.34585572099999e-07,0.04315581,7.702913269000011e-07
850,0.02984484,4.0318278640000055e-07,0.04446198,1.3565660296000006e-06,0.04103619,7.384468868999992e-07,0.04313151,7.788942748999998e-07
900,0.029542040000000002,4.0823245839999984e-07,0.04434101,1.2530599748999981e-06,0.04103432,7.406097475999989e-07,0.04308066,7.796855864e-07
950,0.029257480000000002,4.254270376000001e-07,0.0442013,1.323848663999999e-06,0.0408637,7.582095519999984e-07,0.04306072,7.85389371600001e-07
1000,0.028966659999999998,4.303097204000005e-07,0.04410417,1.2932922480999997e-06,0.04086131,7.600795048999991e-07,0.043031200000000006,7.783531240000018e-07
1050,0.02871415,4.103608464999996e-07,0.04398795,1.2425305145e-06,0.040813520000000006,6.514512815999993e-07,0.04300504,7.887809763999995e-07
1100,0.02847577,3.798158061000003e-07,0.043839649999999994,1.347422606499999e-06,0.040609610000000004,4.829391988999996e-07,0.042970209999999995,7.782912088999986e-07
1150,0.028225899999999998,3.411107080000004e-07,0.04372721,1.3251224989000004e-06,0.040607910000000004,4.842496188999999e-07,0.04295052,7.833036575999998e-07
1200,0.02797451,3.4086423890000063e-07,0.04356498,1.492215757599998e-06,0.04052121,5.816546209000002e-07,0.04291562,7.780224015999988e-07
1250,0.02771943,3.4056809210000023e-07,0.04346218,1.3922865976000027e-06,0.04050338,5.814078075999997e-07,0.04289266,7.914402484000001e-07
1300,0.027520899999999997,3.4740282600000003e-07,0.04338791,1.3728705969000016e-06,0.04042762,5.158638755999993e-07,0.04284929,7.843786349000014e-07
1350,0.027337880000000002,3.3467073960000034e-07,0.04331724,1.370803742399999e-06,0.04042732,5.165111975999984e-07,0.042828359999999996,7.718715603999996e-07
1400,0.02712688,3.432235736000004e-07,0.04318436,1.5094492324000011e-06,0.04031902,6.146993715999982e-07,0.0427946,7.601329619999974e-07
1450,0.026940360000000003,3.3938985039999967e-07,0.04309,1.4558260099999992e-06,0.04029493,6.121096580999987e-07,0.04276501,7.726846329000015e-07
1500,0.02677733,3.558760260999999e-07,0.043004799999999996,1.5207164860000013e-06,0.04017698,7.275602975999991e-07,0.04274629,7.662875049000017e-07
1550,0.02658352,3.1128962759999997e-07,0.04285003,1.5590945721000018e-06,0.04016854,7.226337983999985e-07,0.04272777,7.625286721000002e-07
1600,0.026417229999999996,3.0732243410000036e-07,0.04275835,1.5846389644999992e-06,0.04009272,5.764877195999989e-07,0.042711160000000005,7.705404023999998e-07
1650,0.026257259999999998,2.8780272440000046e-07,0.04263774,1.6101279363999998e-06,0.04009272,5.764877195999989e-07,0.042689660000000004,7.707102063999997e-07
1700,0.02610094,2.650740204000002e-07,0.04254384,1.5414574723999985e-06,0.040086460000000004,5.736691803999997e-07,0.04265605,7.674361724999991e-07
1750,0.02594946,2.748449624000003e-07,0.04246531,1.5585535108999974e-06,0.04008523,5.703362180999998e-07,0.04261935,8.002733605000022e-07
1800,0.02580268,2.526247656e-07,0.042369460000000005,1.6211268724000023e-06,0.04006224,5.823915724000005e-07,0.04259582,7.815665855999997e-07
1850,0.02567776,2.562642083999997e-07,0.04230029,1.6255479809000008e-06,0.04002889,6.451598368999993e-07,0.04256604,8.010713963999995e-07
1900,0.0255475,2.523721420000002e-07,0.042180129999999996,1.535679740100001e-06,0.04002782,6.459574255999995e-07,0.04255331,8.034347329000001e-07
