gen,full_mean,full_var,full_ci95,nocc_mean,nocc_var,nocc_ci95
50,0.05495153,1.4698069180999992e-06,0.0007514259947974223,0.05727992,9.217148435999991e-07,0.0005950512367161132
100,0.05077222,1.2715007896000007e-06,0.000698898950730888,0.05545815,6.762223204999998e-07,0.0005096837908382803
150,0.0483989,1.9073182440000005e-06,0.0008559879535455158,0.05431907,9.206123020999993e-07,0.0005946952345317186
200,0.04633273,2.261669518099999e-06,0.0009321174615215056,0.05362306,1.3002834064000005e-06,0.0007067650765301184
250,0.04471117,2.5283377561000013e-06,0.0009855385494151796,0.05305516,1.4430617663999988e-06,0.0007445579951758113
300,0.04326386,2.443367184400003e-06,0.0009688363832758888,0.05262327,1.4735775420999984e-06,0.0007523892267790224
350,0.04205097,2.225077708100003e-06,0.0009245462954031546,0.05215293,1.5379727300999987e-06,0.000768653110313889
400,0.04103797,2.3414476880999972e-06,0.0009484147530803678,0.05175743,1.6081014620999985e-06,0.0007859823520158295
450,0.04016045,2.1315906804999977e-06,0.0009049153970515028,0.05148251,1.8883254269e-06,0.0008517153843848918
500,0.03921657,1.542356182099999e-06,0.0007697477190063869,0.05119107,2.2974876780999973e-06,0.0009394694600778117
550,0.03856933,1.195912202100001e-06,0.0006778064853324555,0.05083133,2.480942008100001e-06,0.0009762574874651134
600,0.03796998,9.875438316000008e-07,0.000615934118512245,0.050620740000000004,2.7917038443999976e-06,0.0010355969046229828
650,0.037428420000000004,8.103502955999986e-07,0.0005579463859168687,0.05042172,3.0750869135999973e-06,0.001086887937520964
700,0.03693554,7.216993223999983e-07,0.0005265434566046599,0.05012915,3.5210329465000016e-06,0.0011630305312963372
750,0.03653255,6.615466864999995e-07,0.0005041227777891411,0.04979912,4.100798155599999e-06,0.001255134502535603
800,0.03615397,6.362981500999995e-07,0.00049440903849183,0.04949,4.624992193999998e-06,0.0013329429849948718
850,0.03575997,5.098753020999996e-07,0.0004425762036697588,0.04930362,5.026012211600004e-06,0.0013895297230387903
900,0.03540414,4.392320924000003e-07,0.0004107741479406708,0.04906365,5.442271704500002e-06,0.0014459263805604767
950,0.03507674,4.1651214039999934e-07,0.00040000912971589005,0.04883839,5.859238518900002e-06,0.0015002949941330288
1000,0.034787860000000004,3.747360184000004e-07,0.0003794187512874715,0.04854644,6.511741144400003e-06,0.0015816290582917048
1050,0.03450981,3.1886206690000047e-07,0.0003499915022115597,0.04825874,6.795587738400002e-06,0.0016157329561483063
1100,0.03425203,2.850116500999993e-07,0.00033089284595230485,0.04791377,7.506342486100001e-06,0.0016981273596112208
1150,0.03399585,2.762482765000003e-07,0.00032576607849842213,0.047746620000000004,8.027633703600004e-06,0.0017561024353878044
1200,0.03377299,2.598189608999997e-07,0.0003159304544030915,0.04757496,8.414878338399999e-06,0.0017979598611981703
1250,0.033553,2.7736335799999994e-07,0.00032642289688267884,0.04734505,9.2036827705e-06,0.001880342195749295
1300,0.03327581,2.3312343690000105e-07,0.00029926025382516865,0.0471645,9.808772694000005e-06,0.001941169265707409
1350,0.03306672,2.3696172959999952e-07,0.0003017138015456631,0.04695582,1.0315570889600001e-05,0.001990685739374434
1400,0.03285421,2.377137108999993e-07,0.0003021921560519792,0.04679017,1.0947773466100001e-05,0.002050779523678003
1450,0.0326461,1.9632709000000028e-07,0.00027462886755474214,0.04664878,1.1424268439599997e-05,0.0020949336418504367
1500,0.03247861,1.8744605089999942e-07,0.0002683454395247733,0.04648417,1.19441488001e-05,0.002142070074261441
1550,0.03230677,1.8705507209999886e-07,0.0002680654332396021,0.04634432,1.2372293055599997e-05,0.0021801238726823057
1600,0.03212843,1.642291521000001e-07,0.0002511777678671742,0.04612856,1.3124833264399998e-05,0.002245447827684247
1650,0.03196311,1.6777215289999966e-07,0.000253872704830716,0.0460264,1.3431281071999995e-05,0.002271510716818109
1700,0.0318148,1.745586639999995e-07,0.00025895647580672667,0.0459049,1.3849764565999998e-05,0.0023066264447618215
1750,0.03164106,1.762573664000005e-07,0.0002602134313908953,0.04578032,1.4334751125600002e-05,0.002346665291943122
1800,0.03148089,1.7366225489999956e-07,0.0002582907118778835,0.0456289,1.4796737413999997e-05,0.0023841800781321527
1850,0.03133661,1.7052754490000053e-07,0.0002559489434414297,0.04551118,1.5191826461599997e-05,0.0024158004995214846
1900,0.03119397,1.7084645009999987e-07,0.00025618815794336777,0.04524372,1.63652270196e-05,0.0025073622817314485
1950,0.0310754,1.6156936199999944e-07,0.0002491354774132335,0.04507603,1.68967442901e-05,0.002547754557739975
2000,0.03097783,1.455678621000002e-07,0.00023647695427744345,0.044788339999999996,1.4383435390399999e-05,0.0023506468342939274
2050,0.030868529999999998,1.3485535009999944e-07,0.0002276093831422944,0.044594930000000005,1.3563200526099998e-05,0.00228263862976744
2100,0.03076016,1.4453575439999987e-07,0.00023563712655331705,0.04443354,1.34620722924e-05,0.002274112946150297
2150,0.03066043,1.515455880999998e-07,0.00024128355336511422,0.04425878,1.3854634097599992e-05,0.0023070319102548222
2200,0.03052786,1.635575403999997e-07,0.000250663648581249,0.04411736,1.4470766108399998e-05,0.002357772149339911
2250,0.0304086,1.5597964200000005e-07,0.00024478794756016895,0.043984419999999996,1.4696100655599994e-05,0.0023760585068249677
2300,0.03031036,1.5302438239999992e-07,0.00024245792777878797,0.04388874,1.5039096832399994e-05,0.0024036263102102167
2350,0.03021575,1.6325743849999978e-07,0.00025043357916653254,0.04372357,1.5280268580099996e-05,0.0024228223165827113
2400,0.03011869,1.6406967890000036e-07,0.00025105578632292894,0.04361685,1.5652797172499993e-05,0.0024521783299318992
2450,0.03002374,1.7918035040000018e-07,0.0002623621988962283,0.04348895,1.628952998849999e-05,0.002501556683423775
2500,0.02992349,1.8461821490000006e-07,0.0002663135997953991,0.04333003,1.6824930910099992e-05,0.0025423346472138583
2550,0.02983464,1.9580321440000028e-07,0.0002742622154871212,0.04320691,1.7368613896899997e-05,0.002583084728504488
2600,0.02976423,2.062535300999999e-07,0.00028148597855526654,0.04307767,1.7229633576099998e-05,0.002572729296796415
2650,0.02968364,2.0727431839999992e-07,0.00028218168288629927,0.04298517,1.76001152981e-05,0.0026002423527275486
2700,0.02958848,2.0963777760000002e-07,0.00028378592044500027,0.04289657,1.7979653068099997e-05,0.0026281292819496714
2750,0.02950098,2.1974239960000066e-07,0.00029054473017133914,0.04280447,1.84299317201e-05,0.0026608349384344785
2800,0.029422379999999998,2.2683457559999973e-07,0.00029519615607676177,0.04264459,1.8709698980900002e-05,0.0026809546733398055
2850,0.02932476,2.5183042639999925e-07,0.00031103565166363764,0.04255377,1.9098279074100003e-05,0.002708651858232478
2900,0.02924934,2.655593184e-07,0.0003194014210308777,0.04245919,1.9556004470899996e-05,0.0027409185828004713
2950,0.029162630000000002,2.6860218409999964e-07,0.00032122611202057633,0.042325470000000004,2.0195529232099997e-05,0.0027853751111481437
3000,0.02906912,2.768901376000004e-07,0.00032614431661523116,0.04221559,2.0699661770900004e-05,0.0028199258972371856
3050,0.02899008,2.7238804959999985e-07,0.0003234819827043478,0.04210914,2.12268231484e-05,0.0028556078828665087
3100,0.02891745,2.907702904999997e-07,0.00033421896235623713,0.0420136,2.170954663e-05,0.0028878953293671843
3150,0.02884749,2.972488709000003e-07,0.0003379217753340914,0.04191043,2.2189637502099985e-05,0.0029196525722775184
3200,0.02878243,3.0149851409999987e-07,0.0003403287663078982,0.04181897,2.2620031296099993e-05,0.002947831613696714
3250,0.02871434,3.0240280240000036e-07,0.00034083876036915777,0.04171233,2.3230881286099994e-05,0.002987369303395242
3300,0.02867163,3.1803974610000006e-07,0.00034953991025600496,0.04161232,2.337012597959999e-05,0.002996308995468113
3350,0.02864435,3.3188125249999997e-07,0.0003570651228563215,0.04152654,2.3758997206400004e-05,0.003021134946805691
3400,0.02858599,3.306390728999997e-07,0.0003563962769800828,0.04144227,2.41014387101e-05,0.0030428290610666933
3450,0.02853102,3.317302176e-07,0.0003569838657323549,0.04136382,2.4471142787600005e-05,0.0030660779855190274
3500,0.02849565,3.2996918650000016e-07,0.00035603505822578773,0.0412907,2.4847533983999997e-05,0.003089567713336841
3550,0.02843834,3.3883161039999965e-07,0.0003607846330586488,0.0411848,2.4372352762e-05,0.003059882846948543
3600,0.02841163,3.349486481e-07,0.0003587114058042983,0.04112106,2.4682880912399993e-05,0.0030793141332620777
3650,0.02838403,3.402885581000005e-07,0.00036155947294974335,0.04104216,2.4976566712400002e-05,0.003097579356245064
3700,0.02833007,3.5189595009999986e-07,0.00036767424194579626,0.04097476,2.521489728239999e-05,0.0031123230777036597
3750,0.02828144,3.549899804e-07,0.00036928708462450184,0.0408858,2.566292733e-05,0.003139851933307174
3800,0.02823853,3.6664979410000014e-07,0.0003753027909587884,0.04081999,2.5966752636899986e-05,0.0031583837152872195
3850,0.02818938,3.8506842159999953e-07,0.00038461394259940165,0.04074313,2.62178401761e-05,0.0031736170975797595
3900,0.02815432,3.937026556e-07,0.0003889020598753573,0.04064068,2.5832177877600005e-05,0.003150188796478525
3950,0.02810502,4.23977017600001e-07,0.00040357776336316696,0.04056849,2.6133188606899987e-05,0.003168489503726768
4000,0.0280657,4.3639291600000116e-07,0.0004094443828049915,0.040489119999999997,2.650610703159999e-05,0.003191016464586081
4050,0.0280321,4.415078999999996e-07,0.0004118369517952461,0.04039958,2.6938825075600003e-05,0.003216958041542118
4100,0.0279825,4.5837379599999995e-07,0.00041962945257853387,0.04032621,2.724180637089999e-05,0.0032349980425720416
4150,0.027944010000000002,4.739619989000004e-07,0.00042670509898221765,0.04027647,2.7461101570100004e-05,0.0032479927307753655
4200,0.02791495,4.7449144649999986e-07,0.0004269433616856455,0.040215640000000004,2.77750668524e-05,0.003266507260365111
4250,0.02788727,4.523568361000006e-07,0.00041686616815972996,0.04012728,2.8035476175599986e-05,0.0032817843511752094
4300,0.0278415,4.572852900000005e-07,0.0004191309067658936,0.040083350000000004,2.8287756804499994e-05,0.003296517048949803
4350,0.02780377,4.7411664810000026e-07,0.00042677470817059453,0.04001068,2.848143810359999e-05,0.0033077831340459687
4400,0.02777648,4.773608575999995e-07,0.0004282323517152993,0.0399433,2.8828134583999997e-05,0.0033278545914431773
4450,0.02775631,4.799520469e-07,0.0004293930348027364,0.03982682,2.80510527376e-05,0.003282695907280541
4500,0.02774171,4.881028788999999e-07,0.0004330237891366062,0.03977492,2.8328377479600004e-05,0.003298883067427995
4550,0.02772213,4.991826041000004e-07,0.00043791093751019297,0.03972605,2.8530354402500005e-05,0.003310622441062164
4600,0.02770034,5.149181643999998e-07,0.000444759442885594,0.03966095,2.8826598806499995e-05,0.0033277659469237073
4650,0.02767772,5.305913235999995e-07,0.000451477533077977,0.03959563,2.9162523204100002e-05,0.003347099477769828
4700,0.02764875,5.584364244999998e-07,0.00046317268576193034,0.03955127,2.93992966621e-05,0.0033606597277487547
4750,0.02762586,5.767191664000003e-07,0.00047069356800813,0.03946401,2.9609979382900006e-05,0.0033726798958298525
4800,0.02759569,6.070775709000003e-07,0.00048292330616459597,0.03940355,2.9923487886499994e-05,0.003390487738729907
4850,0.02757983,6.229243600999993e-07,0.0004891856724966664,0.039335999999999996,3.0285438863999997e-05,0.0034109315727516784
4900,0.02755753,6.328364560999995e-07,0.0004930623215937067,0.03928204,3.0497709508400002e-05,0.0034228643100109807
4950,0.02752761,6.396923288999995e-07,0.0004957259374596248,0.03922414,3.079858177039999e-05,0.003439706844037273
5000,0.02749118,6.379636655999995e-07,0.0004950556754314566,0.03916395,3.108693976849999e-05,0.0034557718069147675
5050,0.02746623,6.393436101000006e-07,0.0004955908002132567,0.03911065,3.13790746705e-05,0.003471971388911389
5100,0.02745288,6.494154896000003e-07,0.000499479183234633,0.03904635,3.168268603449999e-05,0.003488727657329175
5150,0.02742644,6.688470844000013e-07,0.0005068967310440111,0.039001140000000004,3.195095312640001e-05,0.0035034665908265524
5200,0.02741528,6.585844136000002e-07,0.000502992831289449,0.03895025,3.215975321050001e-05,0.0035148955593794933
5250,0.02740757,6.560727780999996e-07,0.0005020327862150996,0.03886089,3.262600471490001e-05,0.0035402833179388324
5300,0.02739059,6.675450969000004e-07,0.0005064031244227312,0.03879403,3.30150864341e-05,0.0035613305946687753
5350,0.02737229,6.630837769000002e-07,0.0005047080975513511,0.03874708,3.3245981555599994e-05,0.0035737622017139436
5400,0.0273502,6.737710459999999e-07,0.0005087591621104822,0.03868811,3.3563031968899984e-05,0.0035907623648986603
5450,0.02732777,6.852214200999992e-07,0.0005130639928367764,0.038641669999999996,3.381668081609999e-05,0.003604305217696328
5500,0.02730978,6.982332196000005e-07,0.0005179124188910093,0.0385941,3.400944639399999e-05,0.00361456344898233
5550,0.027296090000000002,6.933174189000002e-07,0.000516086058370718,0.03855137,3.42848679261e-05,0.003629169996361506
5600,0.02727373,7.020332820999996e-07,0.000519319849082948,0.03851114,3.428150828840001e-05,0.0036289921774608092
5650,0.02725693,7.055620901000004e-07,0.000520623407592106,0.03846763,3.454917201410001e-05,0.0036431318835497377
5700,0.02723711,7.191018069000008e-07,0.0005255950438680946,0.03842723,3.4773707270100004e-05,0.003654951078315771
