gen,bandit_adaptive mean,bandit_adaptive var,fixed_ops mean,fixed_ops var
7600,0.038767010000000005,2.9999038868999947e-06,0.04829519,2.1076262109e-06
7650,0.03875534,2.991497150399996e-06,0.04825234,2.0205365583999993e-06
7700,0.03874383,2.9978303000999987e-06,0.048246880000000006,2.014465927600001e-06
7750,0.0387254,3.0205002799999944e-06,0.04824679,2.0144063629000006e-06
7800,0.03871281,3.0342231009000005e-06,0.04824196,2.0370627484000006e-06
7850,0.0387046,3.020090600000003e-06,0.04823658,2.0348347475999987e-06
7900,0.03868912,3.0358304676000003e-06,0.04822825,2.038126814500004e-06
7950,0.03867472,3.0152183015999998e-06,0.04822261,2.0408339069000047e-06
8000,0.03866735,3.0270391824999985e-06,0.04821221,2.0473893049000032e-06
8050,0.03865945,3.0470690345000007e-06,0.04820334,2.0595962324000037e-06
8100,0.03864305,3.016068752500001e-06,0.04820007,2.053524008100003e-06
8150,0.038631769999999996,3.025128656100002e-06,0.04818686,2.0512866043999997e-06
8200,0.0386274,3.0262552880000027e-06,0.04816894,1.988039788399999e-06
8250,0.038619930000000004,3.038697210100001e-06,0.048166539999999994,1.9860032603999983e-06
8300,0.038612350000000004,3.050903950500001e-06,0.0481625,1.9747415719999983e-06
8350,0.0386052,3.0542583320000014e-06,0.04814231,1.9631029468999994e-06
8400,0.03858857,3.0434215820999974e-06,0.04813709,1.970470876899999e-06
8450,0.03857582,3.0705060675999977e-06,0.04812555,1.9784938784999974e-06
8500,0.03856771,3.0644253668999955e-06,0.04811265,1.9837923224999996e-06
8550,0.038554820000000004,3.0923810535999954e-06,0.048107369999999997,1.9879812201e-06
8600,0.03854805,3.0953263244999955e-06,0.04809322,2.0190335876000013e-06
8650,0.03853811,3.112087610899998e-06,0.04804915,2.120316408500001e-06
8700,0.038531510000000005,3.109984566899998e-06,0.048040519999999996,2.118461459600002e-06
8750,0.03851751,3.1139345128999994e-06,0.048028890000000005,2.085854368899999e-06
8800,0.03850958,3.1264358916e-06,0.04802282,2.0615707096000003e-06
8850,0.03850076,3.1424143023999975e-06,0.04801979,2.0671652808999997e-06
8900,0.03849462,3.153432715599998e-06,0.048014509999999996,2.0471444029000007e-06
8950,0.03848941,3.1622994829000003e-06,0.04799974,2.0454362723999997e-06
9000,0.03847904,3.185589334399999e-06,0.047981609999999994,2.0273634448999986e-06
9050,0.0384667,3.2025625019999993e-06,0.04797816,2.0298861543999992e-06
9100,0.03845605,3.1990024484999995e-06,0.047965789999999994,2.0515794049000024e-06
9150,0.0384467,3.1878699220000025e-06,0.047949189999999996,2.0221997149000016e-06
9200,0.03844249,3.1965324968999983e-06,0.04793055,2.0120680985000017e-06
9250,0.03842423,3.237558036099998e-06,0.04791526,2.0051501183999994e-06
9300,0.038417259999999995,3.2328830564000002e-06,0.04788835,2.0277716524999997e-06
9350,0.03840712,3.2537736796000034e-06,0.047882469999999996,2.0397558261e-06
9400,0.038394109999999995,3.245260446900003e-06,0.04788025,2.0439429084999987e-06
9450,0.03838587,3.2648944520999995e-06,0.04787003,2.045339178100001e-06
9500,0.038379960000000005,3.273776030399997e-06,0.04786361,2.0394178489000003e-06
9550,0.03836947,3.296493806100002e-06,0.04785257,2.0185950921e-06
9600,0.038362810000000004,3.3008610728999978e-06,0.04784678,2.0120137276e-06
9650,0.03835577,3.303593686099997e-06,0.04783819,2.023285894899999e-06
9700,0.03834838,3.3118303175999996e-06,0.04783762,2.0239006455999995e-06
9750,0.0383316,3.3365810940000015e-06,0.0478321,2.0323040260000004e-06
9800,0.03832012,3.3392958856000015e-06,0.04782778,2.0151201936000007e-06
9850,0.03830542,3.3297214716000014e-06,0.047815779999999995,1.9923610696e-06
9900,0.038291950000000005,3.3382119265000018e-06,0.04780758,1.9889018796000016e-06
9950,0.038283319999999996,3.348449743600003e-06,0.04779935,1.9559709264999995e-06
10000,0.038271,3.356805564e-06,0.04778823,1.948759036100003e-06
