Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 2 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 2
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1094.96
Gen 100: best_fit = 1088.33
Gen 150: best_fit = 1085.42
Gen 200: best_fit = 1085.41
Gen 250: best_fit = 1065.08
Gen 300: best_fit = 1063.74
Gen 350: best_fit = 1062.17
Gen 400: best_fit = 1062.01
Gen 450: best_fit = 1061.22
Gen 500: best_fit = 1061.05
Gen 550: best_fit = 1061.05
Gen 600: best_fit = 1061.05
Gen 650: best_fit = 1051.47
Gen 700: best_fit = 1051.47
Gen 750: best_fit = 1051
Gen 800: best_fit = 1050.51
Gen 850: best_fit = 1050.15
Gen 900: best_fit = 1050.11
Gen 950: best_fit = 1050.1
Gen 1000: best_fit = 1048.83
Gen 1050: best_fit = 1048.43
Gen 1100: best_fit = 1048.43
Gen 1150: best_fit = 1048.29
Gen 1200: best_fit = 1047.86
Gen 1250: best_fit = 1047.86
Gen 1300: best_fit = 1047.86
Gen 1350: best_fit = 1047.81
Gen 1400: best_fit = 1047.8
Gen 1450: best_fit = 1047.8
Gen 1500: best_fit = 1047.04
Gen 1550: best_fit = 1046.97
Gen 1600: best_fit = 1046.86
Gen 1650: best_fit = 1046.5
Gen 1700: best_fit = 1040.17
Gen 1750: best_fit = 1039.02
Gen 1800: best_fit = 1038.88
Gen 1850: best_fit = 1038.64
Gen 1900: best_fit = 1038.64
Gen 1950: best_fit = 1038.31
Gen 2000: best_fit = 1038.26
Gen 2050: best_fit = 1038.26
Gen 2100: best_fit = 1038.26
Gen 2150: best_fit = 1038.17
Gen 2200: best_fit = 1038.16
Gen 2250: best_fit = 1038.16
Gen 2300: best_fit = 1037.95
Gen 2350: best_fit = 1037.95
Gen 2400: best_fit = 1031.99
Gen 2450: best_fit = 1030.87
Gen 2500: best_fit = 1030.6
Gen 2550: best_fit = 1030.23
Gen 2600: best_fit = 1029.71
Gen 2650: best_fit = 1029.17
Gen 2700: best_fit = 1029.14
Gen 2750: best_fit = 1029.14
Gen 2800: best_fit = 1028.78
Gen 2850: best_fit = 1028.78
Gen 2900: best_fit = 1028.78
Gen 2950: best_fit = 1028.41
Gen 3000: best_fit = 1028.23
Gen 3050: best_fit = 1028.08
Gen 3100: best_fit = 1027.84
Gen 3150: best_fit = 1027.84
Gen 3200: best_fit = 1027.84
Gen 3250: best_fit = 1027.84
Gen 3300: best_fit = 1027.71
Gen 3350: best_fit = 1027.61
Gen 3400: best_fit = 1027.61
Gen 3450: best_fit = 1027.61
Gen 3500: best_fit = 1027.45
Gen 3550: best_fit = 1027.45
Gen 3600: best_fit = 1027.45
Gen 3650: best_fit = 1027.45
Gen 3700: best_fit = 1027.45
Gen 3750: best_fit = 1027.45
Gen 3800: best_fit = 1027.25
Gen 3850: best_fit = 1027.25
Gen 3900: best_fit = 1027.25
Gen 3950: best_fit = 1027.24
Gen 4000: best_fit = 1027.24
Gen 4050: best_fit = 1027.02
Gen 4100: best_fit = 1027
Gen 4150: best_fit = 1026.96
Gen 4200: best_fit = 1026.96
Gen 4250: best_fit = 1026.7
Gen 4300: best_fit = 1026.7
Gen 4350: best_fit = 1026.7
Gen 4400: best_fit = 1026.7
Gen 4450: best_fit = 1025.93
Gen 4500: best_fit = 1025.3
Gen 4550: best_fit = 1025.29
Gen 4600: best_fit = 1025.29
Gen 4650: best_fit = 1025.11
Gen 4700: best_fit = 1010.47
Gen 4750: best_fit = 1010.01
Gen 4800: best_fit = 1009.78
Gen 4850: best_fit = 1009.78
Gen 4900: best_fit = 1009.77
Gen 4950: best_fit = 1009.24
Gen 5000: best_fit = 1009.08
Gen 5050: best_fit = 1009.07
Gen 5100: best_fit = 1008.77
Gen 5150: best_fit = 1008.76
Gen 5200: best_fit = 1008.76
Gen 5250: best_fit = 1008.5
Gen 5300: best_fit = 1008.5
Gen 5350: best_fit = 1008.5
Gen 5400: best_fit = 995.659
Gen 5450: best_fit = 995.542
Gen 5500: best_fit = 995.542
Gen 5550: best_fit = 995.407
Gen 5600: best_fit = 994.761
Gen 5650: best_fit = 994.756
Gen 5700: best_fit = 994.527
Gen 5750: best_fit = 994.479
Gen 5800: best_fit = 983.68
Gen 5850: best_fit = 983.494
Gen 5900: best_fit = 983.201
Gen 5950: best_fit = 983.201
Gen 6000: best_fit = 983.201
Gen 6050: best_fit = 983.201
Gen 6100: best_fit = 983.127
Gen 6150: best_fit = 983.124
Gen 6200: best_fit = 983.124
Gen 6250: best_fit = 983.07
Gen 6300: best_fit = 983.07
Gen 6350: best_fit = 982.988
Gen 6400: best_fit = 982.8
Gen 6450: best_fit = 982.776
Gen 6500: best_fit = 982.692
Gen 6550: best_fit = 982.674
Gen 6600: best_fit = 982.674
Gen 6650: best_fit = 982.674
Gen 6700: best_fit = 982.408
Gen 6750: best_fit = 982.272
Gen 6800: best_fit = 981.669
Gen 6850: best_fit = 981.57
Gen 6900: best_fit = 981.422
Gen 6950: best_fit = 981.158
Gen 7000: best_fit = 980.836
Gen 7050: best_fit = 980.822
Gen 7100: best_fit = 980.808
Gen 7150: best_fit = 980.74
Gen 7200: best_fit = 980.74
Gen 7250: best_fit = 980.644
Gen 7300: best_fit = 980.468
Gen 7350: best_fit = 980.049
Gen 7400: best_fit = 979.997
Gen 7450: best_fit = 979.754
Gen 7500: best_fit = 979.754
Gen 7550: best_fit = 979.283
Gen 7600: best_fit = 979.283
Gen 7650: best_fit = 979.167
Gen 7700: best_fit = 978.971
Gen 7750: best_fit = 978.952
Gen 7800: best_fit = 978.401
Gen 7850: best_fit = 978.183
Gen 7900: best_fit = 978.182
