Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1089.33
Gen 100: best_fit = 1089.28
Gen 150: best_fit = 1089
Gen 200: best_fit = 1049.43
Gen 250: best_fit = 1049.43
Gen 300: best_fit = 1049.26
Gen 350: best_fit = 1048.58
Gen 400: best_fit = 1041.17
Gen 450: best_fit = 1041.17
Gen 500: best_fit = 1034.99
Gen 550: best_fit = 1033.11
Gen 600: best_fit = 1033.09
Gen 650: best_fit = 1033.03
Gen 700: best_fit = 1020
Gen 750: best_fit = 1019.06
Gen 800: best_fit = 1018.85
Gen 850: best_fit = 1016.57
Gen 900: best_fit = 1014.45
Gen 950: best_fit = 1013.96
Gen 1000: best_fit = 1013.45
Gen 1050: best_fit = 1013.45
Gen 1100: best_fit = 1013.43
Gen 1150: best_fit = 1010.22
Gen 1200: best_fit = 1010.22
Gen 1250: best_fit = 1009.82
Gen 1300: best_fit = 1009.62
Gen 1350: best_fit = 1008.29
Gen 1400: best_fit = 1007.99
Gen 1450: best_fit = 1007.94
Gen 1500: best_fit = 1006.87
Gen 1550: best_fit = 1006.87
Gen 1600: best_fit = 1006.86
Gen 1650: best_fit = 1006.86
Gen 1700: best_fit = 1006.41
Gen 1750: best_fit = 1006.4
Gen 1800: best_fit = 1006.4
Gen 1850: best_fit = 1006.4
Gen 1900: best_fit = 1006.36
Gen 1950: best_fit = 1006.36
Gen 2000: best_fit = 1006.36
Gen 2050: best_fit = 1006.36
Gen 2100: best_fit = 1005.65
Gen 2150: best_fit = 1005.43
Gen 2200: best_fit = 1005.42
Gen 2250: best_fit = 1005.33
Gen 2300: best_fit = 1005.26
Gen 2350: best_fit = 1005.26
Gen 2400: best_fit = 1005.25
Gen 2450: best_fit = 1005.25
Gen 2500: best_fit = 1005.25
Gen 2550: best_fit = 1005.24
Gen 2600: best_fit = 1005.24
Gen 2650: best_fit = 1005.24
Gen 2700: best_fit = 1005.23
Gen 2750: best_fit = 1005.23
Gen 2800: best_fit = 1005.23
Gen 2850: best_fit = 1005.23
Gen 2900: best_fit = 1005.23
Gen 2950: best_fit = 1005.23
Gen 3000: best_fit = 1005.01
Gen 3050: best_fit = 1004.98
Gen 3100: best_fit = 1004.89
Gen 3150: best_fit = 1004.7
Gen 3200: best_fit = 1004.47
Gen 3250: best_fit = 1004.47
Gen 3300: best_fit = 1004.45
Gen 3350: best_fit = 1004.15
Gen 3400: best_fit = 1003.98
Gen 3450: best_fit = 1003.98
Gen 3500: best_fit = 1003.9
Gen 3550: best_fit = 1003.89
Gen 3600: best_fit = 1003.89
Gen 3650: best_fit = 1003.89
Gen 3700: best_fit = 1003.61
Gen 3750: best_fit = 1003.61
Gen 3800: best_fit = 1003.01
Gen 3850: best_fit = 1003.01
Gen 3900: best_fit = 1002.9
Gen 3950: best_fit = 1002.9
Gen 4000: best_fit = 1002.72
Gen 4050: best_fit = 1002.31
Gen 4100: best_fit = 1002.31
Gen 4150: best_fit = 1002.12
Gen 4200: best_fit = 1001.82
Gen 4250: best_fit = 1001.82
Gen 4300: best_fit = 1001.77
Gen 4350: best_fit = 1001.76
Gen 4400: best_fit = 1001.7
Gen 4450: best_fit = 1001.66
Gen 4500: best_fit = 1000.52
Gen 4550: best_fit = 1000.37
Gen 4600: best_fit = 1000
Gen 4650: best_fit = 999.901
Gen 4700: best_fit = 999.898
Gen 4750: best_fit = 998.554
Gen 4800: best_fit = 998.451
Gen 4850: best_fit = 998.451
Gen 4900: best_fit = 998.029
Gen 4950: best_fit = 998.029
Gen 5000: best_fit = 998.029
