Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 3 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1038.73
Gen 100: best_fit = 1015.41
Gen 150: best_fit = 1009.83
Gen 200: best_fit = 998.834
Gen 250: best_fit = 992.546
Gen 300: best_fit = 984.026
Gen 350: best_fit = 981.534
Gen 400: best_fit = 978.965
Gen 450: best_fit = 965.804
Gen 500: best_fit = 961.405
Gen 550: best_fit = 960.197
Gen 600: best_fit = 958.967
Gen 650: best_fit = 958.879
Gen 700: best_fit = 958.834
Gen 750: best_fit = 958.252
Gen 800: best_fit = 958.141
Gen 850: best_fit = 958.042
Gen 900: best_fit = 957.964
Gen 950: best_fit = 957.95
Gen 1000: best_fit = 957.89
Gen 1050: best_fit = 957.549
Gen 1100: best_fit = 957.362
Gen 1150: best_fit = 957.246
Gen 1200: best_fit = 957.165
Gen 1250: best_fit = 957.153
Gen 1300: best_fit = 957.118
Gen 1350: best_fit = 957.09
Gen 1400: best_fit = 957.083
Gen 1450: best_fit = 957.068
Gen 1500: best_fit = 957.024
Gen 1550: best_fit = 956.665
Gen 1600: best_fit = 956.515
Gen 1650: best_fit = 952.876
Gen 1700: best_fit = 952.856
Gen 1750: best_fit = 952.645
Gen 1800: best_fit = 952.609
Gen 1850: best_fit = 952.608
Gen 1900: best_fit = 952.595
Gen 1950: best_fit = 952.595
Gen 2000: best_fit = 952.584
Gen 2050: best_fit = 952.579
Gen 2100: best_fit = 952.537
Gen 2150: best_fit = 952.534
Gen 2200: best_fit = 952.529
Gen 2250: best_fit = 952.527
Gen 2300: best_fit = 952.521
Gen 2350: best_fit = 952.52
Gen 2400: best_fit = 952.476
Gen 2450: best_fit = 952.475
Gen 2500: best_fit = 952.459
Gen 2550: best_fit = 952.459
Gen 2600: best_fit = 952.459
Gen 2650: best_fit = 952.458
Gen 2700: best_fit = 952.458
Gen 2750: best_fit = 952.458
Gen 2800: best_fit = 952.458
Gen 2850: best_fit = 952.457
Gen 2900: best_fit = 952.457
Gen 2950: best_fit = 952.457
Gen 3000: best_fit = 952.456
Gen 3050: best_fit = 952.456
Gen 3100: best_fit = 952.456
Gen 3150: best_fit = 952.449
Gen 3200: best_fit = 952.449
Gen 3250: best_fit = 952.449
Gen 3300: best_fit = 952.449
Gen 3350: best_fit = 952.449
Gen 3400: best_fit = 952.449
Gen 3450: best_fit = 952.447
Gen 3500: best_fit = 952.447
Gen 3550: best_fit = 952.43
Gen 3600: best_fit = 952.43
Gen 3650: best_fit = 952.43
Gen 3700: best_fit = 952.43
Gen 3750: best_fit = 952.43
Gen 3800: best_fit = 952.43
Gen 3850: best_fit = 952.43
