Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GDE --seed 6 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 6
Pini (heuristic prob): 0.4
Solver: GDE
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1029.65
Gen 100: best_fit = 1020.59
Gen 150: best_fit = 1014.1
Gen 200: best_fit = 998.91
Gen 250: best_fit = 996.673
Gen 300: best_fit = 976.768
Gen 350: best_fit = 973.51
Gen 400: best_fit = 972.194
Gen 450: best_fit = 971.641
Gen 500: best_fit = 971.452
Gen 550: best_fit = 970.611
Gen 600: best_fit = 970.483
Gen 650: best_fit = 970.11
Gen 700: best_fit = 969.616
Gen 750: best_fit = 969.185
Gen 800: best_fit = 969.047
Gen 850: best_fit = 959.851
Gen 900: best_fit = 959.675
Gen 950: best_fit = 959.607
Gen 1000: best_fit = 959.424
Gen 1050: best_fit = 959.388
Gen 1100: best_fit = 959.343
Gen 1150: best_fit = 959.289
Gen 1200: best_fit = 959.105
Gen 1250: best_fit = 959.104
Gen 1300: best_fit = 959.016
Gen 1350: best_fit = 958.985
Gen 1400: best_fit = 958.985
Gen 1450: best_fit = 958.975
Gen 1500: best_fit = 958.968
Gen 1550: best_fit = 958.862
Gen 1600: best_fit = 958.861
Gen 1650: best_fit = 958.804
Gen 1700: best_fit = 958.789
Gen 1750: best_fit = 958.767
Gen 1800: best_fit = 958.747
Gen 1850: best_fit = 958.745
Gen 1900: best_fit = 958.744
Gen 1950: best_fit = 958.732
Gen 2000: best_fit = 958.727
Gen 2050: best_fit = 958.717
Gen 2100: best_fit = 958.706
Gen 2150: best_fit = 958.701
Gen 2200: best_fit = 958.692
Gen 2250: best_fit = 958.689
Gen 2300: best_fit = 958.687
Gen 2350: best_fit = 958.68
Gen 2400: best_fit = 958.68
Gen 2450: best_fit = 958.68
Gen 2500: best_fit = 958.68
Gen 2550: best_fit = 958.68
Gen 2600: best_fit = 958.679
Gen 2650: best_fit = 958.66
Gen 2700: best_fit = 958.658
Gen 2750: best_fit = 958.658
Gen 2800: best_fit = 958.657
Gen 2850: best_fit = 958.657
Gen 2900: best_fit = 958.652
Gen 2950: best_fit = 958.643
Gen 3000: best_fit = 958.643
Gen 3050: best_fit = 958.643
Gen 3100: best_fit = 958.642
Gen 3150: best_fit = 958.642
Gen 3200: best_fit = 958.642
Gen 3250: best_fit = 958.642
Gen 3300: best_fit = 958.642
Gen 3350: best_fit = 958.641
Gen 3400: best_fit = 958.641
Gen 3450: best_fit = 958.64
Gen 3500: best_fit = 958.64
Gen 3550: best_fit = 958.64
Gen 3600: best_fit = 958.64
Gen 3650: best_fit = 958.64
Gen 3700: best_fit = 958.639
Gen 3750: best_fit = 958.639
Gen 3800: best_fit = 958.639
Gen 3850: best_fit = 958.639
Gen 3900: best_fit = 958.639
Gen 3950: best_fit = 958.639
Gen 4000: best_fit = 958.639
Gen 4050: best_fit = 958.639
Gen 4100: best_fit = 958.639
Gen 4150: best_fit = 958.639
Gen 4200: best_fit = 958.637
Gen 4250: best_fit = 958.637
Gen 4300: best_fit = 958.637
Gen 4350: best_fit = 958.637
Gen 4400: best_fit = 958.637
