Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1038.27
Gen 100: best_fit = 1038
Gen 150: best_fit = 1035.6
Gen 200: best_fit = 1035.12
Gen 250: best_fit = 1034.93
Gen 300: best_fit = 1033.86
Gen 350: best_fit = 1032.04
Gen 400: best_fit = 1023.74
Gen 450: best_fit = 1022.92
Gen 500: best_fit = 1022.82
Gen 550: best_fit = 1021.61
Gen 600: best_fit = 1021.61
Gen 650: best_fit = 1021.61
Gen 700: best_fit = 1020.9
Gen 750: best_fit = 1020.89
Gen 800: best_fit = 1020.37
Gen 850: best_fit = 1019.6
Gen 900: best_fit = 1019.59
Gen 950: best_fit = 1019.54
Gen 1000: best_fit = 1019.4
Gen 1050: best_fit = 1019.4
Gen 1100: best_fit = 1019.4
Gen 1150: best_fit = 1019.4
Gen 1200: best_fit = 1019.4
Gen 1250: best_fit = 1019.35
Gen 1300: best_fit = 1018.8
Gen 1350: best_fit = 1018.52
Gen 1400: best_fit = 1018.51
Gen 1450: best_fit = 1010.25
Gen 1500: best_fit = 1008.58
Gen 1550: best_fit = 1008.57
Gen 1600: best_fit = 1008.39
Gen 1650: best_fit = 1008.05
Gen 1700: best_fit = 1007.42
Gen 1750: best_fit = 1007.42
Gen 1800: best_fit = 1007.41
Gen 1850: best_fit = 1007.41
Gen 1900: best_fit = 1007.24
Gen 1950: best_fit = 1007.16
Gen 2000: best_fit = 1007.16
Gen 2050: best_fit = 1006.78
Gen 2100: best_fit = 1005.98
Gen 2150: best_fit = 1005.94
Gen 2200: best_fit = 1005.43
Gen 2250: best_fit = 1005.14
Gen 2300: best_fit = 1005.01
Gen 2350: best_fit = 1005.01
Gen 2400: best_fit = 1004.9
Gen 2450: best_fit = 1004.9
Gen 2500: best_fit = 1004.9
Gen 2550: best_fit = 1004.9
Gen 2600: best_fit = 1004.9
Gen 2650: best_fit = 1004.19
Gen 2700: best_fit = 1002.97
Gen 2750: best_fit = 1002.82
Gen 2800: best_fit = 1002.79
Gen 2850: best_fit = 1002.66
Gen 2900: best_fit = 1002.66
Gen 2950: best_fit = 1001.92
Gen 3000: best_fit = 1001.9
Gen 3050: best_fit = 1001.71
Gen 3100: best_fit = 1001.47
Gen 3150: best_fit = 1001.02
Gen 3200: best_fit = 1000.75
Gen 3250: best_fit = 1000.73
Gen 3300: best_fit = 1000.4
Gen 3350: best_fit = 1000.3
Gen 3400: best_fit = 1000.3
Gen 3450: best_fit = 1000.3
Gen 3500: best_fit = 1000.3
Gen 3550: best_fit = 1000.1
Gen 3600: best_fit = 999.981
Gen 3650: best_fit = 999.831
Gen 3700: best_fit = 999.826
Gen 3750: best_fit = 999.047
Gen 3800: best_fit = 999.047
Gen 3850: best_fit = 998.244
Gen 3900: best_fit = 998.051
Gen 3950: best_fit = 997.867
Gen 4000: best_fit = 997.602
Gen 4050: best_fit = 997.147
Gen 4100: best_fit = 997.145
Gen 4150: best_fit = 996.803
Gen 4200: best_fit = 996.803
Gen 4250: best_fit = 996.486
Gen 4300: best_fit = 996.486
Gen 4350: best_fit = 996.486
Gen 4400: best_fit = 996.017
Gen 4450: best_fit = 996.014
Gen 4500: best_fit = 995.953
Gen 4550: best_fit = 995.873
Gen 4600: best_fit = 995.873
Gen 4650: best_fit = 995.873
Gen 4700: best_fit = 995.812
Gen 4750: best_fit = 995.544
Gen 4800: best_fit = 995.484
Gen 4850: best_fit = 995.484
Gen 4900: best_fit = 995.36
Gen 4950: best_fit = 995.359
Gen 5000: best_fit = 995.345
Gen 5050: best_fit = 994.919
Gen 5100: best_fit = 994.527
Gen 5150: best_fit = 994.331
Gen 5200: best_fit = 994.323
Gen 5250: best_fit = 993.811
Gen 5300: best_fit = 993.808
Gen 5350: best_fit = 993.808
Gen 5400: best_fit = 993.784
Gen 5450: best_fit = 993.639
Gen 5500: best_fit = 993.639
Gen 5550: best_fit = 993.639
Gen 5600: best_fit = 993.625
Gen 5650: best_fit = 993.577
Gen 5700: best_fit = 993.577
Gen 5750: best_fit = 993.577
Gen 5800: best_fit = 993.556
Gen 5850: best_fit = 993.556
Gen 5900: best_fit = 993.54
Gen 5950: best_fit = 993.497
Gen 6000: best_fit = 992.413
Gen 6050: best_fit = 992.409
Gen 6100: best_fit = 992.409
Gen 6150: best_fit = 992.409
Gen 6200: best_fit = 992.384
Gen 6250: best_fit = 992.384
Gen 6300: best_fit = 992.359
Gen 6350: best_fit = 992.234
Gen 6400: best_fit = 992.234
Gen 6450: best_fit = 992.234
Gen 6500: best_fit = 992.234
Gen 6550: best_fit = 992.234
Gen 6600: best_fit = 991.921
Gen 6650: best_fit = 991.921
Gen 6700: best_fit = 991.921
Gen 6750: best_fit = 991.786
Gen 6800: best_fit = 991.293
Gen 6850: best_fit = 991.163
Gen 6900: best_fit = 990.765
Gen 6950: best_fit = 990.765
Gen 7000: best_fit = 990.765
Gen 7050: best_fit = 990.765
Gen 7100: best_fit = 990.765
Gen 7150: best_fit = 990.763
Gen 7200: best_fit = 990.537
Gen 7250: best_fit = 990.537
Gen 7300: best_fit = 990.537
Gen 7350: best_fit = 990.537
Gen 7400: best_fit = 990.537
Gen 7450: best_fit = 990.32
Gen 7500: best_fit = 990.061
Gen 7550: best_fit = 989.919
Gen 7600: best_fit = 989.852
Gen 7650: best_fit = 988.38
Gen 7700: best_fit = 988.361
Gen 7750: best_fit = 988.33
Gen 7800: best_fit = 988.249
Gen 7850: best_fit = 988.249
Gen 7900: best_fit = 987.313
Gen 7950: best_fit = 987.285
Gen 8000: best_fit = 987.285
Gen 8050: best_fit = 987.22
Gen 8100: best_fit = 987.22
Gen 8150: best_fit = 987.209
Gen 8200: best_fit = 987.209
Gen 8250: best_fit = 987.209
Gen 8300: best_fit = 987.209
Gen 8350: best_fit = 987.192
Gen 8400: best_fit = 987.192
Gen 8450: best_fit = 987.192
Gen 8500: best_fit = 987.18
Gen 8550: best_fit = 986.746
Gen 8600: best_fit = 986.173
Gen 8650: best_fit = 986.173
Gen 8700: best_fit = 986.173
Gen 8750: best_fit = 986.109
Gen 8800: best_fit = 986.007
Gen 8850: best_fit = 984.981
Gen 8900: best_fit = 984.964
Gen 8950: best_fit = 984.693
Gen 9000: best_fit = 984.693
Gen 9050: best_fit = 975.809
Gen 9100: best_fit = 975.762
Gen 9150: best_fit = 975.673
Gen 9200: best_fit = 975.673
Gen 9250: best_fit = 975.63
Gen 9300: best_fit = 975.547
Gen 9350: best_fit = 975.547
Gen 9400: best_fit = 975.512
Gen 9450: best_fit = 975.43
Gen 9500: best_fit = 975.185
Gen 9550: best_fit = 975.059
Gen 9600: best_fit = 975.038
Gen 9650: best_fit = 975.012
Gen 9700: best_fit = 975.012
Gen 9750: best_fit = 975.012
Gen 9800: best_fit = 974.998
Gen 9850: best_fit = 974.977
Gen 9900: best_fit = 974.824
Gen 9950: best_fit = 974.824
Gen 10000: best_fit = 974.803

=== Final Results ===
Solver: GA
Generation = 10000
The best solution = 974.803
Time = 14.305 s

exit code 0
