Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver GA --seed 6 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 6
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"
Gen 50: best_fit = 1109.99
Gen 100: best_fit = 1109.21
Gen 150: best_fit = 1106.7
Gen 200: best_fit = 1077.92
Gen 250: best_fit = 1076.08
Gen 300: best_fit = 1075.56
Gen 350: best_fit = 1075.56
Gen 400: best_fit = 1064.95
Gen 450: best_fit = 1059.75
Gen 500: best_fit = 1059.72
Gen 550: best_fit = 1059.57
Gen 600: best_fit = 1059.57
Gen 650: best_fit = 1058.94
Gen 700: best_fit = 1058.94
Gen 750: best_fit = 1058.94
Gen 800: best_fit = 1058.94
Gen 850: best_fit = 1058.74
Gen 900: best_fit = 1058.56
Gen 950: best_fit = 1058.56
Gen 1000: best_fit = 1058.46
Gen 1050: best_fit = 1056.25
Gen 1100: best_fit = 1052.76
Gen 1150: best_fit = 1052.76
Gen 1200: best_fit = 1052.76
Gen 1250: best_fit = 1052.66
Gen 1300: best_fit = 1021.19
Gen 1350: best_fit = 1021.18
Gen 1400: best_fit = 1021.18
Gen 1450: best_fit = 1020.91
Gen 1500: best_fit = 1020.81
Gen 1550: best_fit = 1011.88
Gen 1600: best_fit = 1010.95
Gen 1650: best_fit = 1010.91
Gen 1700: best_fit = 1010.75
Gen 1750: best_fit = 1010.46
Gen 1800: best_fit = 1005.56
Gen 1850: best_fit = 1005.45
Gen 1900: best_fit = 1005.06
Gen 1950: best_fit = 1005.06
Gen 2000: best_fit = 1004.57
Gen 2050: best_fit = 1003.93
Gen 2100: best_fit = 1003.69
Gen 2150: best_fit = 1003.69
Gen 2200: best_fit = 1003.67
Gen 2250: best_fit = 998.775
Gen 2300: best_fit = 998.775
Gen 2350: best_fit = 998.775
Gen 2400: best_fit = 998.672
Gen 2450: best_fit = 998.672
Gen 2500: best_fit = 997.016
Gen 2550: best_fit = 996.899
Gen 2600: best_fit = 996.766
Gen 2650: best_fit = 996.73
Gen 2700: best_fit = 996.73
Gen 2750: best_fit = 996.11
Gen 2800: best_fit = 996.11
Gen 2850: best_fit = 996.104
Gen 2900: best_fit = 995.67
Gen 2950: best_fit = 995.494
Gen 3000: best_fit = 995.225
Gen 3050: best_fit = 995.204
Gen 3100: best_fit = 995.117
Gen 3150: best_fit = 995.113
Gen 3200: best_fit = 994.975
Gen 3250: best_fit = 994.933
Gen 3300: best_fit = 994.926
Gen 3350: best_fit = 994.916
Gen 3400: best_fit = 994.631
Gen 3450: best_fit = 994.631
Gen 3500: best_fit = 994.427
Gen 3550: best_fit = 993.688
Gen 3600: best_fit = 993.602
Gen 3650: best_fit = 993.602
Gen 3700: best_fit = 993.597
Gen 3750: best_fit = 993.569
Gen 3800: best_fit = 993.066
Gen 3850: best_fit = 993.066
Gen 3900: best_fit = 993.031
Gen 3950: best_fit = 993.031
Gen 4000: best_fit = 993.028
Gen 4050: best_fit = 992.51
Gen 4100: best_fit = 992.51
Gen 4150: best_fit = 992.159
Gen 4200: best_fit = 992.159
Gen 4250: best_fit = 992.099
Gen 4300: best_fit = 991.292
Gen 4350: best_fit = 991.228
Gen 4400: best_fit = 990.842
Gen 4450: best_fit = 990.759
Gen 4500: best_fit = 990.712
Gen 4550: best_fit = 990.709
Gen 4600: best_fit = 990.526
Gen 4650: best_fit = 990.526
Gen 4700: best_fit = 990.526
Gen 4750: best_fit = 990.526
Gen 4800: best_fit = 990.526
Gen 4850: best_fit = 990.526
Gen 4900: best_fit = 990.452
Gen 4950: best_fit = 990.132
Gen 5000: best_fit = 990.131
Gen 5050: best_fit = 990.094
Gen 5100: best_fit = 989.984
Gen 5150: best_fit = 989.804
Gen 5200: best_fit = 989.804
Gen 5250: best_fit = 989.804
Gen 5300: best_fit = 989.712
Gen 5350: best_fit = 989.699
Gen 5400: best_fit = 989.699
Gen 5450: best_fit = 989.597
Gen 5500: best_fit = 989.594
Gen 5550: best_fit = 989.388
Gen 5600: best_fit = 989.316
Gen 5650: best_fit = 989.316
Gen 5700: best_fit = 989.314
Gen 5750: best_fit = 989.314
Gen 5800: best_fit = 989.298
Gen 5850: best_fit = 989.054
Gen 5900: best_fit = 988.848
Gen 5950: best_fit = 988.848
Gen 6000: best_fit = 988.843
Gen 6050: best_fit = 988.629
Gen 6100: best_fit = 988.629
Gen 6150: best_fit = 988.626
Gen 6200: best_fit = 988.553
Gen 6250: best_fit = 981.743
Gen 6300: best_fit = 981.01
Gen 6350: best_fit = 981.01
Gen 6400: best_fit = 980.404
Gen 6450: best_fit = 980.393
Gen 6500: best_fit = 980.393
Gen 6550: best_fit = 979.839
Gen 6600: best_fit = 979.575
Gen 6650: best_fit = 979.448
Gen 6700: best_fit = 979.275
Gen 6750: best_fit = 979.275
Gen 6800: best_fit = 979.275
Gen 6850: best_fit = 979.272
Gen 6900: best_fit = 979.014
Gen 6950: best_fit = 979.014
Gen 7000: best_fit = 978.582
Gen 7050: best_fit = 978.17
Gen 7100: best_fit = 978.109
Gen 7150: best_fit = 978.109
Gen 7200: best_fit = 978.109
Gen 7250: best_fit = 977.914
Gen 7300: best_fit = 977.912
Gen 7350: best_fit = 977.909
Gen 7400: best_fit = 977.581
Gen 7450: best_fit = 977.564
Gen 7500: best_fit = 977.564
Gen 7550: best_fit = 977.564
Gen 7600: best_fit = 977.564
Gen 7650: best_fit = 977.56
Gen 7700: best_fit = 977.559
Gen 7750: best_fit = 977.559
Gen 7800: best_fit = 977.559
Gen 7850: best_fit = 977.165
Gen 7900: best_fit = 977.011
Gen 7950: best_fit = 976.888
Gen 8000: best_fit = 976.846
Gen 8050: best_fit = 976.831
Gen 8100: best_fit = 976.609
Gen 8150: best_fit = 976.465
Gen 8200: best_fit = 976.25
Gen 8250: best_fit = 976.25
Gen 8300: best_fit = 976.14
Gen 8350: best_fit = 976.133
Gen 8400: best_fit = 976.133
Gen 8450: best_fit = 976.104
Gen 8500: best_fit = 976.097
Gen 8550: best_fit = 976.065
Gen 8600: best_fit = 976.065
Gen 8650: best_fit = 976.065
Gen 8700: best_fit = 976.065
Gen 8750: best_fit = 976.065
Gen 8800: best_fit = 976.065
Gen 8850: best_fit = 975.836
Gen 8900: best_fit = 975.811
Gen 8950: best_fit = 975.81
Gen 9000: best_fit = 975.766
Gen 9050: best_fit = 975.565
Gen 9100: best_fit = 975.54
Gen 9150: best_fit = 975.54
Gen 9200: best_fit = 975.442
Gen 9250: best_fit = 975.442
Gen 9300: best_fit = 975.366
Gen 9350: best_fit = 975.016
Gen 9400: best_fit = 974.724
Gen 9450: best_fit = 974.724
Gen 9500: best_fit = 974.717
Gen 9550: best_fit = 974.674
Gen 9600: best_fit = 974.665
Gen 9650: best_fit = 974.665
Gen 9700: best_fit = 974.665
Gen 9750: best_fit = 974.665
Gen 9800: best_fit = 974.577
Gen 9850: best_fit = 974.576
Gen 9900: best_fit = 974.576
Gen 9950: best_fit = 974.576
Gen 10000: best_fit = 974.563

=== Final Results ===
Solver: GA
Generation = 10000
The best solution = 974.563
Time = 13.814 s

exit code 0
