gen,bandit_adaptive mean,bandit_adaptive var,random_ops mean,random_ops var,fixed_ops mean,fixed_ops var
3950,0.04025539,1.914243146900002e-06,0.03941498,1.1280699176000003e-06,0.04050956,1.9549896503999963e-06
4000,0.04023605,1.9278613905000016e-06,0.03937157,1.1495793221000004e-06,0.04046441,1.9834381669000006e-06
4050,0.04019298,1.9011576415999984e-06,0.03932553,1.1473722201000008e-06,0.04042319,1.9451764868999997e-06
4100,0.04016037,1.918850212100002e-06,0.03929301,1.1381748049000016e-06,0.040362949999999995,1.9333825105000017e-06
4150,0.040135330000000004,1.9387169821000013e-06,0.03923973,1.1521557820999963e-06,0.04032068,1.960676163599998e-06
4200,0.04008071,1.9474515388999994e-06,0.039201549999999995,1.1450312885000015e-06,0.04027613,1.9613302881000045e-06
4250,0.04004216,1.9496729104000007e-06,0.03916103,1.1723900041000009e-06,0.04021183,1.9923487900999987e-06
4300,0.039995249999999996,1.9504471565e-06,0.03911071,1.1862938209e-06,0.04018332,1.998465677599999e-06
4350,0.039956210000000006,1.976541680900001e-06,0.03907789,1.1591718789000025e-06,0.04014574,2.0224019624000007e-06
4400,0.03990085,2.020707780499999e-06,0.03901509,1.1485273208999978e-06,0.04011536,2.0317155204000015e-06
4450,0.03986231,2.0636471289000008e-06,0.038982,1.1589718620000009e-06,0.040087040000000004,2.028400614399997e-06
4500,0.03983169,2.1144293629e-06,0.03896131,1.166512672899999e-06,0.040043709999999996,2.063506714899999e-06
4550,0.03981392,2.144316933600002e-06,0.03893253,1.1586963901000029e-06,0.03999959,2.0648463608999985e-06
4600,0.03980207,2.1598528881000003e-06,0.03889571,1.1271747309e-06,0.03995221,2.0977998368999974e-06
4650,0.039764129999999995,2.1829181321000033e-06,0.03886486,1.1391060983999987e-06,0.03992634,2.1227884403999993e-06
4700,0.0397285,2.241857543999998e-06,0.03882466,1.1305863704000009e-06,0.03990823,2.1406462781000014e-06
4750,0.039713530000000004,2.2616896920999988e-06,0.038783670000000006,1.135142332099998e-06,0.039880149999999996,2.1508734725000014e-06
4800,0.039693259999999994,2.2782540223999975e-06,0.03875957,1.141738854100001e-06,0.03984303,2.1716498140999988e-06
4850,0.03968319,2.2978809928999964e-06,0.038698670000000004,1.165904034100001e-06,0.03980634,2.1848362384000018e-06
4900,0.03965328,2.350596587599998e-06,0.03866501,1.1534295589000018e-06,0.03975856,2.205074222400002e-06
4950,0.03963466,2.3781434323999988e-06,0.03863501,1.1510835828999999e-06,0.03971707,2.2264449100999974e-06
5000,0.03961806,2.403917562400001e-06,0.038603900000000003,1.1663943020000015e-06,0.03968102,2.2353525796000016e-06
5050,0.03958968,2.4385274476000006e-06,0.03856964,1.164919466399998e-06,0.03965402,2.2345310116e-06
