config,mean,std,best,median,worst,mean±std
bandit_adaptive,0.038271,0.0019312648601370035,0.0364965,0.03758,0.0419295,0.038271 ± 0.001931
random_ops,0.03715867,0.0011910914826792744,0.0357963,0.037049,0.0392896,0.037159 ± 0.001191
fixed_ops,0.038265640000000004,0.0017949964389936822,0.0352349,0.038280449999999994,0.0410992,0.038266 ± 0.001795
