Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --cchihh_fixed_ops --seed 4 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 4
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: enabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1886.15
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.102453
Gen 50: best_fit = 0.0746443
Gen 100: best_fit = 0.0675952
Gen 150: best_fit = 0.0635844
Gen 200: best_fit = 0.0593285
Gen 250: best_fit = 0.0568678
Gen 300: best_fit = 0.0552196
Gen 350: best_fit = 0.0531811
Gen 400: best_fit = 0.0518394
Gen 450: best_fit = 0.0510035
Gen 500: best_fit = 0.0504302
Gen 550: best_fit = 0.0497693
Gen 600: best_fit = 0.0490996
Gen 650: best_fit = 0.0486037
Gen 700: best_fit = 0.0482618
Gen 750: best_fit = 0.047866
Gen 800: best_fit = 0.0475727
Gen 850: best_fit = 0.047087
Gen 900: best_fit = 0.0466169
Gen 950: best_fit = 0.0463349
Gen 1000: best_fit = 0.0460988
Gen 1050: best_fit = 0.0458061
Gen 1100: best_fit = 0.0456041
Gen 1150: best_fit = 0.04543
Gen 1200: best_fit = 0.045285
Gen 1250: best_fit = 0.0450278
Gen 1300: best_fit = 0.044792
Gen 1350: best_fit = 0.0446077
Gen 1400: best_fit = 0.0443803
Gen 1450: best_fit = 0.044171
Gen 1500: best_fit = 0.0440165
Gen 1550: best_fit = 0.0439115
Gen 1600: best_fit = 0.0438025
Gen 1650: best_fit = 0.0437251
Gen 1700: best_fit = 0.0433475
Gen 1750: best_fit = 0.0431827
Gen 1800: best_fit = 0.0429452
Gen 1850: best_fit = 0.0428019
Gen 1900: best_fit = 0.0426561
Gen 1950: best_fit = 0.0425701
Gen 2000: best_fit = 0.0424351
Gen 2050: best_fit = 0.0423453
Gen 2100: best_fit = 0.0422526
Gen 2150: best_fit = 0.0421059
Gen 2200: best_fit = 0.0419882
Gen 2250: best_fit = 0.0419098
Gen 2300: best_fit = 0.0417396
Gen 2350: best_fit = 0.0416923
Gen 2400: best_fit = 0.0416034
Gen 2450: best_fit = 0.0414507
Gen 2500: best_fit = 0.041387
Gen 2550: best_fit = 0.0413405
Gen 2600: best_fit = 0.0412891
Gen 2650: best_fit = 0.0411245
Gen 2700: best_fit = 0.0410587
Gen 2750: best_fit = 0.0410056
Gen 2800: best_fit = 0.040948
