gen,CCHIHH_Full mean,CCHIHH_Full var,CGA mean,CGA var,IMOMA mean,IMOMA var,DSAC_DE mean,DSAC_DE var
50,0.054951530000000005,1.4698069180999992e-06,0.05729575,8.761965904999987e-07,0.05467535999999999,2.9893504083999997e-06,0.04344753,4.197456561000004e-07
100,0.05077222,1.2715007896000007e-06,0.05664021,6.273988929000006e-07,0.05316429,2.3550212509000023e-06,0.04307675,1.3169000084999994e-06
150,0.0483989,1.9073182440000005e-06,0.05593382,3.7302645760000157e-07,0.05210648,1.3825507256e-06,0.04298688,1.6405584056000009e-06
200,0.04633273,2.261669518099999e-06,0.05554583,5.051994961000021e-07,0.051885669999999995,1.0726855441000007e-06,0.04283798,1.5705350336000004e-06
250,0.04471117,2.5283377561000013e-06,0.05543116,4.232412243999994e-07,0.051672989999999995,1.1260225929000016e-06,0.04280779,1.5674137108999988e-06
300,0.04326386,2.443367184400003e-06,0.0551368,6.792199539999993e-07,0.051453729999999996,1.3228082160999999e-06,0.04276668,1.6821252336e-06
350,0.04205097,2.225077708100003e-06,0.05498839,6.669672068999994e-07,0.05121941,1.2398274289000012e-06,0.04273632,1.6685410396000001e-06
400,0.04103797,2.3414476880999972e-06,0.054705369999999996,7.586570000999984e-07,0.05072607999999999,1.2087453956000009e-06,0.04264324,1.7605509143999983e-06
450,0.04016045,2.1315906804999977e-06,0.05446258,7.491944855999981e-07,0.05040926,1.1073581344000004e-06,0.0426221,1.8391526539999993e-06
500,0.03921657,1.542356182099999e-06,0.05426873,8.176156820999991e-07,0.05016559,6.736587369000001e-07,0.04259779,1.8386673329000004e-06
550,0.03856933,1.195912202100001e-06,0.053967169999999995,7.125820301000005e-07,0.050049180000000006,5.154829636000002e-07,0.04249352,1.7933992475999996e-06
600,0.03796998,9.875438316000008e-07,0.05375127,7.587619101e-07,0.050042659999999996,5.134080624000002e-07,0.04241001,1.8522535529000004e-06
650,0.037428420000000004,8.103502955999986e-07,0.05352057,7.064160621e-07,0.04980233,5.634748041000004e-07,0.04236782,1.7621810175999987e-06
