config,mean,std,best,median,worst,mean±std
CCHIHH_Full,0.02604341,0.0009363528328929577,0.0249303,0.02589325,0.0277064,0.026043 +- 0.000936
CGA,0.03921339,0.000876769439413173,0.0379143,0.039158250000000006,0.040613,0.039213 +- 0.000877
IMOMA,0.04650165,0.001373579538812531,0.0447715,0.0464459,0.0496032,0.046502 +- 0.001374
DSAC_DE,0.03722799,0.001158967546712734,0.0349763,0.0373245,0.0388377,0.037228 +- 0.001159
