Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --seed 10 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 10
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 4771.99
Gen 50: best_fit = 1605.7
Gen 100: best_fit = 1490.93
Gen 150: best_fit = 1441.69
Gen 200: best_fit = 1416.99
Gen 250: best_fit = 1366.3
Gen 300: best_fit = 1343.11
Gen 350: best_fit = 1332.62
Gen 400: best_fit = 1317.02
Gen 450: best_fit = 1310.22
Gen 500: best_fit = 1296.75
Gen 550: best_fit = 1293.15
Gen 600: best_fit = 1290.36
Gen 650: best_fit = 1286.24
Gen 700: best_fit = 1281.36
Gen 750: best_fit = 1279.9
Gen 800: best_fit = 1279.1
Gen 850: best_fit = 1276.69
Gen 900: best_fit = 1275.21
Gen 950: best_fit = 1274.23
Gen 1000: best_fit = 1273.61
Gen 1050: best_fit = 1271.81
Gen 1100: best_fit = 1270.2
Gen 1150: best_fit = 1269.32
Gen 1200: best_fit = 1268.86
Gen 1250: best_fit = 1267.47
Gen 1300: best_fit = 1266.86
