config,mean,std,best,median,worst,mean±std
migration_true,0.02604341,0.0009363528328929577,0.0249303,0.02589325,0.0277064,0.026043 ± 0.000936
migration_false,0.03755216,0.00346120721142847,0.0305052,0.0377608,0.0422398,0.037552 ± 0.003461
