Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CGA --seed 8 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_100.txt --cnum 100 --enum 100 --dnum 300 --tnum 100 --mopt 5
Command: 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '8' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\data' '--data_file' 'data_matrix_100.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '100' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 35
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_100.txt"
[Normalization] f1_ref (makespan) = 90.8788
[Normalization] f2_ref (energy) = 7.54135
[Normalization] alpha = 0.5

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.387336
Gen 100: best_fit = 0.386785
Gen 150: best_fit = 0.386478
Gen 200: best_fit = 0.386478
Gen 250: best_fit = 0.386478
Gen 300: best_fit = 0.386478
Gen 350: best_fit = 0.386029
Gen 400: best_fit = 0.386009
Gen 450: best_fit = 0.385621
Gen 500: best_fit = 0.384681
Gen 550: best_fit = 0.384395
Gen 600: best_fit = 0.38364
Gen 650: best_fit = 0.383537
Gen 700: best_fit = 0.382802
Gen 750: best_fit = 0.382087
Gen 800: best_fit = 0.381618
Gen 850: best_fit = 0.381148
Gen 900: best_fit = 0.380678
Gen 950: best_fit = 0.380188
Gen 1000: best_fit = 0.379739
Gen 1050: best_fit = 0.379412
Gen 1100: best_fit = 0.379146
Gen 1150: best_fit = 0.379146
Gen 1200: best_fit = 0.378656
Gen 1250: best_fit = 0.378329
Gen 1300: best_fit = 0.377941
Gen 1350: best_fit = 0.3779
Gen 1400: best_fit = 0.377655
Gen 1450: best_fit = 0.377369
Gen 1500: best_fit = 0.376164
Gen 1550: best_fit = 0.375633
Gen 1600: best_fit = 0.375572
Gen 1650: best_fit = 0.375572
Gen 1700: best_fit = 0.375266
Gen 1750: best_fit = 0.375
Gen 1800: best_fit = 0.374428
Gen 1850: best_fit = 0.374428
Gen 1900: best_fit = 0.373979
Gen 1950: best_fit = 0.373693
Gen 2000: best_fit = 0.373244
Gen 2050: best_fit = 0.372733
Gen 2100: best_fit = 0.372733
Gen 2150: best_fit = 0.372509
Gen 2200: best_fit = 0.372059
Gen 2250: best_fit = 0.372059
Gen 2300: best_fit = 0.371814
Gen 2350: best_fit = 0.371569
Gen 2400: best_fit = 0.371344
Gen 2450: best_fit = 0.371038
Gen 2500: best_fit = 0.370732
Gen 2550: best_fit = 0.370732
Gen 2600: best_fit = 0.370385
Gen 2650: best_fit = 0.370323
Gen 2700: best_fit = 0.369813
Gen 2750: best_fit = 0.369813
Gen 2800: best_fit = 0.369302
Gen 2850: best_fit = 0.369016
Gen 2900: best_fit = 0.368751
Gen 2950: best_fit = 0.368526
Gen 3000: best_fit = 0.368526
Gen 3050: best_fit = 0.368526
Gen 3100: best_fit = 0.368526
Gen 3150: best_fit = 0.368363
Gen 3200: best_fit = 0.36824
Gen 3250: best_fit = 0.368036
Gen 3300: best_fit = 0.368036
Gen 3350: best_fit = 0.367975
Gen 3400: best_fit = 0.367811
Gen 3450: best_fit = 0.36777
Gen 3500: best_fit = 0.367505
Gen 3550: best_fit = 0.36726
Gen 3600: best_fit = 0.36726
Gen 3650: best_fit = 0.366994
Gen 3700: best_fit = 0.36681
Gen 3750: best_fit = 0.366606
Gen 3800: best_fit = 0.366606
Gen 3850: best_fit = 0.366402
Gen 3900: best_fit = 0.366402
Gen 3950: best_fit = 0.366402
Gen 4000: best_fit = 0.366157
Gen 4050: best_fit = 0.365891
Gen 4100: best_fit = 0.365667
Gen 4150: best_fit = 0.365667
Gen 4200: best_fit = 0.365667
Gen 4250: best_fit = 0.365667
Gen 4300: best_fit = 0.365442
Gen 4350: best_fit = 0.365422
Gen 4400: best_fit = 0.365136
Gen 4450: best_fit = 0.364625
Gen 4500: best_fit = 0.364421
Gen 4550: best_fit = 0.364421
Gen 4600: best_fit = 0.36438
Gen 4650: best_fit = 0.364319
Gen 4700: best_fit = 0.364278
Gen 4750: best_fit = 0.364033
Gen 4800: best_fit = 0.363788
Gen 4850: best_fit = 0.363788
Gen 4900: best_fit = 0.363543
Gen 4950: best_fit = 0.363543
Gen 5000: best_fit = 0.363338
Gen 5050: best_fit = 0.363318
Gen 5100: best_fit = 0.363318
Gen 5150: best_fit = 0.363318
Gen 5200: best_fit = 0.363093
Gen 5250: best_fit = 0.363093
Gen 5300: best_fit = 0.362848
Gen 5350: best_fit = 0.362562
Gen 5400: best_fit = 0.362399
Gen 5450: best_fit = 0.362378
Gen 5500: best_fit = 0.3615
Gen 5550: best_fit = 0.3615
Gen 5600: best_fit = 0.3615
Gen 5650: best_fit = 0.3615
Gen 5700: best_fit = 0.36148
Gen 5750: best_fit = 0.36148
Gen 5800: best_fit = 0.36148
Gen 5850: best_fit = 0.36148
Gen 5900: best_fit = 0.361276
Gen 5950: best_fit = 0.361276
Gen 6000: best_fit = 0.360847
Gen 6050: best_fit = 0.360847
Gen 6100: best_fit = 0.360642
Gen 6150: best_fit = 0.360418
Gen 6200: best_fit = 0.360418
Gen 6250: best_fit = 0.360173
Gen 6300: best_fit = 0.360173
Gen 6350: best_fit = 0.359907
Gen 6400: best_fit = 0.359907
Gen 6450: best_fit = 0.359826
Gen 6500: best_fit = 0.359826
Gen 6550: best_fit = 0.359826
Gen 6600: best_fit = 0.359744
Gen 6650: best_fit = 0.359478
Gen 6700: best_fit = 0.359478
Gen 6750: best_fit = 0.359478
Gen 6800: best_fit = 0.359213
Gen 6850: best_fit = 0.359213
Gen 6900: best_fit = 0.359009
Gen 6950: best_fit = 0.358743
Gen 7000: best_fit = 0.358518
Gen 7050: best_fit = 0.358518
Gen 7100: best_fit = 0.358518
Gen 7150: best_fit = 0.358518
Gen 7200: best_fit = 0.358518
Gen 7250: best_fit = 0.358518
Gen 7300: best_fit = 0.358518
Gen 7350: best_fit = 0.358518
Gen 7400: best_fit = 0.358518
Gen 7450: best_fit = 0.358518
Gen 7500: best_fit = 0.358518
Gen 7550: best_fit = 0.358273
Gen 7600: best_fit = 0.358253
Gen 7650: best_fit = 0.358253
Gen 7700: best_fit = 0.358253
Gen 7750: best_fit = 0.358028
Gen 7800: best_fit = 0.357987
Gen 7850: best_fit = 0.357987
Gen 7900: best_fit = 0.357987
Gen 7950: best_fit = 0.357763
Gen 8000: best_fit = 0.357742
Gen 8050: best_fit = 0.357701
Gen 8100: best_fit = 0.357477
Gen 8150: best_fit = 0.357477
Gen 8200: best_fit = 0.357252
Gen 8250: best_fit = 0.357048
Gen 8300: best_fit = 0.357048
Gen 8350: best_fit = 0.357027
Gen 8400: best_fit = 0.357027
Gen 8450: best_fit = 0.357027
Gen 8500: best_fit = 0.356782
Gen 8550: best_fit = 0.356782
Gen 8600: best_fit = 0.356782
Gen 8650: best_fit = 0.356558
Gen 8700: best_fit = 0.356558
Gen 8750: best_fit = 0.356558
Gen 8800: best_fit = 0.356558
Gen 8850: best_fit = 0.356558
Gen 8900: best_fit = 0.356558
Gen 8950: best_fit = 0.356333
Gen 9000: best_fit = 0.356333
Gen 9050: best_fit = 0.356292
Gen 9100: best_fit = 0.356068
Gen 9150: best_fit = 0.356068
Gen 9200: best_fit = 0.356068
Gen 9250: best_fit = 0.356068
Gen 9300: best_fit = 0.356068
Gen 9350: best_fit = 0.355843
Gen 9400: best_fit = 0.355843
Gen 9450: best_fit = 0.355802
Gen 9500: best_fit = 0.355802
Gen 9550: best_fit = 0.355802
Gen 9600: best_fit = 0.355802
Gen 9650: best_fit = 0.355802
Gen 9700: best_fit = 0.355802
Gen 9750: best_fit = 0.355802
Gen 9800: best_fit = 0.355802
Gen 9850: best_fit = 0.355802
Gen 9900: best_fit = 0.355802
Gen 9950: best_fit = 0.355782
Gen 10000: best_fit = 0.355782

=== Final Results (CGA) ===
Solver: CGA
Generations = 10000
Best generation = 9906
Catastrophe triggers = 4
Best fitness = 0.355782
The best solution = 0.355782
Time = 77.161 s

exit code 0

exit code 0
