Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CGA --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_100.txt --cnum 100 --enum 100 --dnum 300 --tnum 100 --mopt 5
Command: 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '7' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\论文\CED_schedule_Final\data' '--data_file' 'data_matrix_100.txt' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '100' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 35
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_100.txt"
[Normalization] f1_ref (makespan) = 90.8788
[Normalization] f2_ref (energy) = 7.54135
[Normalization] alpha = 0.5

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.388337
Gen 100: best_fit = 0.386887
Gen 150: best_fit = 0.385907
Gen 200: best_fit = 0.385907
Gen 250: best_fit = 0.385682
Gen 300: best_fit = 0.3856
Gen 350: best_fit = 0.3856
Gen 400: best_fit = 0.385355
Gen 450: best_fit = 0.38413
Gen 500: best_fit = 0.383782
Gen 550: best_fit = 0.383578
Gen 600: best_fit = 0.382863
Gen 650: best_fit = 0.382292
Gen 700: best_fit = 0.38174
Gen 750: best_fit = 0.381291
Gen 800: best_fit = 0.381087
Gen 850: best_fit = 0.380025
Gen 900: best_fit = 0.379616
Gen 950: best_fit = 0.37933
Gen 1000: best_fit = 0.37886
Gen 1050: best_fit = 0.378574
Gen 1100: best_fit = 0.378329
Gen 1150: best_fit = 0.377737
Gen 1200: best_fit = 0.377492
Gen 1250: best_fit = 0.376675
Gen 1300: best_fit = 0.376675
Gen 1350: best_fit = 0.376226
Gen 1400: best_fit = 0.375736
Gen 1450: best_fit = 0.37545
Gen 1500: best_fit = 0.375286
Gen 1550: best_fit = 0.37498
Gen 1600: best_fit = 0.374694
Gen 1650: best_fit = 0.374204
Gen 1700: best_fit = 0.373938
Gen 1750: best_fit = 0.373673
Gen 1800: best_fit = 0.373407
Gen 1850: best_fit = 0.373203
Gen 1900: best_fit = 0.372938
Gen 1950: best_fit = 0.372713
Gen 2000: best_fit = 0.372386
Gen 2050: best_fit = 0.372161
Gen 2100: best_fit = 0.371875
Gen 2150: best_fit = 0.371365
Gen 2200: best_fit = 0.371079
Gen 2250: best_fit = 0.370854
Gen 2300: best_fit = 0.370813
Gen 2350: best_fit = 0.370589
Gen 2400: best_fit = 0.370589
Gen 2450: best_fit = 0.370323
Gen 2500: best_fit = 0.370323
Gen 2550: best_fit = 0.369976
Gen 2600: best_fit = 0.369976
Gen 2650: best_fit = 0.369241
Gen 2700: best_fit = 0.369241
Gen 2750: best_fit = 0.369241
Gen 2800: best_fit = 0.369241
Gen 2850: best_fit = 0.36873
Gen 2900: best_fit = 0.368689
Gen 2950: best_fit = 0.368546
Gen 3000: best_fit = 0.368546
Gen 3050: best_fit = 0.368506
Gen 3100: best_fit = 0.368506
Gen 3150: best_fit = 0.36826
Gen 3200: best_fit = 0.36826
Gen 3250: best_fit = 0.36824
Gen 3300: best_fit = 0.367341
Gen 3350: best_fit = 0.367341
Gen 3400: best_fit = 0.367301
Gen 3450: best_fit = 0.36726
Gen 3500: best_fit = 0.367076
Gen 3550: best_fit = 0.366565
Gen 3600: best_fit = 0.366565
Gen 3650: best_fit = 0.366565
Gen 3700: best_fit = 0.366075
Gen 3750: best_fit = 0.36581
Gen 3800: best_fit = 0.36581
Gen 3850: best_fit = 0.36581
Gen 3900: best_fit = 0.36581
Gen 3950: best_fit = 0.365544
Gen 4000: best_fit = 0.365054
Gen 4050: best_fit = 0.365054
Gen 4100: best_fit = 0.365054
Gen 4150: best_fit = 0.364564
Gen 4200: best_fit = 0.364564
Gen 4250: best_fit = 0.36389
Gen 4300: best_fit = 0.36389
Gen 4350: best_fit = 0.3634
Gen 4400: best_fit = 0.3634
Gen 4450: best_fit = 0.3634
Gen 4500: best_fit = 0.363134
Gen 4550: best_fit = 0.363134
Gen 4600: best_fit = 0.362889
Gen 4650: best_fit = 0.362358
Gen 4700: best_fit = 0.362154
Gen 4750: best_fit = 0.362154
Gen 4800: best_fit = 0.362154
Gen 4850: best_fit = 0.361725
Gen 4900: best_fit = 0.36148
Gen 4950: best_fit = 0.36148
Gen 5000: best_fit = 0.36148
Gen 5050: best_fit = 0.36148
Gen 5100: best_fit = 0.36148
Gen 5150: best_fit = 0.360969
Gen 5200: best_fit = 0.360969
Gen 5250: best_fit = 0.360969
Gen 5300: best_fit = 0.360683
Gen 5350: best_fit = 0.360642
Gen 5400: best_fit = 0.360642
Gen 5450: best_fit = 0.360642
Gen 5500: best_fit = 0.360418
Gen 5550: best_fit = 0.360132
Gen 5600: best_fit = 0.360132
Gen 5650: best_fit = 0.360132
Gen 5700: best_fit = 0.360132
Gen 5750: best_fit = 0.360132
Gen 5800: best_fit = 0.359907
Gen 5850: best_fit = 0.359907
Gen 5900: best_fit = 0.359907
Gen 5950: best_fit = 0.359642
Gen 6000: best_fit = 0.359642
Gen 6050: best_fit = 0.359642
Gen 6100: best_fit = 0.359642
Gen 6150: best_fit = 0.359642
Gen 6200: best_fit = 0.359437
Gen 6250: best_fit = 0.359152
Gen 6300: best_fit = 0.359152
Gen 6350: best_fit = 0.358723
Gen 6400: best_fit = 0.358723
Gen 6450: best_fit = 0.358682
Gen 6500: best_fit = 0.358457
Gen 6550: best_fit = 0.358457
Gen 6600: best_fit = 0.358457
Gen 6650: best_fit = 0.358457
Gen 6700: best_fit = 0.358457
Gen 6750: best_fit = 0.358192
Gen 6800: best_fit = 0.358192
Gen 6850: best_fit = 0.357967
Gen 6900: best_fit = 0.357967
Gen 6950: best_fit = 0.357701
Gen 7000: best_fit = 0.357477
Gen 7050: best_fit = 0.357477
Gen 7100: best_fit = 0.357477
Gen 7150: best_fit = 0.357477
Gen 7200: best_fit = 0.357416
Gen 7250: best_fit = 0.357273
Gen 7300: best_fit = 0.357273
Gen 7350: best_fit = 0.357273
Gen 7400: best_fit = 0.357211
Gen 7450: best_fit = 0.357211
Gen 7500: best_fit = 0.357211
Gen 7550: best_fit = 0.357211
Gen 7600: best_fit = 0.357211
Gen 7650: best_fit = 0.356987
Gen 7700: best_fit = 0.356987
Gen 7750: best_fit = 0.356987
Gen 7800: best_fit = 0.356782
Gen 7850: best_fit = 0.356782
Gen 7900: best_fit = 0.356782
Gen 7950: best_fit = 0.356374
Gen 8000: best_fit = 0.356374
Gen 8050: best_fit = 0.356374
Gen 8100: best_fit = 0.356149
Gen 8150: best_fit = 0.355925
Gen 8200: best_fit = 0.35572
Gen 8250: best_fit = 0.35572
Gen 8300: best_fit = 0.35572
Gen 8350: best_fit = 0.35572
Gen 8400: best_fit = 0.35572
Gen 8450: best_fit = 0.35572
Gen 8500: best_fit = 0.35572
Gen 8550: best_fit = 0.35572
Gen 8600: best_fit = 0.355475
Gen 8650: best_fit = 0.355475
Gen 8700: best_fit = 0.355475
Gen 8750: best_fit = 0.355414
Gen 8800: best_fit = 0.355169
Gen 8850: best_fit = 0.355169
Gen 8900: best_fit = 0.355108
Gen 8950: best_fit = 0.355087
Gen 9000: best_fit = 0.355087
Gen 9050: best_fit = 0.355087
Gen 9100: best_fit = 0.354883
Gen 9150: best_fit = 0.354883
Gen 9200: best_fit = 0.354842
Gen 9250: best_fit = 0.354842
Gen 9300: best_fit = 0.354842
Gen 9350: best_fit = 0.354842
Gen 9400: best_fit = 0.354842
Gen 9450: best_fit = 0.354842
Gen 9500: best_fit = 0.354842
Gen 9550: best_fit = 0.354842
Gen 9600: best_fit = 0.354638
Gen 9650: best_fit = 0.354638
Gen 9700: best_fit = 0.354638
Gen 9750: best_fit = 0.354638
Gen 9800: best_fit = 0.354638
Gen 9850: best_fit = 0.354638
Gen 9900: best_fit = 0.354413
Gen 9950: best_fit = 0.354413
Gen 10000: best_fit = 0.354413

=== Final Results (CGA) ===
Solver: CGA
Generations = 10000
Best generation = 9856
Catastrophe triggers = 2
Best fitness = 0.354413
The best solution = 0.354413
Time = 73.878 s

exit code 0

exit code 0
