gen,blocks mean,blocks var,no_blocks mean,no_blocks var
4650,54.66476,0.0001686384000000063,55.19145999999999,0.022878050399999898
4700,54.66473,0.000168722100000005,55.19112,0.022805963599999913
4750,54.66432,0.00018828759999998018,55.190070000000006,0.023377298100000013
4800,54.664229999999996,0.000184854099999975,55.1885,0.023163509999999995
4850,54.66389,0.0002048188999999681,55.18670999999999,0.022882282899999926
4900,54.66389,0.0002048188999999681,55.18628,0.023186675599999974
4950,54.66389,0.0002048188999999681,55.18591,0.02345125889999961
5000,54.66386,0.00020489239999996704,55.18474,0.02377668639999962
5050,54.66353,0.0002067700999999685,55.183719999999994,0.02406321160000008
5100,54.66353,0.0002067700999999685,55.18329,0.02400237090000007
5150,54.66304,0.00021016439999998034,55.18294999999999,0.023966004500000075
5200,54.6626,0.00020278999999998742,55.182579999999994,0.023928793600000053
5250,54.66229,0.0002057628999999837,55.182579999999994,0.023928793600000053
5300,54.66229,0.0002057628999999837,55.18187,0.02380332810000016
5350,54.66226,0.00020614239999998727,55.18107,0.0237296801000002
5400,54.66226,0.00020614239999998727,55.18107,0.0237296801000002
5450,54.66226,0.00020614239999998727,55.18074,0.0239665903999999
5500,54.66217,0.0002076660999999893,55.17966,0.02377949439999997
5550,54.66214,0.00020805639999998366,55.17933000000001,0.02393964009999977
5600,54.66214,0.00020805639999998366,55.17902,0.02416310360000002
5650,54.66214,0.00020805639999998366,55.178309999999996,0.024274584900000208
5700,54.66214,0.00020805639999998366,55.17788,0.02448798960000024
5750,54.66214,0.00020805639999998366,55.17659,0.024715218900000203
5800,54.66214,0.00020805639999998366,55.17625,0.024889652500000164
5850,54.66180000000001,0.000194979999999989,55.175850000000004,0.02484169250000019
5900,54.66149,0.0001997508999999932,55.174789999999994,0.024917906899999877
5950,54.661159999999995,0.0001923424000000018,55.174389999999995,0.025127098900000134
6000,54.66079,0.00018264889999998173,55.173649999999995,0.025047540500000066
6050,54.66014,0.0001957484000000123,55.17285,0.025185780499999994
6100,54.66014,0.0001957484000000123,55.17285,0.025185780499999994
6150,54.66014,0.0001957484000000123,55.17088,0.026103797600000284
6200,54.66014,0.0001957484000000123,55.16816,0.026165136400000018
6250,54.66014,0.0001957484000000123,55.16786,0.026106342400000017
6300,54.65983,0.00018994210000000474,55.16749,0.02631215489999973
6350,54.65952,0.0001980795999999941,55.167089999999995,0.02660046689999957
6400,54.65952,0.0001980795999999941,55.16669,0.02657997889999958
6450,54.659209999999995,0.00020528089999998652,55.16669,0.02657997889999958
6500,54.659209999999995,0.00020528089999998652,55.16632,0.026787663599999696
6550,54.659209999999995,0.00020528089999998652,55.16602,0.026722965599999694
6600,54.659209999999995,0.00020528089999998652,55.16534,0.026588080399999586
6650,54.659209999999995,0.00020528089999998652,55.16503,0.026524800099999656
6700,54.659180000000006,0.00020695759999996265,55.164660000000005,0.026733994399999773
6750,54.659180000000006,0.00020695759999996265,55.16432,0.02692839959999973
6800,54.659180000000006,0.00020695759999996265,55.16432,0.02692839959999973
6850,54.659180000000006,0.00020695759999996265,55.16432,0.02692839959999973
6900,54.659180000000006,0.00020695759999996265,55.16432,0.02692839959999973
6950,54.659180000000006,0.00020695759999996265,55.16309,0.027050036899999713
7000,54.659029999999994,0.00020839009999996938,55.16272,0.026978075599999672
7050,54.659029999999994,0.00020839009999996938,55.16232,0.026904571599999715
7100,54.659029999999994,0.00020839009999996938,55.16002999999999,0.026988724100000073
7150,54.659029999999994,0.00020839009999996938,55.16002999999999,0.026988724100000073
7200,54.65872,0.0002265715999999887,55.15848999999999,0.02702183690000024
7250,54.65872,0.0002265715999999887,55.15848999999999,0.02702183690000024
7300,54.65841,0.00022372889999998456,55.15686000000001,0.027456422400000253
7350,54.65841,0.00022372889999998456,55.15686000000001,0.027456422400000253
7400,54.65841,0.00022372889999998456,55.15686000000001,0.027456422400000253
7450,54.658069999999995,0.00023035209999998393,55.15649,0.02737800090000036
7500,54.658069999999995,0.00023035209999998393,55.155719999999995,0.02752371759999997
7550,54.658069999999995,0.00023035209999998393,55.15504,0.027386874399999716
7600,54.658069999999995,0.00023035209999998393,55.15504,0.027386874399999716
7650,54.658069999999995,0.00023035209999998393,55.154729999999994,0.027573516099999917
7700,54.658069999999995,0.00023035209999998393,55.15433,0.02781690009999978
7750,54.658069999999995,0.00023035209999998393,55.15393,0.028041848099999968
7800,54.658069999999995,0.00023035209999998393,55.153620000000004,0.028263885599999705
7850,54.657770000000006,0.0002492040999999846,55.15288,0.02875162559999999
7900,54.65743,0.0002725280999999788,55.15245,0.02901892650000003
7950,54.65743,0.0002725280999999788,55.15245,0.02901892650000003
8000,54.65709,0.0002824949000000086,55.152049999999996,0.029309526499999867
8050,54.65709,0.0002824949000000086,55.151250000000005,0.02922560649999984
