gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.2675,0.6825,0.03,0.02,0.43,0.505,0.0425,0.0225,0.365,0.5825,0.0275,0.025,0.2325,0.349167,0.194167,0.01,0.168333,0.0141667,0.00916667,0.0225
100,0.3575,0.585,0.0475,0.01,0.71,0.1225,0.1675,0,0.7825,0.1325,0.07,0.015,0.355833,0.455833,0.0441667,0.0158333,0.0408333,0.0558333,0.0233333,0.00833333
150,0.3925,0.54,0.0675,0,0.33,0.395,0.275,0,0.22,0.64,0.14,0,0.240833,0.253333,0.213333,0.0225,0.131667,0.0916667,0.0466667,0
200,0.5675,0.3725,0.06,0,0.45,0.3175,0.23,0.0025,0.4225,0.565,0.0125,0,0.339167,0.265,0.188333,0.02,0.105833,0.0766667,0.00416667,0.000833333
250,0.5125,0.4175,0.07,0,0.2625,0.455,0.2825,0,0.5,0.485,0.015,0,0.258333,0.305833,0.161667,0.0233333,0.151667,0.0941667,0.005,0
300,0.5125,0.4575,0.03,0,0.235,0.47,0.295,0,0.3875,0.55,0.035,0.0275,0.249167,0.281667,0.183333,0.01,0.156667,0.0983333,0.0116667,0.00916667
350,0.4625,0.535,0.0025,0,0.2175,0.4325,0.35,0,0.285,0.6475,0.04,0.0275,0.226667,0.273333,0.215833,0.000833333,0.144167,0.116667,0.0133333,0.00916667
400,0.505,0.49,0.005,0,0.1525,0.5525,0.295,0,0.37,0.625,0.005,0,0.219167,0.286667,0.208333,0.00166667,0.184167,0.0983333,0.00166667,0
450,0.5725,0.355,0.0725,0,0.175,0.515,0.31,0,0.245,0.7275,0.0275,0,0.249167,0.2,0.2425,0.0241667,0.171667,0.103333,0.00916667,0
500,0.495,0.395,0.1075,0.0025,0.09,0.51,0.4,0,0.225,0.7575,0.0175,0,0.195,0.206667,0.2525,0.0358333,0.17,0.133333,0.00583333,0.000833333
550,0.615,0.27,0.115,0,0.1425,0.5375,0.32,0,0.2025,0.7725,0.025,0,0.2525,0.1575,0.2575,0.0383333,0.179167,0.106667,0.00833333,0
600,0.5,0.3475,0.1525,0,0.0825,0.53,0.3875,0,0.1775,0.7725,0.05,0,0.194167,0.175,0.2575,0.0508333,0.176667,0.129167,0.0166667,0
650,0.4075,0.4725,0.12,0,0.0975,0.5325,0.37,0,0.2,0.7675,0.0325,0,0.168333,0.224167,0.255833,0.04,0.1775,0.123333,0.0108333,0
700,0.3925,0.5,0.1075,0,0.1025,0.435,0.46,0.0025,0.205,0.7675,0.0275,0,0.165,0.235,0.255833,0.0358333,0.145,0.153333,0.00916667,0.000833333
750,0.625,0.3575,0.0175,0,0.1075,0.5675,0.325,0,0.1675,0.8175,0.015,0,0.244167,0.175,0.2725,0.00583333,0.189167,0.108333,0.005,0
800,0.555,0.4025,0.0425,0,0.055,0.465,0.48,0,0.135,0.855,0.01,0,0.203333,0.179167,0.285,0.0141667,0.155,0.16,0.00333333,0
