config,mean,std,best,median,worst,mean±std
stable_true_gate15,0.02604341,0.0009363528328929577,0.0249303,0.02589325,0.0277064,0.026043 ± 0.000936
stable_false,0.026852949999999997,0.0006440573684765117,0.0259114,0.0269905,0.0277896,0.026853 ± 0.000644
