time_seconds,generation,best_fitness,best_f1,best_f2
0.0000000000,0,0.1122126897,1653.1565605790,226.8722212318
0.0071937000,1,0.1054235196,1461.3274863099,215.0285192547
0.0132779000,2,0.0973839105,1588.2102663089,193.7432222807
0.0190663000,3,0.0895109425,1718.1384620601,172.7827340238
0.0258768000,4,0.0865593386,1518.8053192883,170.0110925654
0.0327753000,5,0.0862727005,1620.5743196403,167.2580387405
0.0394780000,6,0.0854663165,1638.2503196403,165.0215971051
0.0457319000,7,0.0854663165,1638.2503196403,165.0215971051
0.0521429000,8,0.0854663165,1638.2503196403,165.0215971051
0.0586446000,9,0.0854663165,1638.2503196403,165.0215971051
0.0651351000,10,0.0854663165,1638.2503196403,165.0215971051
0.0713465000,11,0.0854663165,1638.2503196403,165.0215971051
0.0775153000,12,0.0847676453,1618.9774326638,163.7931649664
0.0837495000,13,0.0843720989,1639.4276749882,162.4545847750
0.0899491000,14,0.0843720989,1639.4276749882,162.4545847750
0.0954039000,15,0.0842582660,1457.9813147288,165.9108858003
0.1011159000,16,0.0822986153,1484.9168650185,160.8044687330
0.1070404000,17,0.0822986153,1484.9168650185,160.8044687330
0.1132466000,18,0.0818147134,1484.9168650185,159.6799219907
0.1187853000,19,0.0818147134,1484.9168650185,159.6799219907
0.1243789000,20,0.0818147134,1484.9168650185,159.6799219907
0.1300288000,21,0.0818147134,1484.9168650185,159.6799219907
0.1351334000,22,0.0818147134,1484.9168650185,159.6799219907
0.1410212000,23,0.0818147134,1484.9168650185,159.6799219907
0.1470528000,24,0.0818147134,1484.9168650185,159.6799219907
0.1525514000,25,0.0818147134,1484.9168650185,159.6799219907
0.1585538000,26,0.0818147134,1484.9168650185,159.6799219907
0.1640781000,27,0.0814742378,1432.0648650185,159.9724977211
0.1694581000,28,0.0801479061,1432.0648650185,156.8902156132
0.1750438000,29,0.0798701802,1432.0648650185,156.2448041487
0.1806273000,30,0.0798214290,1432.0648650185,156.1315105217
0.1863393000,31,0.0798214290,1432.0648650185,156.1315105217
0.1926795000,32,0.0791487901,1428.9328650185,154.6325813352
0.1985685000,33,0.0791487901,1428.9328650185,154.6325813352
0.2040945000,34,0.0791487901,1428.9328650185,154.6325813352
0.2097065000,35,0.0770767284,1428.9328650185,149.8172858765
0.2152370000,36,0.0770767284,1428.9328650185,149.8172858765
0.2211358000,37,0.0769794599,1364.7281672279,150.9078590949
0.2269582000,38,0.0768626308,1364.7281672279,150.6363582156
0.2326409000,39,0.0763930369,1364.7281672279,149.5450617427
0.2384998000,40,0.0763930369,1364.7281672279,149.5450617427
0.2447094000,41,0.0758726485,1443.5933423034,146.7184705709
0.2510732000,42,0.0758726485,1443.5933423034,146.7184705709
0.2565705000,43,0.0758726485,1443.5933423034,146.7184705709
0.2622228000,44,0.0758726485,1443.5933423034,146.7184705709
0.2676928000,45,0.0755335244,1443.5933423034,145.9303750978
0.2729891000,46,0.0741642970,1396.8498714486,143.7069542184
0.2783096000,47,0.0728398166,1442.8029979870,139.6866341595
0.2850300000,48,0.0721008359,1437.8928559988,138.0699958154
0.2921182000,49,0.0713886182,1392.7458714486,137.3406713567
0.2975937000,50,0.0713886182,1392.7458714486,137.3406713567
0.3032260000,51,0.0713886182,1392.7458714486,137.3406713567
0.3086434000,52,0.0713886182,1392.7458714486,137.3406713567
0.3140070000,53,0.0713586088,1392.7458714486,137.2709319420
0.3193912000,54,0.0712583102,1392.7458714486,137.0378467214
0.3255289000,55,0.0712410577,1392.7458714486,136.9977532700
0.3311571000,56,0.0696963363,1392.5182945035,133.4126187201
0.3364915000,57,0.0694345109,1336.8378459869,133.9459727508
0.3420794000,58,0.0694345109,1336.8378459869,133.9459727508
0.3472051000,59,0.0694345109,1336.8378459869,133.9459727508
0.3523606000,60,0.0694345109,1336.8378459869,133.9459727508
0.3576263000,61,0.0694345109,1336.8378459869,133.9459727508
0.3633341000,62,0.0686282624,1336.5570525671,132.0780778092
0.3685998000,63,0.0686282624,1336.5570525671,132.0780778092
0.3738305000,64,0.0686282624,1336.5570525671,132.0780778092
0.3796090000,65,0.0686282624,1336.5570525671,132.0780778092
0.3851484000,66,0.0686282624,1336.5570525671,132.0780778092
0.3905689000,67,0.0686282624,1336.5570525671,132.0780778092
0.3980182000,68,0.0686282624,1336.5570525671,132.0780778092
0.4049824000,69,0.0686282624,1336.5570525671,132.0780778092
0.4104479000,70,0.0685164138,1372.2522629823,131.0861654218
