config,mean,std,best,median,worst,mean±std
use_blocks_true,0.3423143,0.0009120692042456657,0.340791,0.34217949999999997,0.343752,0.342314 ± 0.000912
use_blocks_false,0.3664081,0.013702603462683852,0.348184,0.36662649999999997,0.382455,0.366408 ± 0.013703
