gen,blocks mean,blocks var,no_blocks mean,no_blocks var
2350,1354.205,5376.701545000002,1849.9740000000002,6020.765664000007
2400,1352.8970000000002,5394.353141000002,1848.618,6126.844836000005
2450,1351.502,5395.4191159999955,1843.795,6254.7079450000065
2500,1350.192,5422.0810360000005,1840.607,6579.907541000003
2550,1348.6870000000001,5481.452621,1839.3080000000002,6632.364256000006
2600,1347.45,5500.29472,1837.688,6700.675496000002
2650,1346.1100000000001,5547.851560000004,1834.059,7385.599849000003
2700,1344.872,5573.168796000001,1831.2099999999998,7555.282740000007
2750,1343.426,5527.3163440000035,1829.574,7761.162624000006
2800,1342.2040000000002,5485.720543999999,1827.9470000000001,7863.206121000008
2850,1341.01,5459.013220000002,1827.065,7935.365525000006
2900,1339.433,5460.609681,1824.6599999999999,8067.418600000006
2950,1338.482,5453.109876000002,1822.988,8085.424436000003
3000,1334.273,4440.801601000003,1821.491,8131.196989000006
3050,1332.56,4203.133080000001,1820.4759999999999,8161.125584000001
3100,1330.355,3936.413965000002,1817.9950000000001,8283.518725000005
3150,1329.21,3906.376,1816.6799999999998,8367.816080000008
3200,1328.3319999999999,3938.3596559999996,1815.2580000000003,8433.098916000008
3250,1327.451,3919.845308999998,1813.9540000000002,8492.798804000002
3300,1325.899,3797.1474490000037,1812.961,8552.383589000006
3350,1324.882,3799.179955999999,1810.938,8599.711935999996
3400,1322.85,3553.5716800000037,1809.511,8656.840849000004
3450,1321.908,3525.904255999997,1805.265,8877.831665
3500,1320.08,3338.1561999999967,1804.2930000000001,8965.272220999996
3550,1318.737,3284.6161609999954,1803.0610000000001,9031.264549000005
3600,1316.902,3184.616476,1801.194,9053.368724000007
3650,1316.0120000000002,3182.762356000001,1799.176,9128.565884000001
3700,1314.889,3112.827648999998,1796.784,9177.607784000005
3750,1314.01,3089.969439999998,1795.468,9225.719576000003
3800,1312.299,3009.7113290000034,1794.3029999999999,9258.107641000006
3850,1310.8120000000001,2927.5016959999957,1791.8229999999999,9257.474320999996
3900,1310.038,2916.4635960000005,1790.702,9287.711856
3950,1309.175,2926.7012850000015,1788.855,9349.661044999995
4000,1308.4950000000001,2901.2220249999964,1786.8700000000001,9431.096119999998
4050,1307.6190000000001,2891.3044889999983,1785.77,9494.263899999994
4100,1306.705,2927.694585000002,1783.652,9529.028836
4150,1305.7189999999998,2972.3958690000027,1780.4779999999998,9724.132955999998
4200,1304.4479999999999,3054.2641559999947,1778.958,9798.779015999997
4250,1303.47,3099.115599999998,1777.113,9960.081220999995
4300,1302.919,3125.622348999998,1775.926,10022.899783999997
4350,1302.258,3122.6497160000026,1774.1,10135.091159999998
4400,1301.454,3155.0595239999993,1772.039,10242.452249000004
4450,1300.354,3074.088844000001,1769.926,10336.148264
4500,1299.294,3016.1723240000047,1767.9830000000002,10570.613760999999
4550,1298.429,2965.8625689999976,1767.0900000000001,10602.264300000004
4600,1297.416,2977.908344000002,1765.2420000000002,10709.613476
4650,1296.841,2962.097009,1764.1,10769.724520000007
4700,1294.884,2892.9681440000013,1762.863,10809.73262100001
4750,1293.42,2812.3777600000003,1761.8020000000001,10851.815596000008
4800,1292.0049999999999,2742.111425,1760.632,10889.360175999998
4850,1291.211,2708.5919489999983,1757.1009999999999,11399.766808999997
4900,1290.459,2688.0952290000027,1754.949,11726.935369000004
4950,1289.6680000000001,2678.739495999997,1753.0880000000002,11943.128836000005
5000,1289.175,2662.958065,1752.116,11992.673764000006
5050,1288.41,2628.7747999999983,1748.852,12022.927476000008
5100,1287.286,2596.3640840000016,1747.009,12245.487768999996
5150,1286.9180000000001,2590.3984360000013,1746.0220000000002,12291.338395999994
5200,1286.442,2593.1605359999994,1744.3439999999998,12358.378804000004
5250,1285.475,2572.8988649999988,1743.268,12443.078636000002
5300,1284.703,2562.186041000002,1742.011,12491.628969000007
5350,1283.8809999999999,2558.6702089999994,1741.1560000000002,12527.650564000007
5400,1283.063,2558.4673810000013,1740.536,12559.292484000001
5450,1281.801,2514.1487690000004,1739.8319999999999,12623.837316000006
5500,1280.3809999999999,2469.4688490000012,1738.747,12660.449981000005
5550,1279.866,2447.7203839999975,1736.971,12698.589209000002
5600,1279.4779999999998,2455.125396,1735.958,12768.844016000003
5650,1279.0819999999999,2446.703516000004,1734.227,12876.486821
5700,1278.19,2429.9051000000004,1732.032,12987.261355999999
5750,1277.71,2425.619980000003,1731.0349999999999,13037.912265000008
5800,1277.023,2422.311961,1729.815,13136.006365000005
5850,1276.55,2414.87488,1729.238,13128.508755999996
5900,1276.017,2366.335161,1728.632,13156.896815999993
5950,1275.224,2346.016263999999,1727.9060000000002,13210.498663999999
6000,1274.72,2331.902739999999,1726.7259999999999,13269.693123999994
6050,1274.3790000000001,2339.0782290000034,1725.777,13332.485940999997
6100,1273.873,2330.2651809999998,1724.941,13387.964768999995
6150,1273.508,2333.2091359999986,1724.119,13436.976408999995
6200,1273.179,2339.4227889999997,1722.327,13794.113200999995
6250,1272.6879999999999,2345.015516,1721.605,13843.591024999998
6300,1271.78,2355.0548200000003,1720.6029999999998,13914.042060999995
6350,1270.884,2317.5263639999966,1720.1829999999998,13953.917040999997
6400,1270.529,2316.459169,1719.3619999999999,14001.653395999998
6450,1269.815,2299.8151450000005,1718.252,14059.342595999997
6500,1269.15,2310.0494,1717.3509999999999,14116.680268999999
6550,1268.641,2287.2856090000014,1716.2939999999999,14295.040803999998
6600,1267.337,2184.7223409999997,1713.9279999999999,14372.537015999993
6650,1266.861,2183.376809000002,1711.6209999999999,14480.035528999992
6700,1266.316,2186.2682039999995,1711.104,14499.987403999994
6750,1265.922,2200.151976,1710.643,14535.354780999998
6800,1265.502,2204.587036,1709.262,14583.224095999996
6850,1264.913,2211.901661000003,1708.1239999999998,14348.049844000005
6900,1263.8809999999999,2237.4455089999974,1706.4810000000002,14442.077229000002
6950,1263.551,2250.6478689999976,1705.8880000000001,14497.020536
7000,1262.809,2279.0671689999967,1705.389,14528.519129000002
7050,1262.2069999999999,2300.4026210000015,1703.8010000000002,14405.026008999994
7100,1261.8719999999998,2313.6078359999956,1702.5,14337.824679999994
7150,1261.51,2320.8398400000015,1701.5700000000002,14410.826299999997
7200,1261.164,2328.3516040000004,1700.824,14444.666583999997
7250,1260.658,2339.2455159999968,1698.384,14874.465723999994
7300,1260.3200000000002,2350.915839999999,1697.8080000000002,14909.653615999996
7350,1260.066,2367.842183999995,1697.1490000000001,14946.865349000003
7400,1259.8719999999998,2371.2663760000028,1696.774,14983.395244000003
7450,1259.462,2389.156596000002,1696.1349999999998,15028.922824999996
7500,1259.08,2405.4333400000028,1695.4419999999998,15058.115316000001
7550,1258.8600000000001,2403.5763800000027,1695.032,15098.641936
7600,1258.644,2402.537823999999,1693.1709999999998,15145.771129
7650,1257.857,2415.6697010000016,1690.583,15371.333201000001
7700,1257.431,2420.305588999996,1689.8509999999999,15431.495189
7750,1257.027,2422.128100999997,1689.0790000000002,15478.362068999995
7800,1256.716,2437.322683999997,1688.616,15512.229224000004
7850,1256.583,2440.012781000001,1688.0739999999998,15532.118524000005
7900,1256.011,2462.167849000006,1687.514,15555.912064
7950,1255.384,2477.945544,1686.902,15593.79573600001
8000,1254.931,2486.7988690000034,1686.234,15659.662744000001
8050,1254.602,2486.6999759999985,1685.7869999999998,15703.348001000011
8100,1253.929,2420.643688999998,1685.191,15751.544428999996
8150,1253.422,2436.914136,1684.846,15775.630484
8200,1252.474,2310.7358039999976,1684.4650000000001,15806.920624999995
8250,1251.423,2166.3650210000033,1682.8029999999999,16286.958800999995
8300,1249.7440000000001,1974.8632039999982,1681.4239999999998,16137.172644000002
8350,1248.533,1855.1551410000004,1680.898,16163.184896000002
8400,1247.6380000000001,1779.8718360000025,1680.396,16189.871783999997
8450,1246.979,1744.6641489999988,1679.8020000000001,16213.837295999998
8500,1244.919,1563.556029000001,1679.2169999999999,16249.534121
8550,1242.6960000000001,1335.5638039999978,1678.6970000000001,16283.922301000004
8600,1241.777,1319.5261409999998,1678.2599999999998,16311.614819999999
8650,1240.851,1250.3480889999992,1677.8,16356.173839999998
8700,1239.443,1178.6290609999976,1677.248,16402.572556000006
8750,1238.715,1136.2150249999993,1676.542,16460.752496
8800,1238.1380000000001,1110.2527760000003,1676.203,16490.423381000004
8850,1237.4389999999999,1076.5997890000015,1675.7930000000001,16533.740121000003
8900,1236.3110000000001,1038.9943090000002,1675.4299999999998,16559.11672
8950,1234.6870000000001,960.1982809999979,1674.4009999999998,16604.544409000002
9000,1233.977,925.0899410000007,1674.0919999999999,16629.322136
9050,1233.589,917.5308490000018,1673.675,16655.166644999998
9100,1232.316,864.5284239999999,1673.1689999999999,16699.148148999997
9150,1231.912,863.0104960000008,1672.666,16731.836064000003
9200,1231.59,856.6803200000006,1672.0130000000001,16827.184321
9250,1230.691,843.3820489999996,1671.5549999999998,16853.285805
9300,1230.326,840.3493039999987,1669.8619999999999,16986.343116000007
9350,1229.909,830.6861489999992,1669.203,16879.123600999992
9400,1229.181,814.5319289999984,1668.6860000000001,16914.132163999988
9450,1228.768,815.0001159999994,1668.229,16939.21226899999
9500,1227.824,808.8115239999986,1667.438,16967.720796
9550,1226.105,763.8156249999986,1666.788,16891.357536000003
9600,1225.313,761.4000810000007,1666.348,16945.91915600001
9650,1224.738,745.0332759999995,1665.9239999999998,16989.75216400001
9700,1224.059,724.3629489999992,1665.3380000000002,17012.252656000004
9750,1223.292,692.680596,1664.7369999999999,17054.112721
9800,1222.0,687.8990400000014,1663.834,17208.03542400001
9850,1221.285,702.6734049999999,1662.1200000000001,17322.973320000005
9900,1220.839,708.9865289999998,1661.345,17150.090064999997
9950,1220.267,729.804261,1661.034,17165.888563999997
10000,1219.358,730.942675999999,1660.618,17189.093896000006
