Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_qhh\Release\CED_Schedule.exe' --solver GA --seed 3 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 3
Pini (heuristic prob): 0.4
Solver: GA
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
Gen 50: best_fit = 2062
Gen 100: best_fit = 2033.86
Gen 150: best_fit = 2024.63
Gen 200: best_fit = 2020.71
Gen 250: best_fit = 2006.32
Gen 300: best_fit = 2004.6
Gen 350: best_fit = 2004.56
Gen 400: best_fit = 2004.56
Gen 450: best_fit = 2004.48
Gen 500: best_fit = 1970.47
Gen 550: best_fit = 1970.21
Gen 600: best_fit = 1969.66
Gen 650: best_fit = 1969.66
Gen 700: best_fit = 1969.05
Gen 750: best_fit = 1968.18
Gen 800: best_fit = 1964.29
Gen 850: best_fit = 1964.09
Gen 900: best_fit = 1964.05
Gen 950: best_fit = 1921.7
Gen 1000: best_fit = 1920.46
Gen 1050: best_fit = 1918.97
Gen 1100: best_fit = 1918.46
Gen 1150: best_fit = 1912.48
Gen 1200: best_fit = 1907.63
Gen 1250: best_fit = 1907.31
Gen 1300: best_fit = 1906.89
Gen 1350: best_fit = 1902.37
Gen 1400: best_fit = 1902.37
Gen 1450: best_fit = 1901.4
Gen 1500: best_fit = 1901.37
Gen 1550: best_fit = 1901.2
Gen 1600: best_fit = 1900.6
Gen 1650: best_fit = 1900.6
Gen 1700: best_fit = 1900.6
Gen 1750: best_fit = 1887.39
Gen 1800: best_fit = 1886.53
Gen 1850: best_fit = 1879.46
Gen 1900: best_fit = 1878.79
Gen 1950: best_fit = 1878.67
