gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.1625,0.645,0.1675,0.025,0.25,0.7075,0.03,0.0125,0.365,0.5725,0.0425,0.02,0.1375,0.336667,0.190833,0.0558333,0.235833,0.01,0.0141667,0.0191667
100,0.3325,0.4625,0.2025,0.0025,0.47,0.515,0.0125,0.0025,0.85,0.125,0.02,0.005,0.2675,0.4375,0.0416667,0.0675,0.171667,0.00416667,0.00666667,0.00333333
150,0.4475,0.415,0.1375,0,0.4325,0.4575,0.105,0.005,0.71,0.125,0.155,0.01,0.293333,0.375,0.0416667,0.0458333,0.1525,0.035,0.0516667,0.005
200,0.4775,0.4275,0.095,0,0.35,0.5175,0.13,0.0025,0.5775,0.0575,0.365,0,0.275833,0.335,0.0191667,0.0316667,0.1725,0.0433333,0.121667,0.000833333
250,0.4925,0.2875,0.2125,0.0075,0.445,0.4,0.1525,0.0025,0.39,0.1625,0.4475,0,0.3125,0.225833,0.0541667,0.0708333,0.133333,0.0508333,0.149167,0.00333333
300,0.6575,0.135,0.13,0.0775,0.4525,0.425,0.1225,0,0.1975,0.405,0.395,0.0025,0.37,0.110833,0.135,0.0433333,0.141667,0.0408333,0.131667,0.0266667
350,0.63,0.2475,0.075,0.0475,0.4825,0.44,0.0775,0,0.615,0.21,0.17,0.005,0.370833,0.2875,0.07,0.025,0.146667,0.0258333,0.0566667,0.0175
400,0.5325,0.2425,0.155,0.07,0.505,0.4525,0.0375,0.005,0.375,0.345,0.265,0.015,0.345833,0.205833,0.115,0.0516667,0.150833,0.0125,0.0883333,0.03
450,0.53,0.2425,0.1,0.1275,0.12,0.6375,0.2425,0,0.2775,0.41,0.2875,0.025,0.216667,0.173333,0.136667,0.0333333,0.2125,0.0808333,0.0958333,0.0508333
500,0.53,0.2775,0.1225,0.07,0.0525,0.7175,0.2275,0.0025,0.2975,0.3825,0.285,0.035,0.194167,0.191667,0.1275,0.0408333,0.239167,0.0758333,0.095,0.0358333
550,0.6075,0.245,0.0225,0.125,0.08,0.685,0.23,0.005,0.265,0.42,0.2825,0.0325,0.229167,0.17,0.14,0.0075,0.228333,0.0766667,0.0941667,0.0541667
600,0.4325,0.27,0.2,0.0975,0.0675,0.6475,0.2775,0.0075,0.165,0.395,0.4175,0.0225,0.166667,0.145,0.131667,0.0666667,0.215833,0.0925,0.139167,0.0425
650,0.595,0.28,0.0425,0.0825,0.0025,0.5775,0.415,0.005,0.2475,0.4225,0.275,0.055,0.199167,0.175833,0.140833,0.0141667,0.1925,0.138333,0.0916667,0.0475
700,0.49,0.295,0.1275,0.0875,0.04,0.63,0.33,0,0.1725,0.4375,0.3375,0.0525,0.176667,0.155833,0.145833,0.0425,0.21,0.11,0.1125,0.0466667
750,0.4625,0.3375,0.16,0.04,0.0025,0.6825,0.3125,0.0025,0.065,0.435,0.4675,0.0325,0.155,0.134167,0.145,0.0533333,0.2275,0.104167,0.155833,0.025
800,0.5575,0.2225,0.095,0.125,0.005,0.5975,0.39,0.0075,0.065,0.4425,0.435,0.0575,0.1875,0.0958333,0.1475,0.0316667,0.199167,0.13,0.145,0.0633333
850,0.255,0.2875,0.3325,0.125,0.0075,0.565,0.425,0.0025,0.04,0.445,0.4825,0.0325,0.0875,0.109167,0.148333,0.110833,0.188333,0.141667,0.160833,0.0533333
900,0.465,0.3275,0.08,0.1275,0.01,0.3925,0.5925,0.005,0.045,0.505,0.4,0.05,0.158333,0.124167,0.168333,0.0266667,0.130833,0.1975,0.133333,0.0608333
950,0.4225,0.3025,0.1525,0.1225,0.01,0.435,0.5425,0.0125,0.0225,0.455,0.4775,0.045,0.144167,0.108333,0.151667,0.0508333,0.145,0.180833,0.159167,0.06
1000,0.4425,0.1775,0.255,0.125,0,0.6275,0.3675,0.005,0.02,0.415,0.4925,0.0725,0.1475,0.0658333,0.138333,0.085,0.209167,0.1225,0.164167,0.0675
1050,0.345,0.1925,0.3425,0.12,0.0025,0.67,0.325,0.0025,0.0125,0.45,0.5275,0.01,0.115833,0.0683333,0.15,0.114167,0.223333,0.108333,0.175833,0.0441667
