gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.02,0.96,0.02,0,0.325,0.6175,0.04,0.0175,0.3375,0.605,0.0375,0.02,0.115,0.4325,0.201667,0.00666667,0.205833,0.0133333,0.0125,0.0125
100,0,1,0,0,0.915,0.055,0.0275,0.0025,0.915,0.0525,0.0275,0.005,0.305,0.638333,0.0175,0,0.0183333,0.00916667,0.00916667,0.0025
150,0,1,0,0,0.77,0.105,0.125,0,0.69,0.2075,0.1,0.0025,0.256667,0.563333,0.0691667,0,0.035,0.0416667,0.0333333,0.000833333
200,0,1,0,0,0.6025,0.15,0.2475,0,0.5425,0.3,0.155,0.0025,0.200833,0.514167,0.1,0,0.05,0.0825,0.0516667,0.000833333
250,0,1,0,0,0.4975,0.2175,0.285,0,0.395,0.42,0.185,0,0.165833,0.465,0.14,0,0.0725,0.095,0.0616667,0
300,0,1,0,0,0.44,0.105,0.455,0,0.4025,0.4875,0.11,0,0.146667,0.4675,0.1625,0,0.035,0.151667,0.0366667,0
350,0.0075,0.9625,0.01,0.02,0.595,0.14,0.2625,0.0025,0.44,0.465,0.095,0,0.200833,0.4675,0.155,0.00333333,0.0466667,0.0875,0.0316667,0.0075
400,0.01,0.9875,0.0025,0,0.365,0.1675,0.465,0.0025,0.1875,0.74,0.0725,0,0.125,0.391667,0.246667,0.000833333,0.0558333,0.155,0.0241667,0.000833333
450,0.005,0.995,0,0,0.1775,0.145,0.6775,0,0.28,0.7175,0.0025,0,0.0608333,0.425,0.239167,0,0.0483333,0.225833,0.000833333,0
500,0.0075,0.985,0.0075,0,0.1575,0.05,0.7925,0,0.5125,0.4825,0.005,0,0.055,0.499167,0.160833,0.0025,0.0166667,0.264167,0.00166667,0
550,0.0075,0.9925,0,0,0.075,0.015,0.905,0.005,0.3125,0.685,0.0025,0,0.0275,0.435,0.228333,0,0.005,0.301667,0.000833333,0.00166667
