Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--seed' '8' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 45460.1
[Normalization] f2_ref (energy) = 9764.28
[Normalization] alpha = 0.2

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.052206
Gen 50: best_fit = 0.0453189
Gen 100: best_fit = 0.0428843
Gen 150: best_fit = 0.0407873
Gen 200: best_fit = 0.0394872
Gen 250: best_fit = 0.0378602
Gen 300: best_fit = 0.0364794
Gen 350: best_fit = 0.0354093
Gen 400: best_fit = 0.0342783
Gen 450: best_fit = 0.0334088
Gen 500: best_fit = 0.0324679
Gen 550: best_fit = 0.0318874
Gen 600: best_fit = 0.0310536
Gen 650: best_fit = 0.0304068
Gen 700: best_fit = 0.0299919
Gen 750: best_fit = 0.0295092
Gen 800: best_fit = 0.0292036
Gen 850: best_fit = 0.0288673
Gen 900: best_fit = 0.0286274
Gen 950: best_fit = 0.0284116
