Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--seed' '9' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 9
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 46263.6
[Normalization] f2_ref (energy) = 9763.49
[Normalization] alpha = 0.2

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0524083
Gen 50: best_fit = 0.0449792
Gen 100: best_fit = 0.0429365
Gen 150: best_fit = 0.0407103
Gen 200: best_fit = 0.0391313
Gen 250: best_fit = 0.0375955
Gen 300: best_fit = 0.0364357
Gen 350: best_fit = 0.035514
Gen 400: best_fit = 0.034503
Gen 450: best_fit = 0.0334928
Gen 500: best_fit = 0.0327945
Gen 550: best_fit = 0.0322346
Gen 600: best_fit = 0.0315331
Gen 650: best_fit = 0.0309107
Gen 700: best_fit = 0.0304218
Gen 750: best_fit = 0.0300779
Gen 800: best_fit = 0.0297566
Gen 850: best_fit = 0.0293863
Gen 900: best_fit = 0.029091
Gen 950: best_fit = 0.0287792
Gen 1000: best_fit = 0.0285127
Gen 1050: best_fit = 0.0282513
Gen 1100: best_fit = 0.028054
Gen 1150: best_fit = 0.0278305
Gen 1200: best_fit = 0.0275589
Gen 1250: best_fit = 0.0272684
Gen 1300: best_fit = 0.0270263
Gen 1350: best_fit = 0.0267966
Gen 1400: best_fit = 0.0265714
Gen 1450: best_fit = 0.0263416
Gen 1500: best_fit = 0.0262187
Gen 1550: best_fit = 0.0261133
Gen 1600: best_fit = 0.0259719
Gen 1650: best_fit = 0.0258118
Gen 1700: best_fit = 0.0256304
Gen 1750: best_fit = 0.0254735
Gen 1800: best_fit = 0.0253434
Gen 1850: best_fit = 0.0251527
Gen 1900: best_fit = 0.0250231
Gen 1950: best_fit = 0.0249192
Gen 2000: best_fit = 0.0248008
Gen 2050: best_fit = 0.0246856
Gen 2100: best_fit = 0.0245502
Gen 2150: best_fit = 0.0244757
Gen 2200: best_fit = 0.0243788
Gen 2250: best_fit = 0.0242739
Gen 2300: best_fit = 0.0241425
Gen 2350: best_fit = 0.0240501
Gen 2400: best_fit = 0.0239844
Gen 2450: best_fit = 0.0238844
Gen 2500: best_fit = 0.0237613
Gen 2550: best_fit = 0.0237053
Gen 2600: best_fit = 0.0236188
Gen 2650: best_fit = 0.023554
Gen 2700: best_fit = 0.0234613
Gen 2750: best_fit = 0.0233689
Gen 2800: best_fit = 0.0233175
Gen 2850: best_fit = 0.0232457
Gen 2900: best_fit = 0.0232259
Gen 2950: best_fit = 0.0232259
Gen 3000: best_fit = 0.0231766
Gen 3050: best_fit = 0.0230946
Gen 3100: best_fit = 0.0230519
Gen 3150: best_fit = 0.0230001
Gen 3200: best_fit = 0.0229364
Gen 3250: best_fit = 0.0228897
Gen 3300: best_fit = 0.0228463
Gen 3350: best_fit = 0.022792
Gen 3400: best_fit = 0.0227563
Gen 3450: best_fit = 0.0226925
Gen 3500: best_fit = 0.0226608
Gen 3550: best_fit = 0.0225846
Gen 3600: best_fit = 0.0225433
Gen 3650: best_fit = 0.0224738
Gen 3700: best_fit = 0.0224737
Gen 3750: best_fit = 0.0224737
Gen 3800: best_fit = 0.0224549
Gen 3850: best_fit = 0.0224332
Gen 3900: best_fit = 0.0224332
Gen 3950: best_fit = 0.0224107
Gen 4000: best_fit = 0.0223789
Gen 4050: best_fit = 0.0223477
Gen 4100: best_fit = 0.0223057
Gen 4150: best_fit = 0.0222482
Gen 4200: best_fit = 0.0222204
Gen 4250: best_fit = 0.0221763
Gen 4300: best_fit = 0.0221423
Gen 4350: best_fit = 0.0221237
Gen 4400: best_fit = 0.022103
Gen 4450: best_fit = 0.022077
Gen 4500: best_fit = 0.022077
Gen 4550: best_fit = 0.022077
Gen 4600: best_fit = 0.022077
Gen 4650: best_fit = 0.022077
Gen 4700: best_fit = 0.0220619
Gen 4750: best_fit = 0.0220431
Gen 4800: best_fit = 0.0220057
Gen 4850: best_fit = 0.0220057
Gen 4900: best_fit = 0.0219965
Gen 4950: best_fit = 0.0219965
Gen 5000: best_fit = 0.0219965
Gen 5050: best_fit = 0.0219951
Gen 5100: best_fit = 0.0219922
Gen 5150: best_fit = 0.0219882
Gen 5200: best_fit = 0.0219618
Gen 5250: best_fit = 0.021944
Gen 5300: best_fit = 0.0218944
Gen 5350: best_fit = 0.0218558
Gen 5400: best_fit = 0.0218332
Gen 5450: best_fit = 0.0218171
Gen 5500: best_fit = 0.0218033
Gen 5550: best_fit = 0.0217984
Gen 5600: best_fit = 0.0217984
Gen 5650: best_fit = 0.0217984
Gen 5700: best_fit = 0.0217802
Gen 5750: best_fit = 0.0217666
Gen 5800: best_fit = 0.0217593
Gen 5850: best_fit = 0.021759
Gen 5900: best_fit = 0.021759
Gen 5950: best_fit = 0.021759
Gen 6000: best_fit = 0.021759
Gen 6050: best_fit = 0.021759
Gen 6100: best_fit = 0.021759
Gen 6150: best_fit = 0.0217395
Gen 6200: best_fit = 0.021728
Gen 6250: best_fit = 0.0217043
Gen 6300: best_fit = 0.0216899
Gen 6350: best_fit = 0.0216394
Gen 6400: best_fit = 0.0216394
Gen 6450: best_fit = 0.0216394
Gen 6500: best_fit = 0.0216394
Gen 6550: best_fit = 0.0216394
Gen 6600: best_fit = 0.0216394
Gen 6650: best_fit = 0.0216394
Gen 6700: best_fit = 0.0216385
Gen 6750: best_fit = 0.0216385
Gen 6800: best_fit = 0.0216385
Gen 6850: best_fit = 0.0216385
Gen 6900: best_fit = 0.0216385
Gen 6950: best_fit = 0.0216106
Gen 7000: best_fit = 0.0215998
Gen 7050: best_fit = 0.0215998
Gen 7100: best_fit = 0.0215998
Gen 7150: best_fit = 0.0215998
Gen 7200: best_fit = 0.0215849
Gen 7250: best_fit = 0.0215765
Gen 7300: best_fit = 0.0215507
Gen 7350: best_fit = 0.0215182
Gen 7400: best_fit = 0.0215182
Gen 7450: best_fit = 0.0215182
Gen 7500: best_fit = 0.0215167
Gen 7550: best_fit = 0.0214999
Gen 7600: best_fit = 0.0214788
Gen 7650: best_fit = 0.0214627
Gen 7700: best_fit = 0.0214576
Gen 7750: best_fit = 0.0214574
Gen 7800: best_fit = 0.0214574
Gen 7850: best_fit = 0.0214574
Gen 7900: best_fit = 0.0214546
Gen 7950: best_fit = 0.0214546
Gen 8000: best_fit = 0.0214546
Gen 8050: best_fit = 0.0214412
Gen 8100: best_fit = 0.0214121
Gen 8150: best_fit = 0.0214121
Gen 8200: best_fit = 0.0214121
Gen 8250: best_fit = 0.0214121
Gen 8300: best_fit = 0.0214121
Gen 8350: best_fit = 0.0214121
Gen 8400: best_fit = 0.02139
Gen 8450: best_fit = 0.0213776
Gen 8500: best_fit = 0.0213651
Gen 8550: best_fit = 0.0213469
Gen 8600: best_fit = 0.0213047
Gen 8650: best_fit = 0.0212933
Gen 8700: best_fit = 0.0212933
Gen 8750: best_fit = 0.0212836
Gen 8800: best_fit = 0.0212511
Gen 8850: best_fit = 0.0212329
Gen 8900: best_fit = 0.0212168
Gen 8950: best_fit = 0.0212101
Gen 9000: best_fit = 0.0212101
Gen 9050: best_fit = 0.0212101
Gen 9100: best_fit = 0.0212038
Gen 9150: best_fit = 0.0211978
Gen 9200: best_fit = 0.0211761
Gen 9250: best_fit = 0.0211457
Gen 9300: best_fit = 0.0211176
Gen 9350: best_fit = 0.0211
Gen 9400: best_fit = 0.0210864
Gen 9450: best_fit = 0.0210588
Gen 9500: best_fit = 0.0210423
Gen 9550: best_fit = 0.0210347
Gen 9600: best_fit = 0.02103
Gen 9650: best_fit = 0.0210208
Gen 9700: best_fit = 0.0210207
Gen 9750: best_fit = 0.0209989
Gen 9800: best_fit = 0.0209768
Gen 9850: best_fit = 0.0209706
Gen 9900: best_fit = 0.0209583
Gen 9950: best_fit = 0.0209382
Gen 10000: best_fit = 0.0209299

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 0.0209299
CCHIHH gate_blocked_total = 10999
CCHIHH gate_fallback_total = 10999
Time = 228.351 s
Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --seed 9 --alpha 0.2 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5

exit code 0
