Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--seed' '1' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 46002.7
[Normalization] f2_ref (energy) = 9755.32
[Normalization] alpha = 0.2

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0500232
Gen 50: best_fit = 0.0439783
Gen 100: best_fit = 0.0420622
Gen 150: best_fit = 0.040417
Gen 200: best_fit = 0.0389396
Gen 250: best_fit = 0.0377365
Gen 300: best_fit = 0.0364279
Gen 350: best_fit = 0.0352558
Gen 400: best_fit = 0.0339242
Gen 450: best_fit = 0.0331793
Gen 500: best_fit = 0.032445
Gen 550: best_fit = 0.0317131
Gen 600: best_fit = 0.0312177
Gen 650: best_fit = 0.0307442
Gen 700: best_fit = 0.0303459
Gen 750: best_fit = 0.0299032
Gen 800: best_fit = 0.029493
Gen 850: best_fit = 0.0290994
Gen 900: best_fit = 0.0287704
Gen 950: best_fit = 0.0284909
Gen 1000: best_fit = 0.0281212
Gen 1050: best_fit = 0.0279129
Gen 1100: best_fit = 0.0277274
Gen 1150: best_fit = 0.0275105
Gen 1200: best_fit = 0.0271515
Gen 1250: best_fit = 0.0268168
Gen 1300: best_fit = 0.026625
Gen 1350: best_fit = 0.026508
Gen 1400: best_fit = 0.0262991
Gen 1450: best_fit = 0.026182
Gen 1500: best_fit = 0.0259993
Gen 1550: best_fit = 0.0259078
Gen 1600: best_fit = 0.0257301
Gen 1650: best_fit = 0.0256382
Gen 1700: best_fit = 0.0255235
Gen 1750: best_fit = 0.0253593
Gen 1800: best_fit = 0.0252023
Gen 1850: best_fit = 0.0250923
Gen 1900: best_fit = 0.0249674
Gen 1950: best_fit = 0.0248957
Gen 2000: best_fit = 0.0247206
Gen 2050: best_fit = 0.0246331
Gen 2100: best_fit = 0.0245534
Gen 2150: best_fit = 0.0244662
Gen 2200: best_fit = 0.0243176
Gen 2250: best_fit = 0.0242403
Gen 2300: best_fit = 0.0241566
Gen 2350: best_fit = 0.0241375
Gen 2400: best_fit = 0.0240647
Gen 2450: best_fit = 0.023909
Gen 2500: best_fit = 0.0238495
Gen 2550: best_fit = 0.0237186
Gen 2600: best_fit = 0.0236244
Gen 2650: best_fit = 0.0235088
Gen 2700: best_fit = 0.0234302
Gen 2750: best_fit = 0.0233252
Gen 2800: best_fit = 0.0232435
Gen 2850: best_fit = 0.0231349
Gen 2900: best_fit = 0.0230554
Gen 2950: best_fit = 0.0229886
Gen 3000: best_fit = 0.0229226
Gen 3050: best_fit = 0.0228889
Gen 3100: best_fit = 0.0228575
Gen 3150: best_fit = 0.0228575
Gen 3200: best_fit = 0.0228319
Gen 3250: best_fit = 0.0228014
Gen 3300: best_fit = 0.0227406
Gen 3350: best_fit = 0.0227016
Gen 3400: best_fit = 0.022654
Gen 3450: best_fit = 0.022601
Gen 3500: best_fit = 0.0225325
Gen 3550: best_fit = 0.0224921
Gen 3600: best_fit = 0.0224546
Gen 3650: best_fit = 0.022402
Gen 3700: best_fit = 0.0223431
Gen 3750: best_fit = 0.0222834
Gen 3800: best_fit = 0.0221982
Gen 3850: best_fit = 0.02218
Gen 3900: best_fit = 0.0221387
Gen 3950: best_fit = 0.0220746
Gen 4000: best_fit = 0.0219995
Gen 4050: best_fit = 0.02197
Gen 4100: best_fit = 0.0219459
Gen 4150: best_fit = 0.0219302
Gen 4200: best_fit = 0.0219302
Gen 4250: best_fit = 0.0219224
Gen 4300: best_fit = 0.0219113
Gen 4350: best_fit = 0.0219113
Gen 4400: best_fit = 0.0219113
Gen 4450: best_fit = 0.0219063
Gen 4500: best_fit = 0.0219063
Gen 4550: best_fit = 0.0219063
Gen 4600: best_fit = 0.021901
Gen 4650: best_fit = 0.0218467
Gen 4700: best_fit = 0.0218131
Gen 4750: best_fit = 0.0218131
Gen 4800: best_fit = 0.0218131
Gen 4850: best_fit = 0.0218062
Gen 4900: best_fit = 0.0218062
Gen 4950: best_fit = 0.0218062
Gen 5000: best_fit = 0.0218062
Gen 5050: best_fit = 0.0218062
Gen 5100: best_fit = 0.0217759
Gen 5150: best_fit = 0.0217759
Gen 5200: best_fit = 0.0217377
Gen 5250: best_fit = 0.0217163
Gen 5300: best_fit = 0.0217163
Gen 5350: best_fit = 0.0217163
Gen 5400: best_fit = 0.0217163
Gen 5450: best_fit = 0.0217163
Gen 5500: best_fit = 0.0217065
Gen 5550: best_fit = 0.0216897
Gen 5600: best_fit = 0.0216403
Gen 5650: best_fit = 0.021622
Gen 5700: best_fit = 0.021622
Gen 5750: best_fit = 0.0215997
Gen 5800: best_fit = 0.0215338
Gen 5850: best_fit = 0.021483
Gen 5900: best_fit = 0.0214471
Gen 5950: best_fit = 0.0214335
Gen 6000: best_fit = 0.0214335
Gen 6050: best_fit = 0.0214335
Gen 6100: best_fit = 0.0213749
Gen 6150: best_fit = 0.0213571
Gen 6200: best_fit = 0.0213522
Gen 6250: best_fit = 0.0213032
Gen 6300: best_fit = 0.0212818
Gen 6350: best_fit = 0.0212818
Gen 6400: best_fit = 0.0212818
Gen 6450: best_fit = 0.0212818
Gen 6500: best_fit = 0.0212818
Gen 6550: best_fit = 0.0212818
Gen 6600: best_fit = 0.0212818
Gen 6650: best_fit = 0.0212818
Gen 6700: best_fit = 0.0212818
Gen 6750: best_fit = 0.0212818
Gen 6800: best_fit = 0.0212818
Gen 6850: best_fit = 0.021247
Gen 6900: best_fit = 0.0212114
Gen 6950: best_fit = 0.0212025
Gen 7000: best_fit = 0.0212025
Gen 7050: best_fit = 0.021196
Gen 7100: best_fit = 0.0211866
Gen 7150: best_fit = 0.021176
Gen 7200: best_fit = 0.0211232
Gen 7250: best_fit = 0.0211074
Gen 7300: best_fit = 0.0210939
Gen 7350: best_fit = 0.0210744
Gen 7400: best_fit = 0.0210689
Gen 7450: best_fit = 0.0210163
Gen 7500: best_fit = 0.0209915
Gen 7550: best_fit = 0.0209686
Gen 7600: best_fit = 0.0209137
Gen 7650: best_fit = 0.0209069
Gen 7700: best_fit = 0.020905
Gen 7750: best_fit = 0.0208766
Gen 7800: best_fit = 0.0208446
Gen 7850: best_fit = 0.0208175
Gen 7900: best_fit = 0.0208109
Gen 7950: best_fit = 0.0207975
Gen 8000: best_fit = 0.0207913
Gen 8050: best_fit = 0.0207794
Gen 8100: best_fit = 0.0207486
Gen 8150: best_fit = 0.0207223
Gen 8200: best_fit = 0.0207051
Gen 8250: best_fit = 0.0207035
Gen 8300: best_fit = 0.020658
Gen 8350: best_fit = 0.0206481
Gen 8400: best_fit = 0.0206067
Gen 8450: best_fit = 0.0205982
Gen 8500: best_fit = 0.0205937
Gen 8550: best_fit = 0.0205887
Gen 8600: best_fit = 0.0205844
Gen 8650: best_fit = 0.0205652
Gen 8700: best_fit = 0.0205402
Gen 8750: best_fit = 0.0205276
Gen 8800: best_fit = 0.0205044
Gen 8850: best_fit = 0.020488
Gen 8900: best_fit = 0.0204213
Gen 8950: best_fit = 0.0203986
Gen 9000: best_fit = 0.0203871
Gen 9050: best_fit = 0.0203716
Gen 9100: best_fit = 0.0203668
Gen 9150: best_fit = 0.0203475
Gen 9200: best_fit = 0.0203381
Gen 9250: best_fit = 0.0203192
Gen 9300: best_fit = 0.0203045
Gen 9350: best_fit = 0.020292
Gen 9400: best_fit = 0.0202814
Gen 9450: best_fit = 0.0202202
Gen 9500: best_fit = 0.0202105
Gen 9550: best_fit = 0.0202026
Gen 9600: best_fit = 0.0201925
Gen 9650: best_fit = 0.0201634
Gen 9700: best_fit = 0.0201609
Gen 9750: best_fit = 0.020146
Gen 9800: best_fit = 0.020136
Gen 9850: best_fit = 0.0201134
Gen 9900: best_fit = 0.0200859
Gen 9950: best_fit = 0.020059
Gen 10000: best_fit = 0.0200415

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 0.0200415
CCHIHH gate_blocked_total = 16628
CCHIHH gate_fallback_total = 16628
Time = 231.429 s
Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --seed 1 --alpha 0.2 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5

exit code 0
