Command: 'C:\Users\Hu\Desktop\CED_schedule_Final\build\Release\CED_Schedule.exe' '--solver' 'CGA' '--seed' '1' '--alpha' '0.2' '--generations' '10000' '--log_every' '50' '--data_dir' 'C:\Users\Hu\Desktop\CED_schedule_Final\data' '--data_file' 'data_matrix_T500_E200_D800.txt' '--cnum' '200' '--enum' '200' '--dnum' '800' '--tnum' '500' '--mopt' '5'
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.2
Solver: CGA
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
CGA input: (raw data mode via --data_dir/--data_file)
CGA VM count (raw mode): 175
CGA communication scale (raw mode): 0.01
CGA edge ratio (raw mode): 0.6
CGA deadline factor (raw mode): 1.5
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47186.5
[Normalization] f2_ref (energy) = 9767.54
[Normalization] alpha = 0.2

=== Running CGA Solver ===
CGA mode: objective-compatible with CED_Schedule (best_fit smaller is better)
CGA params: pop=300, gen=10000, pc=0.75, pm(early/late)=0.03/0.01, cat=150, cat_apply_gen<=5000
Gen 50: best_fit = 0.0471943
Gen 100: best_fit = 0.0459858
Gen 150: best_fit = 0.045815
Gen 200: best_fit = 0.0452781
Gen 250: best_fit = 0.0452264
Gen 300: best_fit = 0.0450313
Gen 350: best_fit = 0.0448843
Gen 400: best_fit = 0.0447942
Gen 450: best_fit = 0.0443754
Gen 500: best_fit = 0.0442918
Gen 550: best_fit = 0.0442176
Gen 600: best_fit = 0.0439262
Gen 650: best_fit = 0.0437053
Gen 700: best_fit = 0.0436891
Gen 750: best_fit = 0.0436487
Gen 800: best_fit = 0.0436135
Gen 850: best_fit = 0.0435293
Gen 900: best_fit = 0.043512
Gen 950: best_fit = 0.0433758
Gen 1000: best_fit = 0.0433275
Gen 1050: best_fit = 0.043288
Gen 1100: best_fit = 0.0431818
Gen 1150: best_fit = 0.0431233
Gen 1200: best_fit = 0.0429025
Gen 1250: best_fit = 0.0428419
Gen 1300: best_fit = 0.042785
Gen 1350: best_fit = 0.0427663
Gen 1400: best_fit = 0.0426963
Gen 1450: best_fit = 0.0426707
Gen 1500: best_fit = 0.0426483
Gen 1550: best_fit = 0.0423954
Gen 1600: best_fit = 0.0420884
Gen 1650: best_fit = 0.041728
Gen 1700: best_fit = 0.0416804
Gen 1750: best_fit = 0.0416383
Gen 1800: best_fit = 0.0415727
Gen 1850: best_fit = 0.0414723
Gen 1900: best_fit = 0.0414434
Gen 1950: best_fit = 0.0413427
