gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.025,0.79,0.1725,0.0125,0.025,0.8,0.1575,0.0175,0.025,0.8425,0.0925,0.04,0.0166667,0.271667,0.280833,0.0575,0.266667,0.0525,0.0308333,0.0233333
100,0.0025,0.76,0.2275,0.01,0.0275,0.6325,0.335,0.005,0.02,0.5475,0.31,0.1225,0.01,0.26,0.1825,0.0758333,0.210833,0.111667,0.103333,0.0458333
150,0.0075,0.755,0.2375,0,0.005,0.68,0.3125,0.0025,0.005,0.425,0.48,0.09,0.00416667,0.253333,0.141667,0.0791667,0.226667,0.104167,0.16,0.0308333
200,0.0025,0.84,0.155,0.0025,0.025,0.7275,0.2475,0,0.0025,0.3825,0.615,0,0.00916667,0.280833,0.1275,0.0516667,0.2425,0.0825,0.205,0.000833333
250,0.0025,0.7525,0.17,0.075,0.0025,0.755,0.2325,0.01,0.0075,0.375,0.6175,0,0.00166667,0.253333,0.125,0.0566667,0.251667,0.0775,0.205833,0.0283333
300,0.0025,0.7225,0.0425,0.2325,0.005,0.7525,0.2425,0,0.0075,0.3425,0.645,0.005,0.0025,0.243333,0.114167,0.0141667,0.250833,0.0808333,0.215,0.0791667
350,0.0025,0.7525,0.0025,0.2425,0.0075,0.7375,0.25,0.005,0.005,0.365,0.6275,0.0025,0.00333333,0.2525,0.121667,0.000833333,0.245833,0.0833333,0.209167,0.0833333
400,0.005,0.725,0.02,0.25,0.0125,0.7275,0.26,0,0.01,0.2875,0.7,0.0025,0.00583333,0.245,0.0958333,0.00666667,0.2425,0.0866667,0.233333,0.0841667
450,0,0.745,0.005,0.25,0.005,0.695,0.3,0,0,0.2925,0.7075,0,0.00166667,0.248333,0.0975,0.00166667,0.231667,0.1,0.235833,0.0833333
500,0.0175,0.73,0.0025,0.25,0.0025,0.695,0.3,0.0025,0.0025,0.3075,0.69,0,0.00666667,0.244167,0.1025,0.000833333,0.231667,0.1,0.23,0.0841667
550,0.0025,0.7475,0.0025,0.2475,0.0025,0.745,0.2525,0,0,0.2575,0.7225,0.02,0.00166667,0.249167,0.0858333,0.000833333,0.248333,0.0841667,0.240833,0.0891667
600,0,0.7025,0.05,0.2475,0.0025,0.7025,0.29,0.005,0.005,0.3025,0.6775,0.015,0.000833333,0.235833,0.100833,0.0166667,0.234167,0.0966667,0.225833,0.0891667
650,0.005,0.735,0.01,0.25,0.005,0.5675,0.4175,0.01,0.005,0.285,0.71,0,0.00333333,0.246667,0.095,0.00333333,0.189167,0.139167,0.236667,0.0866667
700,0.005,0.7075,0.0425,0.245,0.005,0.5625,0.4275,0.005,0.005,0.2825,0.7125,0,0.00333333,0.2375,0.0941667,0.0141667,0.1875,0.1425,0.2375,0.0833333
750,0,0.74,0.0125,0.2475,0.005,0.625,0.3675,0.0025,0.0075,0.29,0.7025,0,0.00166667,0.249167,0.0966667,0.00416667,0.208333,0.1225,0.234167,0.0833333
800,0,0.72,0.0325,0.2475,0.0025,0.6475,0.3425,0.0075,0.0075,0.285,0.7075,0,0.000833333,0.2425,0.095,0.0108333,0.215833,0.114167,0.235833,0.085
