gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.04,0.7125,0.2275,0.02,0.1575,0.81,0.0275,0.005,0.185,0.775,0.025,0.015,0.0658333,0.299167,0.258333,0.0758333,0.27,0.00916667,0.00833333,0.0133333
100,0.0175,0.545,0.4375,0,0.385,0.5925,0.015,0.0075,0.71,0.265,0.02,0.005,0.134167,0.418333,0.0883333,0.145833,0.1975,0.005,0.00666667,0.00416667
150,0.005,0.52,0.4725,0.0025,0.5575,0.4175,0.02,0.005,0.8225,0.1325,0.0375,0.0075,0.1875,0.4475,0.0441667,0.1575,0.139167,0.00666667,0.0125,0.005
200,0.005,0.575,0.4075,0.0125,0.56,0.375,0.0575,0.0075,0.575,0.1675,0.2575,0,0.188333,0.383333,0.0558333,0.135833,0.125,0.0191667,0.0858333,0.00666667
250,0.005,0.61,0.38,0.005,0.5225,0.425,0.05,0.0025,0.5525,0.145,0.3,0.0025,0.175833,0.3875,0.0483333,0.126667,0.141667,0.0166667,0.1,0.00333333
300,0.0025,0.58,0.3225,0.095,0.3825,0.58,0.0375,0,0.1875,0.215,0.5975,0,0.128333,0.255833,0.0716667,0.1075,0.193333,0.0125,0.199167,0.0316667
350,0.0025,0.6425,0.1775,0.1775,0.215,0.7025,0.08,0.0025,0.2325,0.155,0.5925,0.02,0.0725,0.291667,0.0516667,0.0591667,0.234167,0.0266667,0.1975,0.0666667
400,0.0025,0.6675,0.1775,0.1525,0.11,0.875,0.015,0,0.2,0.1725,0.625,0.0025,0.0375,0.289167,0.0575,0.0591667,0.291667,0.005,0.208333,0.0516667
450,0.0025,0.615,0.3325,0.05,0.025,0.9,0.075,0,0.0475,0.2525,0.7,0,0.00916667,0.220833,0.0841667,0.110833,0.3,0.025,0.233333,0.0166667
500,0.005,0.6025,0.2525,0.14,0.0025,0.8225,0.1725,0.0025,0.1,0.2575,0.6425,0,0.0025,0.234167,0.0858333,0.0841667,0.274167,0.0575,0.214167,0.0475
550,0,0.6325,0.24,0.1275,0.005,0.7375,0.2475,0.01,0.08,0.26,0.66,0,0.00166667,0.2375,0.0866667,0.08,0.245833,0.0825,0.22,0.0458333
600,0.0025,0.6175,0.1275,0.2525,0.005,0.765,0.2275,0.0025,0.0825,0.24,0.6775,0,0.0025,0.233333,0.08,0.0425,0.255,0.0758333,0.225833,0.085
650,0.0075,0.6225,0.13,0.24,0.005,0.7625,0.2225,0.01,0.035,0.235,0.73,0,0.00416667,0.219167,0.0783333,0.0433333,0.254167,0.0741667,0.243333,0.0833333
700,0.0025,0.605,0.1475,0.245,0.0075,0.7425,0.245,0.005,0.1425,0.2025,0.655,0,0.00333333,0.249167,0.0675,0.0491667,0.2475,0.0816667,0.218333,0.0833333
750,0.0025,0.6175,0.1325,0.2475,0.0075,0.7475,0.2425,0.0025,0.12,0.2,0.68,0,0.00333333,0.245833,0.0666667,0.0441667,0.249167,0.0808333,0.226667,0.0833333
800,0.0025,0.615,0.135,0.2475,0.0075,0.74,0.25,0.0025,0.0975,0.1925,0.7025,0.0075,0.00333333,0.2375,0.0641667,0.045,0.246667,0.0833333,0.234167,0.0858333
850,0.005,0.6025,0.1425,0.25,0.0025,0.75,0.2475,0,0.13,0.185,0.685,0,0.0025,0.244167,0.0616667,0.0475,0.25,0.0825,0.228333,0.0833333
900,0.005,0.605,0.1875,0.2025,0.01,0.74,0.2475,0.0025,0.095,0.1325,0.7725,0,0.005,0.233333,0.0441667,0.0625,0.246667,0.0825,0.2575,0.0683333
950,0.0075,0.63,0.1375,0.225,0.005,0.7425,0.25,0.0025,0.1675,0.1875,0.645,0,0.00416667,0.265833,0.0625,0.0458333,0.2475,0.0833333,0.215,0.0758333
1000,0.01,0.6225,0.1175,0.25,0,0.8225,0.175,0.0025,0.185,0.1925,0.5975,0.025,0.00333333,0.269167,0.0641667,0.0391667,0.274167,0.0583333,0.199167,0.0925
1050,0.005,0.6275,0.1225,0.245,0.0025,0.85,0.1425,0.005,0.0775,0.1775,0.725,0.02,0.0025,0.235,0.0591667,0.0408333,0.283333,0.0475,0.241667,0.09
1100,0,0.6125,0.1325,0.255,0.0025,0.87,0.125,0.0025,0.0925,0.1825,0.69,0.035,0.000833333,0.235,0.0608333,0.0441667,0.29,0.0416667,0.23,0.0975
1150,0.0025,0.6175,0.135,0.245,0.0075,0.865,0.125,0.0025,0.025,0.1575,0.8175,0,0.00333333,0.214167,0.0525,0.045,0.288333,0.0416667,0.2725,0.0825
1200,0.0075,0.7175,0.125,0.15,0.0075,0.845,0.145,0.0025,0.05,0.18,0.77,0,0.005,0.255833,0.06,0.0416667,0.281667,0.0483333,0.256667,0.0508333
1250,0,0.6325,0.1625,0.205,0.005,0.855,0.135,0.005,0.06,0.19,0.7475,0.0025,0.00166667,0.230833,0.0633333,0.0541667,0.285,0.045,0.249167,0.0708333
1300,0,0.6475,0.1625,0.19,0,0.9225,0.0675,0.01,0.065,0.1875,0.7475,0,0,0.2375,0.0625,0.0541667,0.3075,0.0225,0.249167,0.0666667
1350,0.0075,0.615,0.1275,0.25,0.0025,0.9175,0.0775,0.0025,0.1075,0.2225,0.665,0.005,0.00333333,0.240833,0.0741667,0.0425,0.305833,0.0258333,0.221667,0.0858333
1400,0.0025,0.6175,0.13,0.25,0.01,0.8425,0.1425,0.005,0.0775,0.1575,0.7175,0.0475,0.00416667,0.231667,0.0525,0.0433333,0.280833,0.0475,0.239167,0.100833
1450,0.0025,0.6975,0.145,0.155,0.0075,0.9525,0.04,0,0.04,0.1675,0.785,0.0075,0.00333333,0.245833,0.0558333,0.0483333,0.3175,0.0133333,0.261667,0.0541667
1500,0,0.6175,0.1325,0.25,0.01,0.985,0.0025,0.0025,0.0775,0.205,0.715,0.0025,0.00333333,0.231667,0.0683333,0.0441667,0.328333,0.000833333,0.238333,0.085
1550,0,0.6075,0.1425,0.25,0.0025,0.9675,0.025,0.005,0.1,0.185,0.6875,0.0275,0.000833333,0.235833,0.0616667,0.0475,0.3225,0.00833333,0.229167,0.0941667
1600,0,0.625,0.125,0.25,0.0025,0.9825,0.0025,0.0125,0.005,0.1825,0.8,0.0125,0.000833333,0.21,0.0608333,0.0416667,0.3275,0.000833333,0.266667,0.0916667
1650,0.0125,0.59,0.15,0.2475,0.005,0.9425,0.0475,0.005,0.0025,0.1875,0.7875,0.0225,0.00583333,0.1975,0.0625,0.05,0.314167,0.0158333,0.2625,0.0916667
1700,0.0025,0.6025,0.145,0.25,0.0025,0.85,0.1425,0.005,0.0025,0.17,0.8275,0,0.00166667,0.201667,0.0566667,0.0483333,0.283333,0.0475,0.275833,0.085
1750,0.005,0.6225,0.1275,0.245,0.0075,0.86,0.1275,0.005,0.0125,0.2175,0.7675,0.0025,0.00416667,0.211667,0.0725,0.0425,0.286667,0.0425,0.255833,0.0841667
1800,0.0025,0.605,0.145,0.2475,0.015,0.8525,0.13,0.0025,0.0075,0.1925,0.8,0,0.00583333,0.204167,0.0641667,0.0483333,0.284167,0.0433333,0.266667,0.0833333
1850,0.0025,0.5975,0.1525,0.2475,0.005,0.8675,0.125,0.0025,0.0075,0.2,0.7925,0,0.0025,0.201667,0.0666667,0.0508333,0.289167,0.0416667,0.264167,0.0833333
1900,0.0075,0.6125,0.1275,0.2525,0.005,0.91,0.08,0.005,0.005,0.1725,0.8225,0,0.00416667,0.205833,0.0575,0.0425,0.303333,0.0266667,0.274167,0.0858333
1950,0.0025,0.6225,0.125,0.25,0.0025,0.875,0.12,0.0025,0.0075,0.2025,0.7875,0.0025,0.00166667,0.21,0.0675,0.0416667,0.291667,0.04,0.2625,0.085
2000,0,0.61,0.1375,0.2525,0.0075,0.8775,0.11,0.005,0.0025,0.2,0.7925,0.005,0.0025,0.204167,0.0666667,0.0458333,0.2925,0.0366667,0.264167,0.0875
2050,0.0025,0.6825,0.1825,0.1325,0.005,0.9025,0.0925,0,0.005,0.2025,0.7925,0,0.0025,0.229167,0.0675,0.0608333,0.300833,0.0308333,0.264167,0.0441667
2100,0.0025,0.635,0.1225,0.24,0.0025,0.9,0.0925,0.005,0.0075,0.22,0.765,0.0075,0.00166667,0.214167,0.0733333,0.0408333,0.3,0.0308333,0.255,0.0841667
2150,0.005,0.6,0.145,0.25,0.0075,0.8975,0.09,0.005,0,0.205,0.7925,0.0025,0.00416667,0.2,0.0683333,0.0483333,0.299167,0.03,0.264167,0.0858333
2200,0.0025,0.625,0.125,0.2475,0,0.875,0.1225,0.0025,0,0.2325,0.7625,0.005,0.000833333,0.208333,0.0775,0.0416667,0.291667,0.0408333,0.254167,0.085
2250,0,0.615,0.125,0.26,0.005,0.8325,0.16,0.0025,0.0025,0.22,0.7625,0.015,0.00166667,0.205833,0.0733333,0.0416667,0.2775,0.0533333,0.254167,0.0925
2300,0.005,0.6125,0.135,0.2475,0.005,0.805,0.185,0.005,0.0075,0.1725,0.765,0.055,0.00333333,0.206667,0.0575,0.045,0.268333,0.0616667,0.255,0.1025
2350,0.0025,0.62,0.1275,0.25,0.005,0.8225,0.1725,0,0,0.1825,0.775,0.0425,0.0025,0.206667,0.0608333,0.0425,0.274167,0.0575,0.258333,0.0975
2400,0.005,0.595,0.1525,0.2475,0.005,0.8825,0.1125,0,0.0075,0.165,0.7925,0.035,0.00333333,0.200833,0.055,0.0508333,0.294167,0.0375,0.264167,0.0941667
2450,0,0.5925,0.16,0.2475,0.01,0.8625,0.1225,0.005,0.0075,0.2075,0.7825,0.0025,0.00333333,0.2,0.0691667,0.0533333,0.2875,0.0408333,0.260833,0.085
2500,0.0075,0.6125,0.1325,0.2475,0,0.9275,0.0675,0.005,0.0075,0.2025,0.7575,0.0325,0.0025,0.206667,0.0675,0.0441667,0.309167,0.0225,0.2525,0.095
2550,0.0075,0.62,0.1225,0.25,0.0025,0.9325,0.065,0,0.0075,0.1975,0.785,0.01,0.00333333,0.209167,0.0658333,0.0408333,0.310833,0.0216667,0.261667,0.0866667
2600,0.0025,0.6175,0.1325,0.2475,0.0075,0.925,0.065,0.0025,0.01,0.205,0.755,0.03,0.00333333,0.209167,0.0683333,0.0441667,0.308333,0.0216667,0.251667,0.0933333
2650,0.0025,0.615,0.1275,0.255,0.0075,0.94,0.05,0.0025,0,0.21,0.765,0.025,0.00333333,0.205,0.07,0.0425,0.313333,0.0166667,0.255,0.0941667
2700,0.0075,0.615,0.1275,0.25,0.0075,0.93,0.06,0.0025,0.0075,0.195,0.76,0.0375,0.005,0.2075,0.065,0.0425,0.31,0.02,0.253333,0.0966667
2750,0,0.63,0.1225,0.2475,0.005,0.9175,0.0625,0.015,0,0.2,0.745,0.055,0.00166667,0.21,0.0666667,0.0408333,0.305833,0.0208333,0.248333,0.105833
2800,0.005,0.6175,0.1275,0.25,0,0.925,0.065,0.01,0.0025,0.195,0.7575,0.045,0.00166667,0.206667,0.065,0.0425,0.308333,0.0216667,0.2525,0.101667
2850,0.0025,0.595,0.1475,0.255,0.01,0.9175,0.065,0.0075,0.0025,0.1775,0.775,0.045,0.00416667,0.199167,0.0591667,0.0491667,0.305833,0.0216667,0.258333,0.1025
2900,0.005,0.62,0.1225,0.2525,0.0075,0.92,0.07,0.0025,0.0075,0.205,0.7875,0,0.00416667,0.209167,0.0683333,0.0408333,0.306667,0.0233333,0.2625,0.085
2950,0.0075,0.615,0.13,0.2475,0.005,0.8925,0.0975,0.005,0.0025,0.205,0.7425,0.05,0.00416667,0.205833,0.0683333,0.0433333,0.2975,0.0325,0.2475,0.100833
3000,0.0025,0.6,0.1425,0.255,0.0025,0.9325,0.06,0.005,0.01,0.2125,0.7675,0.01,0.00166667,0.203333,0.0708333,0.0475,0.310833,0.02,0.255833,0.09
3050,0,0.6175,0.1275,0.255,0,0.91,0.09,0,0.0025,0.19,0.77,0.0375,0,0.206667,0.0633333,0.0425,0.303333,0.03,0.256667,0.0975
3100,0.01,0.6025,0.1375,0.25,0.0025,0.9075,0.085,0.005,0.0025,0.1725,0.785,0.04,0.00416667,0.201667,0.0575,0.0458333,0.3025,0.0283333,0.261667,0.0983333
3150,0.0075,0.6025,0.14,0.25,0.005,0.915,0.075,0.005,0.0175,0.205,0.75,0.0275,0.00416667,0.206667,0.0683333,0.0466667,0.305,0.025,0.25,0.0941667
3200,0,0.62,0.1275,0.2525,0.01,0.9125,0.0725,0.005,0.005,0.2225,0.76,0.0125,0.00333333,0.208333,0.0741667,0.0425,0.304167,0.0241667,0.253333,0.09
3250,0.0075,0.615,0.1275,0.25,0.0075,0.9275,0.0575,0.0075,0.0025,0.195,0.7925,0.01,0.005,0.205833,0.065,0.0425,0.309167,0.0191667,0.264167,0.0891667
3300,0.0025,0.62,0.13,0.2475,0.005,0.9325,0.06,0.0025,0.0075,0.2175,0.7375,0.0375,0.0025,0.209167,0.0725,0.0433333,0.310833,0.02,0.245833,0.0958333
3350,0.005,0.615,0.1275,0.2525,0.0025,0.9375,0.0575,0.0025,0.0075,0.225,0.7375,0.03,0.0025,0.2075,0.075,0.0425,0.3125,0.0191667,0.245833,0.095
3400,0.0075,0.6425,0.1475,0.2025,0.0075,0.925,0.0625,0.005,0,0.205,0.775,0.02,0.005,0.214167,0.0683333,0.0491667,0.308333,0.0208333,0.258333,0.0758333
3450,0.0025,0.605,0.1375,0.255,0.0075,0.8825,0.1075,0.0025,0.0075,0.205,0.77,0.0175,0.00333333,0.204167,0.0683333,0.0458333,0.294167,0.0358333,0.256667,0.0916667
3500,0.01,0.615,0.1225,0.2525,0.005,0.815,0.18,0,0,0.2575,0.7425,0,0.005,0.205,0.0858333,0.0408333,0.271667,0.06,0.2475,0.0841667
3550,0.005,0.625,0.1225,0.2475,0.0025,0.7975,0.185,0.015,0.0025,0.23,0.7575,0.01,0.0025,0.209167,0.0766667,0.0408333,0.265833,0.0616667,0.2525,0.0908333
3600,0.0025,0.62,0.13,0.2475,0,0.835,0.16,0.005,0,0.255,0.74,0.005,0.000833333,0.206667,0.085,0.0433333,0.278333,0.0533333,0.246667,0.0858333
3650,0,0.6275,0.1225,0.25,0.005,0.915,0.08,0,0.0025,0.1875,0.775,0.035,0.00166667,0.21,0.0625,0.0408333,0.305,0.0266667,0.258333,0.095
